year,race,position,number,driver,car,lap,time_of_day,time,avg_speed
2021,France,19,22, Tsunoda,AlphaTauri Honda,18,15:34:24,1:38.980,212.479
2021,France,20,9, Mazepin,Haas Ferrari,34,16:01:54,1:39.317,211.758
2021,Styria,1,44, Hamilton,Mercedes,71,16:26:00,1:07.058,231.811
2021,Styria,2,11, Perez,Red Bull Racing Honda,57,16:10:10,1:07.894,228.956
2021,Styria,3,33, Verstappen,Red Bull Racing Honda,68,16:21:55,1:08.017,228.542
2021,Styria,4,55, Sainz,Ferrari,64,16:18:42,1:08.609,226.570
2021,Styria,5,77, Bottas,Mercedes,43,15:53:42,1:08.619,226.537
2021,Styria,6,16, Leclerc,Ferrari,64,16:18:55,1:08.738,226.145
2021,Styria,7,4, Norris,McLaren Mercedes,65,16:19:43,1:08.903,225.604
2021,Styria,8,7, Räikkönen,Alfa Romeo Racing Ferrari,57,16:11:00,1:09.128,224.869
2021,Styria,9,3, Ricciardo,McLaren Mercedes,45,15:57:05,1:09.305,224.295
2021,Styria,10,31, Ocon,Alpine Renault,70,16:26:16,1:09.576,223.421
2021,Styria,11,22, Tsunoda,AlphaTauri Honda,41,15:52:10,1:09.650,223.184
2021,Styria,12,99, Giovinazzi,Alfa Romeo Racing Ferrari,39,15:49:58,1:09.723,222.950
2021,Styria,13,14, Alonso,Alpine Renault,61,16:15:34,1:09.749,222.867
2021,Styria,14,18, Stroll,Aston Martin Mercedes,32,15:41:35,1:09.787,222.746
2021,Styria,15,5, Vettel,Aston Martin Mercedes,64,16:19:08,1:09.821,222.637
2021,Styria,16,47, Schumacher,Haas Ferrari,57,16:11:56,1:10.005,222.052
2021,Styria,17,6, Latifi,Williams Mercedes,34,15:45:13,1:10.104,221.739
2021,Styria,18,63, Russell,Williams Mercedes,28,15:37:55,1:10.499,220.496
2021,Styria,19,9, Mazepin,Haas Ferrari,39,15:50:34,1:10.951,219.092
2021,Austria,1,33, Verstappen,Red Bull Racing Honda,62,16:16:38,1:06.200,234.815
2021,Austria,2,55, Sainz,Ferrari,70,16:26:38,1:07.762,229.402
2021,Austria,3,44, Hamilton,Mercedes,55,16:09:09,1:08.126,228.177
2021,Austria,4,10, Gasly,AlphaTauri Honda,54,16:08:26,1:08.146,228.110
2021,Austria,5,11, Perez,Red Bull Racing Honda,55,16:09:20,1:08.192,227.956
2021,Austria,6,77, Bottas,Mercedes,52,16:05:20,1:08.374,227.349
2021,Austria,7,14, Alonso,Alpine Renault,70,16:27:01,1:08.405,227.246
2021,Austria,8,5, Vettel,Aston Martin Mercedes,51,16:05:16,1:08.420,227.196
2021,Austria,9,22, Tsunoda,AlphaTauri Honda,54,16:08:50,1:08.455,227.080
2021,Austria,10,4, Norris,McLaren Mercedes,62,16:16:49,1:08.471,227.027
2021,Austria,11,7, Räikkönen,Alfa Romeo Racing Ferrari,62,16:17:50,1:08.520,226.865
2021,Austria,12,18, Stroll,Aston Martin Mercedes,54,16:08:53,1:08.659,226.405
2021,Austria,13,16, Leclerc,Ferrari,55,16:09:23,1:08.698,226.277
2021,Austria,14,3, Ricciardo,McLaren Mercedes,56,16:10:31,1:08.820,225.876
2021,Austria,15,6, Latifi,Williams Mercedes,69,16:26:23,1:08.874,225.699
2021,Austria,16,63, Russell,Williams Mercedes,56,16:10:49,1:08.900,225.613
2021,Austria,17,99, Giovinazzi,Alfa Romeo Racing Ferrari,55,16:10:06,1:09.042,225.149
2021,Austria,18,47, Schumacher,Haas Ferrari,56,16:11:32,1:09.394,224.007
2021,Austria,19,9, Mazepin,Haas Ferrari,49,16:04:03,1:09.757,222.842
2021,Great Britain,1,11, Perez,Red Bull Racing Honda,50,17:00:26,1:28.617,239.317
2021,Great Britain,2,44, Hamilton,Mercedes,45,16:51:11,1:29.699,236.430
2021,Great Britain,3,10, Gasly,AlphaTauri Honda,52,17:03:11,1:30.266,234.945
2021,Great Britain,4,77, Bottas,Mercedes,45,16:51:16,1:30.524,234.275
2021,Great Britain,5,16, Leclerc,Ferrari,45,16:51:07,1:30.569,234.159
2021,Great Britain,6,22, Tsunoda,AlphaTauri Honda,51,17:01:36,1:30.826,233.497
2021,Great Britain,7,55, Sainz,Ferrari,51,17:00:57,1:31.223,232.480
2021,Great Britain,8,3, Ricciardo,McLaren Mercedes,51,17:00:57,1:31.284,232.325
2021,Great Britain,9,4, Norris,McLaren Mercedes,44,16:49:57,1:31.420,231.979
2021,Great Britain,10,14, Alonso,Alpine Renault,48,16:56:47,1:31.698,231.276
2021,Great Britain,11,7, Räikkönen,Alfa Romeo Racing Ferrari,48,16:57:16,1:31.895,230.780
2021,Great Britain,12,18, Stroll,Aston Martin Mercedes,48,16:56:49,1:31.992,230.537
2021,Great Britain,13,63, Russell,Williams Mercedes,49,16:58:38,1:32.049,230.394
2021,Great Britain,14,31, Ocon,Alpine Renault,48,16:56:51,1:32.210,229.992
2021,Great Britain,15,99, Giovinazzi,Alfa Romeo Racing Ferrari,49,16:58:41,1:32.346,229.653
2021,Great Britain,16,6, Latifi,Williams Mercedes,51,17:01:52,1:32.477,229.328
2021,Great Britain,17,47, Schumacher,Haas Ferrari,50,17:01:20,1:32.862,228.377
2021,Great Britain,18,9, Mazepin,Haas Ferrari,51,17:02:52,1:32.909,228.262
2021,Great Britain,19,5, Vettel,Aston Martin Mercedes,35,16:37:02,1:33.059,227.894
2021,Hungary,1,10, Gasly,AlphaTauri Honda,70,17:08:59,1:18.394,201.183
2021,Hungary,2,44, Hamilton,Mercedes,49,16:39:39,1:18.715,200.363
2021,Hungary,3,14, Alonso,Alpine Renault,41,16:28:37,1:20.359,196.264
2021,Hungary,4,33, Verstappen,Red Bull Racing Honda,43,16:32:12,1:20.945,194.843
2021,Hungary,5,31, Ocon,Alpine Renault,54,16:46:08,1:21.421,193.704
2021,Hungary,6,55, Sainz,Ferrari,54,16:46:15,1:21.423,193.699
2021,Hungary,7,5, Vettel,Aston Martin Mercedes,60,16:54:19,1:21.459,193.613
2021,Hungary,8,7, Räikkönen,Alfa Romeo Racing Ferrari,58,16:53:08,1:21.518,193.473
2021,Hungary,9,63, Russell,Williams Mercedes,62,16:58:15,1:22.112,192.074
2021,Hungary,10,22, Tsunoda,AlphaTauri Honda,43,16:31:33,1:22.450,191.286
2021,Hungary,11,47, Schumacher,Haas Ferrari,44,16:33:45,1:22.711,190.683
2021,Hungary,12,99, Giovinazzi,Alfa Romeo Racing Ferrari,44,16:33:46,1:22.736,190.625
2021,Hungary,13,3, Ricciardo,McLaren Mercedes,58,16:52:47,1:22.802,190.473
2021,Hungary,14,6, Latifi,Williams Mercedes,62,16:58:03,1:22.831,190.406
2021,Netherlands,1,44, Hamilton,Mercedes,72,16:33:34,1:11.097,215.654
2021,Netherlands,2,77, Bottas,Mercedes,69,16:30:25,1:12.549,211.338
2021,Netherlands,3,33, Verstappen,Red Bull Racing Honda,60,16:18:26,1:13.275,209.244
2021,Netherlands,4,11, Perez,Red Bull Racing Honda,59,16:19:00,1:13.461,208.714
2021,Netherlands,5,5, Vettel,Aston Martin Mercedes,63,16:24:49,1:13.958,207.312
2021,Netherlands,6,4, Norris,McLaren Mercedes,48,16:05:15,1:14.236,206.535
2021,Netherlands,7,14, Alonso,Alpine Renault,60,16:20:05,1:14.323,206.294
2021,Netherlands,8,31, Ocon,Alpine Renault,54,16:12:40,1:14.675,205.321
2021,Netherlands,9,16, Leclerc,Ferrari,58,16:17:05,1:14.780,205.033
2021,Netherlands,10,10, Gasly,AlphaTauri Honda,57,16:15:45,1:14.818,204.929
2021,Netherlands,11,3, Ricciardo,McLaren Mercedes,59,16:19:09,1:14.920,204.650
2021,Netherlands,12,99, Giovinazzi,Alfa Romeo Racing Ferrari,66,16:28:39,1:15.125,204.091
2021,Netherlands,13,55, Sainz,Ferrari,45,16:01:00,1:15.260,203.725
2021,Netherlands,14,88, Kubica,Alfa Romeo Racing Ferrari,44,16:00:54,1:15.442,203.234
2021,Netherlands,15,18, Stroll,Aston Martin Mercedes,57,16:16:50,1:15.611,202.780
2021,Netherlands,16,63, Russell,Williams Mercedes,57,16:16:50,1:15.628,202.734
2021,Netherlands,17,22, Tsunoda,AlphaTauri Honda,44,16:00:27,1:15.783,202.319
2021,Netherlands,18,6, Latifi,Williams Mercedes,25,15:36:12,1:15.790,202.301
2021,Netherlands,19,47, Schumacher,Haas Ferrari,36,15:51:45,1:15.927,201.936
2021,Netherlands,20,9, Mazepin,Haas Ferrari,35,15:49:29,1:16.066,201.567
2021,Italy,1,3, Ricciardo,McLaren Mercedes,53,16:25:10,1:24.812,245.894
2021,Italy,2,77, Bottas,Mercedes,34,15:57:45,1:24.827,245.850
2021,Italy,3,4, Norris,McLaren Mercedes,53,16:25:12,1:24.971,245.434
2021,Italy,4,11, Perez,Red Bull Racing Honda,53,16:25:14,1:25.156,244.901
2021,Italy,5,33, Verstappen,Red Bull Racing Honda,25,15:40:09,1:25.173,244.852
2021,Italy,6,16, Leclerc,Ferrari,53,16:25:17,1:25.319,244.433
2021,Italy,7,14, Alonso,Alpine Renault,52,16:24:02,1:25.472,243.995
2021,Italy,8,55, Sainz,Ferrari,53,16:25:21,1:25.559,243.747
2021,Italy,9,31, Ocon,Alpine Renault,53,16:25:31,1:25.566,243.727
2021,Italy,10,99, Giovinazzi,Alfa Romeo Racing Ferrari,50,16:21:19,1:25.718,243.295
2021,Italy,11,63, Russell,Williams Mercedes,53,16:25:30,1:25.835,242.963
2021,Italy,12,88, Kubica,Alfa Romeo Racing Ferrari,53,16:25:40,1:25.849,242.924
2021,Italy,13,18, Stroll,Aston Martin Mercedes,52,16:24:00,1:25.853,242.912
2021,Italy,14,44, Hamilton,Mercedes,3,15:07:55,1:25.870,242.864
2021,Italy,15,5, Vettel,Aston Martin Mercedes,50,16:21:16,1:25.938,242.672
2021,Italy,16,6, Latifi,Williams Mercedes,50,16:21:15,1:25.953,242.630
2021,Italy,17,47, Schumacher,Haas Ferrari,52,16:24:34,1:26.707,240.520
2021,Italy,18,9, Mazepin,Haas Ferrari,41,16:08:50,1:27.202,239.155
2021,Italy,19,10, Gasly,AlphaTauri Honda,2,15:06:47,1:29.005,234.310
2021,Russia,1,4, Norris,McLaren Mercedes,39,16:09:38,1:37.423,216.096
2021,Russia,2,44, Hamilton,Mercedes,43,16:16:10,1:37.575,215.760
2021,Russia,3,77, Bottas,Mercedes,31,15:57:00,1:38.216,214.352
2021,Russia,4,10, Gasly,AlphaTauri Honda,35,16:03:46,1:38.279,214.214
2021,Russia,5,33, Verstappen,Red Bull Racing Honda,28,15:51:45,1:38.396,213.959
2021,Russia,6,14, Alonso,Alpine Renault,44,16:18:28,1:38.686,213.331
2021,Russia,7,16, Leclerc,Ferrari,45,16:20:14,1:38.994,212.667
2021,Russia,8,99, Giovinazzi,Alfa Romeo Racing Ferrari,39,16:10:55,1:39.058,212.530
2021,Russia,9,3, Ricciardo,McLaren Mercedes,24,15:45:03,1:39.124,212.388
2021,Russia,10,11, Perez,Red Bull Racing Honda,45,16:20:03,1:39.215,212.193
2021,Russia,11,5, Vettel,Aston Martin Mercedes,44,16:18:43,1:39.251,212.116
2021,Russia,12,55, Sainz,Ferrari,40,16:11:42,1:39.294,212.024
2021,Russia,13,22, Tsunoda,AlphaTauri Honda,42,16:15:49,1:39.960,210.612
2021,Russia,14,6, Latifi,Williams Mercedes,42,16:15:44,1:40.000,210.528
2021,Russia,15,47, Schumacher,Haas Ferrari,22,15:42:27,1:40.276,209.948
2021,Russia,16,7, Räikkönen,Alfa Romeo Racing Ferrari,34,16:01:56,1:40.289,209.921
2021,Russia,17,18, Stroll,Aston Martin Mercedes,35,16:03:28,1:40.464,209.555
2021,Russia,18,63, Russell,Williams Mercedes,40,16:11:57,1:40.596,209.280
2021,Russia,19,31, Ocon,Alpine Renault,34,16:01:54,1:40.598,209.276
2021,Russia,20,9, Mazepin,Haas Ferrari,24,15:45:43,1:41.713,206.982
2021,Turkey,1,77, Bottas,Mercedes,58,16:34:25,1:30.432,212.500
2021,Turkey,2,55, Sainz,Ferrari,49,16:21:24,1:31.921,209.057
2021,Turkey,3,4, Norris,McLaren Mercedes,50,16:22:44,1:32.446,207.870
2021,Turkey,4,11, Perez,Red Bull Racing Honda,53,16:27:11,1:32.459,207.841
2021,Turkey,5,7, Räikkönen,Alfa Romeo Racing Ferrari,50,16:23:40,1:32.586,207.556
2021,Turkey,6,18, Stroll,Aston Martin Mercedes,58,16:35:47,1:32.608,207.506
2021,Turkey,7,5, Vettel,Aston Martin Mercedes,54,16:30:43,1:32.730,207.233
2021,Turkey,8,16, Leclerc,Ferrari,57,16:33:29,1:32.737,207.218
2021,Turkey,9,33, Verstappen,Red Bull Racing Honda,53,16:26:52,1:32.759,207.169
2021,Turkey,10,44, Hamilton,Mercedes,52,16:25:43,1:32.763,207.160
2021,Turkey,11,10, Gasly,AlphaTauri Honda,50,16:22:40,1:32.814,207.046
2021,Turkey,12,22, Tsunoda,AlphaTauri Honda,54,16:30:09,1:32.844,206.979
2021,Turkey,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,57,16:34:37,1:32.904,206.845
2021,Turkey,14,14, Alonso,Alpine Renault,55,16:31:47,1:33.252,206.073
2021,Turkey,15,3, Ricciardo,McLaren Mercedes,34,15:58:07,1:33.255,206.067
2021,Turkey,16,63, Russell,Williams Mercedes,53,16:28:38,1:33.399,205.749
2021,Turkey,17,6, Latifi,Williams Mercedes,48,16:20:52,1:33.672,205.149
2021,Turkey,18,47, Schumacher,Haas Ferrari,52,16:28:14,1:34.209,203.980
2021,Turkey,19,31, Ocon,Alpine Renault,24,15:41:50,1:34.584,203.171
2021,Turkey,20,9, Mazepin,Haas Ferrari,52,16:28:32,1:35.438,201.353
2021,United States,1,44, Hamilton,Mercedes,41,15:13:29,1:38.485,201.521
2021,United States,2,33, Verstappen,Red Bull Racing Honda,52,15:31:38,1:39.096,200.278
2021,United States,3,16, Leclerc,Ferrari,41,15:13:57,1:39.303,199.861
2021,United States,4,11, Perez,Red Bull Racing Honda,32,14:58:43,1:39.566,199.333
2021,United States,5,14, Alonso,Alpine Renault,46,15:23:43,1:40.067,198.335
2021,United States,6,77, Bottas,Mercedes,41,15:14:20,1:40.147,198.176
2021,United States,7,4, Norris,McLaren Mercedes,41,15:14:25,1:40.228,198.016
2021,United States,8,3, Ricciardo,McLaren Mercedes,43,15:17:39,1:40.345,197.785
2021,United States,9,55, Sainz,Ferrari,40,15:12:37,1:40.377,197.722
2021,United States,10,5, Vettel,Aston Martin Mercedes,40,15:13:33,1:40.481,197.517
2021,United States,11,63, Russell,Williams Mercedes,36,15:06:57,1:41.120,196.269
2021,United States,12,99, Giovinazzi,Alfa Romeo Racing Ferrari,44,15:20:15,1:41.145,196.221
2021,United States,13,22, Tsunoda,AlphaTauri Honda,47,15:25:14,1:41.151,196.209
2021,United States,14,18, Stroll,Aston Martin Mercedes,36,15:06:54,1:41.189,196.135
2021,United States,15,7, Räikkönen,Alfa Romeo Racing Ferrari,43,15:18:31,1:41.340,195.843
2021,United States,16,47, Schumacher,Haas Ferrari,36,15:07:25,1:41.395,195.737
2021,United States,17,6, Latifi,Williams Mercedes,46,15:24:16,1:41.818,194.924
2021,United States,18,10, Gasly,AlphaTauri Honda,12,14:24:53,1:42.015,194.547
2021,United States,19,31, Ocon,Alpine Renault,28,14:53:30,1:42.194,194.207
2021,United States,20,9, Mazepin,Haas Ferrari,42,15:18:57,1:42.886,192.900
2021,Mexico,1,77, Bottas,Mercedes,69,14:42:16,1:17.774,199.223
2021,Mexico,2,33, Verstappen,Red Bull Racing Honda,52,14:16:18,1:18.999,196.134
2021,Mexico,3,11, Perez,Red Bull Racing Honda,49,14:12:37,1:19.468,194.976
2021,Mexico,4,44, Hamilton,Mercedes,66,14:35:18,1:19.820,194.116
2021,Mexico,5,55, Sainz,Ferrari,63,14:32:08,1:20.081,193.484
2021,Mexico,6,5, Vettel,Aston Martin Mercedes,70,14:41:53,1:20.460,192.572
2021,Mexico,7,10, Gasly,AlphaTauri Honda,66,14:36:02,1:20.510,192.453
2021,Mexico,8,4, Norris,McLaren Mercedes,67,14:38:07,1:20.617,192.197
2021,Mexico,9,16, Leclerc,Ferrari,63,14:32:14,1:20.665,192.083
2021,Mexico,10,14, Alonso,Alpine Renault,54,14:20:26,1:20.711,191.973
2021,Mexico,11,7, Räikkönen,Alfa Romeo Racing Ferrari,63,14:32:31,1:20.713,191.969
2021,Mexico,12,18, Stroll,Aston Martin Mercedes,61,14:30:58,1:20.930,191.454
2021,Mexico,13,3, Ricciardo,McLaren Mercedes,40,14:01:52,1:21.069,191.126
2021,Mexico,14,31, Ocon,Alpine Renault,67,14:38:51,1:21.348,190.470
2021,Mexico,15,9, Mazepin,Haas Ferrari,61,14:32:53,1:21.402,190.344
2021,Mexico,16,99, Giovinazzi,Alfa Romeo Racing Ferrari,68,14:40:00,1:21.523,190.061
2021,Mexico,17,6, Latifi,Williams Mercedes,66,14:38:31,1:21.546,190.008
2021,Mexico,18,63, Russell,Williams Mercedes,61,14:31:13,1:22.016,188.919
2021,Brazil,1,11, Perez,Red Bull Racing Honda,71,15:35:54,1:11.010,218.453
2021,Brazil,2,44, Hamilton,Mercedes,46,15:04:49,1:11.982,215.503
2021,Brazil,3,33, Verstappen,Red Bull Racing Honda,47,15:06:01,1:12.486,214.005
2021,Brazil,4,77, Bottas,Mercedes,49,15:08:35,1:12.526,213.887
2021,Brazil,5,7, Räikkönen,Alfa Romeo Racing Ferrari,54,15:16:04,1:12.621,213.607
2021,Brazil,6,55, Sainz,Ferrari,63,15:26:21,1:12.710,213.346
2021,Brazil,7,16, Leclerc,Ferrari,61,15:23:51,1:12.822,213.018
2021,Brazil,8,10, Gasly,AlphaTauri Honda,53,15:14:14,1:13.227,211.839
2021,Brazil,9,5, Vettel,Aston Martin Mercedes,69,15:34:25,1:13.634,210.668
2021,Brazil,10,4, Norris,McLaren Mercedes,53,15:14:28,1:13.761,210.306
2021,Brazil,11,47, Schumacher,Haas Ferrari,66,15:32:43,1:13.793,210.215
2021,Brazil,12,14, Alonso,Alpine Renault,37,14:54:19,1:13.922,209.848
2021,Brazil,13,22, Tsunoda,AlphaTauri Honda,62,15:26:16,1:14.204,209.050
2021,Brazil,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,44,15:03:40,1:14.227,208.985
2021,Brazil,15,63, Russell,Williams Mercedes,45,15:04:53,1:14.355,208.626
2021,Brazil,16,31, Ocon,Alpine Renault,48,15:07:56,1:14.430,208.415
2021,Brazil,17,3, Ricciardo,McLaren Mercedes,40,14:57:47,1:14.443,208.379
2021,Brazil,18,6, Latifi,Williams Mercedes,57,15:20:07,1:14.616,207.896
2021,Brazil,19,9, Mazepin,Haas Ferrari,36,14:53:48,1:14.954,206.958
2021,Brazil,20,18, Stroll,Aston Martin Mercedes,25,14:38:59,1:15.344,205.887
2021,Qatar,1,33, Verstappen,Red Bull Racing Honda,57,18:28:42,1:23.196,232.799
2021,Qatar,2,44, Hamilton,Mercedes,50,18:17:33,1:25.084,227.633
2021,Qatar,3,11, Perez,Red Bull Racing Honda,49,18:17:13,1:25.613,226.227
2021,Qatar,4,4, Norris,McLaren Mercedes,51,18:20:30,1:25.746,225.876
2021,Qatar,5,63, Russell,Williams Mercedes,55,18:28:35,1:25.768,225.818
2021,Qatar,6,7, Räikkönen,Alfa Romeo Racing Ferrari,53,18:23:57,1:26.358,224.275
2021,Qatar,7,5, Vettel,Aston Martin Mercedes,53,18:23:22,1:26.434,224.078
2021,Qatar,8,16, Leclerc,Ferrari,46,18:13:02,1:26.555,223.765
2021,Qatar,9,55, Sainz,Ferrari,46,18:13:00,1:26.570,223.726
2021,Qatar,10,14, Alonso,Alpine Renault,48,18:15:33,1:26.682,223.437
2021,Qatar,11,10, Gasly,AlphaTauri Honda,46,18:13:13,1:27.019,222.572
2021,Qatar,12,22, Tsunoda,AlphaTauri Honda,50,18:19:29,1:27.043,222.510
2021,Qatar,13,31, Ocon,Alpine Renault,46,18:12:55,1:27.061,222.464
2021,Qatar,14,3, Ricciardo,McLaren Mercedes,50,18:19:26,1:27.198,222.115
2021,Qatar,15,77, Bottas,Mercedes,39,18:03:13,1:27.246,221.992
2021,Qatar,16,9, Mazepin,Haas Ferrari,55,18:28:57,1:27.340,221.754
2021,Qatar,17,18, Stroll,Aston Martin Mercedes,44,18:10:01,1:27.356,221.713
2021,Qatar,18,99, Giovinazzi,Alfa Romeo Racing Ferrari,40,18:04:59,1:27.823,220.534
2021,Qatar,19,47, Schumacher,Haas Ferrari,46,18:13:53,1:28.412,219.065
2021,Qatar,20,6, Latifi,Williams Mercedes,44,18:10:53,1:28.732,218.275
2021,Saudi Arabia,1,44, Hamilton,Mercedes,47,22:35:18,1:30.734,244.962
2021,Saudi Arabia,2,77, Bottas,Mercedes,47,22:35:49,1:31.408,243.155
2021,Saudi Arabia,3,33, Verstappen,Red Bull Racing Honda,35,22:16:43,1:31.488,242.943
2021,Saudi Arabia,4,16, Leclerc,Ferrari,46,22:34:33,1:31.601,242.643
2021,Saudi Arabia,5,14, Alonso,Alpine Renault,46,22:35:40,1:31.633,242.558
2021,Saudi Arabia,6,31, Ocon,Alpine Renault,47,22:35:49,1:31.797,242.125
2021,Saudi Arabia,7,55, Sainz,Ferrari,37,22:20:44,1:31.851,241.983
2021,Saudi Arabia,8,4, Norris,McLaren Mercedes,49,22:39:29,1:31.914,241.817
2021,Saudi Arabia,9,10, Gasly,AlphaTauri Honda,46,22:34:30,1:32.297,240.813
2021,Saudi Arabia,10,22, Tsunoda,AlphaTauri Honda,44,22:32:38,1:32.506,240.269
2021,Saudi Arabia,11,3, Ricciardo,McLaren Mercedes,43,22:29:48,1:32.716,239.725
2021,Saudi Arabia,12,6, Latifi,Williams Mercedes,49,22:39:49,1:32.751,239.635
2021,Saudi Arabia,13,7, Räikkönen,Alfa Romeo Racing Ferrari,45,22:34:16,1:32.778,239.565
2021,Saudi Arabia,14,18, Stroll,Aston Martin Mercedes,45,22:33:30,1:32.804,239.498
2021,Saudi Arabia,15,99, Giovinazzi,Alfa Romeo Racing Ferrari,37,22:20:43,1:32.865,239.340
2021,Saudi Arabia,16,5, Vettel,Aston Martin Mercedes,41,22:27:33,1:34.030,236.375
2021,Saudi Arabia,17,11, Perez,Red Bull Racing Honda,9,20:48:00,1:34.138,236.104
2021,Saudi Arabia,18,47, Schumacher,Haas Ferrari,8,20:46:53,1:36.043,231.421
2021,Saudi Arabia,19,63, Russell,Williams Mercedes,7,20:45:15,1:36.130,231.211
2021,Saudi Arabia,20,9, Mazepin,Haas Ferrari,7,20:45:21,1:37.043,229.036
2021,Abu Dhabi,1,33, Verstappen,Red Bull Racing Honda,39,18:02:08,1:26.103,220.800
2021,Abu Dhabi,2,11, Perez,Red Bull Racing Honda,51,18:19:56,1:26.419,219.993
2021,Abu Dhabi,3,44, Hamilton,Mercedes,43,18:07:40,1:26.615,219.495
2021,Abu Dhabi,4,4, Norris,McLaren Mercedes,58,18:34:38,1:26.762,219.123
2021,Abu Dhabi,5,77, Bottas,Mercedes,51,18:20:28,1:26.862,218.871
2021,Abu Dhabi,6,10, Gasly,AlphaTauri Honda,49,18:17:43,1:27.342,217.668
2021,Abu Dhabi,7,22, Tsunoda,AlphaTauri Honda,50,18:19:08,1:27.496,217.285
2021,Abu Dhabi,8,14, Alonso,Alpine Renault,58,18:34:40,1:27.607,217.010
2021,Abu Dhabi,9,55, Sainz,Ferrari,51,18:20:24,1:27.618,216.982
2021,Abu Dhabi,10,31, Ocon,Alpine Renault,58,18:34:43,1:28.249,215.431
2021,Abu Dhabi,11,5, Vettel,Aston Martin Mercedes,58,18:34:46,1:28.303,215.299
2021,Abu Dhabi,12,16, Leclerc,Ferrari,40,18:04:37,1:28.433,214.983
2021,Abu Dhabi,13,18, Stroll,Aston Martin Mercedes,48,18:16:44,1:28.567,214.657
2021,Abu Dhabi,14,3, Ricciardo,McLaren Mercedes,48,18:16:28,1:28.723,214.280
2021,Abu Dhabi,15,6, Latifi,Williams Mercedes,30,17:49:38,1:29.293,212.912
2021,Abu Dhabi,16,99, Giovinazzi,Alfa Romeo Racing Ferrari,33,17:53:42,1:29.442,212.557
2021,Abu Dhabi,17,47, Schumacher,Haas Ferrari,42,18:08:15,1:29.457,212.522
2021,Abu Dhabi,18,7, Räikkönen,Alfa Romeo Racing Ferrari,23,17:38:51,1:29.698,211.951
2021,Abu Dhabi,19,63, Russell,Williams Mercedes,23,17:38:42,1:30.647,209.732
2020,Austria,1,4, Norris,McLaren Renault,71,16:43:48,1:07.475,230.378
2020,Austria,2,77, Bottas,Mercedes,68,16:40:16,1:07.657,229.758
2020,Austria,3,44, Hamilton,Mercedes,67,16:39:10,1:07.712,229.572
2020,Austria,4,16, Leclerc,Ferrari,64,16:35:48,1:07.901,228.933
2020,Austria,5,55, Sainz,McLaren Renault,63,16:34:41,1:07.974,228.687
2020,Austria,6,11, Perez,Racing Point BWT Mercedes,63,16:34:39,1:08.305,227.579
2020,Austria,7,23, Albon,Red Bull Racing Honda,50,16:13:52,1:08.432,227.156
2020,Austria,8,5, Vettel,Ferrari,71,16:44:07,1:08.623,226.524
2020,Austria,9,99, Giovinazzi,Alfa Romeo Racing Ferrari,70,16:42:54,1:08.796,225.954
2020,Austria,10,31, Ocon,Renault,64,16:35:54,1:08.932,225.509
2020,Austria,11,10, Gasly,AlphaTauri Honda,64,16:35:53,1:09.025,225.205
2020,Austria,12,7, Räikkönen,Alfa Romeo Racing Ferrari,48,16:12:02,1:09.031,225.185
2020,Austria,13,26, Kvyat,AlphaTauri Honda,50,16:14:16,1:09.135,224.847
2020,Austria,14,63, Russell,Williams Mercedes,49,16:13:15,1:09.317,224.256
2020,Austria,15,33, Verstappen,Red Bull Racing Honda,5,15:18:38,1:09.351,224.146
2020,Austria,16,6, Latifi,Williams Mercedes,63,16:34:48,1:09.662,223.146
2020,Austria,17,8, Grosjean,Haas Ferrari,46,16:09:54,1:10.228,221.347
2020,Austria,18,18, Stroll,Racing Point BWT Mercedes,4,15:17:37,1:10.326,221.039
2020,Austria,19,3, Ricciardo,Renault,8,15:22:22,1:10.610,220.150
2020,Austria,20,20, Magnussen,Haas Ferrari,23,15:40:18,1:10.720,219.807
2020,Styria,1,55, Sainz,McLaren Renault,68,16:33:42,1:05.619,236.894
2020,Styria,2,33, Verstappen,Red Bull Racing Honda,70,16:35:08,1:06.145,235.010
2020,Styria,3,44, Hamilton,Mercedes,68,16:32:16,1:06.719,232.989
2020,Styria,4,11, Perez,Racing Point BWT Mercedes,68,16:33:02,1:07.188,231.362
2020,Styria,5,4, Norris,McLaren Renault,66,16:31:03,1:07.193,231.345
2020,Styria,6,23, Albon,Red Bull Racing Honda,67,16:31:53,1:07.299,230.981
2020,Styria,7,77, Bottas,Mercedes,62,16:25:42,1:07.534,230.177
2020,Styria,8,10, Gasly,AlphaTauri Honda,69,16:35:28,1:07.827,229.183
2020,Styria,9,3, Ricciardo,Renault,65,16:29:52,1:07.832,229.166
2020,Styria,10,18, Stroll,Racing Point BWT Mercedes,65,16:29:53,1:07.833,229.162
2020,Styria,11,20, Magnussen,Haas Ferrari,69,16:35:11,1:08.009,228.569
2020,Styria,12,8, Grosjean,Haas Ferrari,69,16:35:11,1:08.047,228.442
2020,Styria,13,26, Kvyat,AlphaTauri Honda,60,16:24:45,1:08.378,227.336
2020,Styria,14,7, Räikkönen,Alfa Romeo Racing Ferrari,57,16:21:23,1:08.382,227.322
2020,Styria,15,99, Giovinazzi,Alfa Romeo Racing Ferrari,54,16:17:56,1:08.512,226.891
2020,Styria,16,63, Russell,Williams Mercedes,36,15:57:27,1:08.601,226.597
2020,Styria,17,6, Latifi,Williams Mercedes,68,16:34:38,1:08.806,225.922
