year,race,position,number,driver,car,time,laps
1993,Europe,13,11, Zanardi,Lotus Ford,1:13.560,12
1993,Europe,14,9, Warwick,Footwork Mugen Honda,1:13.664,12
1993,Europe,15,19, Alliot,Larrousse Lamborghini,1:13.665,12
1993,Europe,16,23, Fittipaldi,Minardi Ford,1:13.666,12
1993,Europe,17,20, Comas,Larrousse Lamborghini,1:13.970,12
1993,Europe,18,3, Katayama,Tyrrell Yamaha,1:14.121,10
1993,Europe,19,15, Boutsen,Jordan Hart,1:14.246,12
1993,Europe,20,24, Barbazza,Minardi Ford,1:14.274,11
1993,Europe,21,26, Blundell,Ligier Renault,1:14.301,12
1993,Europe,22,25, Brundle,Ligier Renault,1:14.306,12
1993,Europe,23,10, Suzuki,Footwork Mugen Honda,1:14.927,12
1993,Europe,24,21, Alboreto,Lola Ferrari,1:15.322,11
1993,Europe,25,4, de Cesaris,Tyrrell Yamaha,1:15.417,12
1993,Europe,26,22, Badoer,Lola Ferrari,1:15.641,11
1993,San Marino,1,2, Prost,Williams Renault,1:22.070,10
1993,San Marino,2,0, Hill,Williams Renault,1:22.168,12
1993,San Marino,3,5, Schumacher,Benetton Ford,1:23.919,12
1993,San Marino,4,8, Senna,McLaren Ford,1:24.007,9
1993,San Marino,5,29, Wendlinger,Sauber,1:24.720,11
1993,San Marino,6,7, Andretti,McLaren Ford,1:24.793,12
1993,San Marino,7,26, Blundell,Ligier Renault,1:24.804,12
1993,San Marino,8,27, Alesi,Ferrari,1:24.829,12
1993,San Marino,9,25, Brundle,Ligier Renault,1:24.893,12
1993,San Marino,10,6, Patrese,Benetton Ford,1:24.896,12
1993,San Marino,11,12, Herbert,Lotus Ford,1:25.115,12
1993,San Marino,12,28, Berger,Ferrari,1:25.161,8
1993,San Marino,13,14, Barrichello,Jordan Hart,1:25.169,12
1993,San Marino,14,19, Alliot,Larrousse Lamborghini,1:25.629,11
1993,San Marino,15,9, Warwick,Footwork Mugen Honda,1:25.901,12
1993,San Marino,16,20, Comas,Larrousse Lamborghini,1:26.279,12
1993,San Marino,17,30, Jarvilehto,Sauber,1:26.358,9
1993,San Marino,18,4, de Cesaris,Tyrrell Yamaha,1:26.429,10
1993,San Marino,19,15, Boutsen,Jordan Hart,1:26.436,11
1993,San Marino,20,10, Suzuki,Footwork Mugen Honda,1:26.657,5
1993,San Marino,21,3, Katayama,Tyrrell Yamaha,1:26.900,12
1993,San Marino,22,23, Fittipaldi,Minardi Ford,1:27.277,12
1993,San Marino,23,22, Badoer,Lola Ferrari,1:27.388,11
1993,San Marino,24,24, Barbazza,Minardi Ford,1:27.602,11
1993,San Marino,25,21, Alboreto,Lola Ferrari,1:27.771,12
1993,San Marino,26,11, Zanardi,Lotus Ford,1:35.748,3
1993,Spain,1,2, Prost,Williams Renault,1:17.809,12
1993,Spain,2,0, Hill,Williams Renault,1:18.346,12
1993,Spain,3,8, Senna,McLaren Ford,1:19.722,10
1993,Spain,4,5, Schumacher,Benetton Ford,1:20.520,12
1993,Spain,5,6, Patrese,Benetton Ford,1:20.600,12
1993,Spain,6,29, Wendlinger,Sauber,1:21.203,12
1993,Spain,7,7, Andretti,McLaren Ford,1:21.360,12
1993,Spain,8,27, Alesi,Ferrari,1:21.767,12
1993,Spain,9,30, Jarvilehto,Sauber,1:22.047,12
1993,Spain,10,12, Herbert,Lotus Ford,1:22.470,12
1993,Spain,11,28, Berger,Ferrari,1:22.655,11
1993,Spain,12,26, Blundell,Ligier Renault,1:22.708,11
1993,Spain,13,19, Alliot,Larrousse Lamborghini,1:22.887,12
1993,Spain,14,20, Comas,Larrousse Lamborghini,1:22.904,12
1993,Spain,15,11, Zanardi,Lotus Ford,1:23.026,12
1993,Spain,16,9, Warwick,Footwork Mugen Honda,1:23.086,9
1993,Spain,17,14, Barrichello,Jordan Hart,1:23.232,12
1993,Spain,18,25, Brundle,Ligier Renault,1:23.357,12
1993,Spain,19,10, Suzuki,Footwork Mugen Honda,1:23.432,11
1993,Spain,20,23, Fittipaldi,Minardi Ford,1:23.449,12
1993,Spain,21,15, Boutsen,Jordan Hart,1:23.464,12
1993,Spain,22,22, Badoer,Lola Ferrari,1:24.268,11
1993,Spain,23,3, Katayama,Tyrrell Yamaha,1:24.291,11
1993,Spain,24,4, de Cesaris,Tyrrell Yamaha,1:24.358,12
1993,Spain,25,24, Barbazza,Minardi Ford,1:24.399,12
1993,Spain,26,21, Alboreto,Lola Ferrari,1:25.396,12
1993,Monaco,1,2, Prost,Williams Renault,1:20.557,12
1993,Monaco,2,5, Schumacher,Benetton Ford,1:21.190,12
1993,Monaco,3,8, Senna,McLaren Ford,1:21.552,10
1993,Monaco,4,0, Hill,Williams Renault,1:21.825,12
1993,Monaco,5,27, Alesi,Ferrari,1:21.948,12
1993,Monaco,6,6, Patrese,Benetton Ford,1:22.117,12
1993,Monaco,7,28, Berger,Ferrari,1:22.394,12
1993,Monaco,8,29, Wendlinger,Sauber,1:22.477,12
1993,Monaco,9,7, Andretti,McLaren Ford,1:22.994,11
1993,Monaco,10,20, Comas,Larrousse Lamborghini,1:23.246,11
1993,Monaco,11,30, Jarvilehto,Sauber,1:23.715,9
1993,Monaco,12,9, Warwick,Footwork Mugen Honda,1:23.749,7
1993,Monaco,13,25, Brundle,Ligier Renault,1:23.786,12
1993,Monaco,14,12, Herbert,Lotus Ford,1:23.812,12
1993,Monaco,15,19, Alliot,Larrousse Lamborghini,1:23.907,12
1993,Monaco,16,14, Barrichello,Jordan Hart,1:24.086,12
1993,Monaco,17,23, Fittipaldi,Minardi Ford,1:24.298,12
1993,Monaco,18,10, Suzuki,Footwork Mugen Honda,1:24.524,12
1993,Monaco,19,4, de Cesaris,Tyrrell Yamaha,1:24.544,12
1993,Monaco,20,11, Zanardi,Lotus Ford,1:24.888,12
1993,Monaco,21,26, Blundell,Ligier Renault,1:24.972,12
1993,Monaco,22,3, Katayama,Tyrrell Yamaha,1:25.236,10
1993,Monaco,23,15, Boutsen,Jordan Hart,1:25.267,12
1993,Monaco,24,21, Alboreto,Lola Ferrari,1:26.444,12
1993,Monaco,25,24, Barbazza,Minardi Ford,1:26.582,10
1993,Monaco,26,22, Badoer,Lola Ferrari,1:29.613,5
1993,Canada,1,2, Prost,Williams Renault,1:19.135,12
1993,Canada,2,0, Hill,Williams Renault,1:20.145,11
1993,Canada,3,5, Schumacher,Benetton Ford,1:20.945,12
1993,Canada,4,28, Berger,Ferrari,1:21.513,12
1993,Canada,5,27, Alesi,Ferrari,1:21.660,12
1993,Canada,6,29, Wendlinger,Sauber,1:21.813,12
1993,Canada,7,8, Senna,McLaren Ford,1:21.891,11
1993,Canada,8,25, Brundle,Ligier Renault,1:22.026,12
1993,Canada,9,7, Andretti,McLaren Ford,1:22.229,12
1993,Canada,10,30, Jarvilehto,Sauber,1:22.428,12
1993,Canada,11,14, Barrichello,Jordan Hart,1:22.509,12
1993,Canada,12,26, Blundell,Ligier Renault,1:22.622,12
1993,Canada,13,19, Alliot,Larrousse Lamborghini,1:22.819,12
1993,Canada,14,20, Comas,Larrousse Lamborghini,1:22.977,10
1993,Canada,15,10, Suzuki,Footwork Mugen Honda,1:22.999,12
1993,Canada,16,23, Fittipaldi,Minardi Ford,1:23.119,12
1993,Canada,17,9, Warwick,Footwork Mugen Honda,1:23.185,11
1993,Canada,18,4, de Cesaris,Tyrrell Yamaha,1:23.185,12
1993,Canada,19,12, Herbert,Lotus Ford,1:23.223,10
1993,Canada,20,6, Patrese,Benetton Ford,1:23.268,9
1993,Canada,21,3, Katayama,Tyrrell Yamaha,1:23.824,8
1993,Canada,22,15, Boutsen,Jordan Hart,1:23.960,12
1993,Canada,23,22, Badoer,Lola Ferrari,1:24.357,11
1993,Canada,24,24, Barbazza,Minardi Ford,1:24.375,11
1993,Canada,25,21, Alboreto,Lola Ferrari,1:24.391,12
1993,Canada,26,11, Zanardi,Lotus Ford,1:25.027,3
1993,France,1,0, Hill,Williams Renault,1:14.382,12
1993,France,2,2, Prost,Williams Renault,1:14.524,12
1993,France,3,25, Brundle,Ligier Renault,1:16.169,11
1993,France,4,26, Blundell,Ligier Renault,1:16.203,11
1993,France,5,8, Senna,McLaren Ford,1:16.264,12
1993,France,6,27, Alesi,Ferrari,1:16.662,12
1993,France,7,5, Schumacher,Benetton Ford,1:16.745,11
1993,France,8,14, Barrichello,Jordan Hart,1:17.168,12
1993,France,9,20, Comas,Larrousse Lamborghini,1:17.170,12
1993,France,10,19, Alliot,Larrousse Lamborghini,1:17.190,9
1993,France,11,29, Wendlinger,Sauber,1:17.315,11
1993,France,12,6, Patrese,Benetton Ford,1:17.362,12
1993,France,13,28, Berger,Ferrari,1:17.456,12
1993,France,14,10, Suzuki,Footwork Mugen Honda,1:17.518,12
1993,France,15,9, Warwick,Footwork Mugen Honda,1:17.598,12
1993,France,16,7, Andretti,McLaren Ford,1:17.659,12
1993,France,17,11, Zanardi,Lotus Ford,1:17.706,11
1993,France,18,30, Jarvilehto,Sauber,1:17.812,11
1993,France,19,15, Boutsen,Jordan Hart,1:17.997,12
1993,France,20,12, Herbert,Lotus Ford,1:18.104,12
1993,France,21,3, Katayama,Tyrrell Yamaha,1:19.143,11
1993,France,22,22, Badoer,Lola Ferrari,1:19.493,11
1993,France,23,23, Fittipaldi,Minardi Ford,1:19.519,6
1993,France,24,24, Barbazza,Minardi Ford,1:19.691,12
1993,France,25,4, de Cesaris,Tyrrell Yamaha,1:19.856,12
1993,France,26,21, Alboreto,Lola Ferrari,1:20.130,9
1993,Great Britain,1,2, Prost,Williams Renault,1:19.006,11
1993,Great Britain,2,0, Hill,Williams Renault,1:19.134,12
1993,Great Britain,3,5, Schumacher,Benetton Ford,1:20.401,8
1993,Great Britain,4,8, Senna,McLaren Ford,1:21.986,11
1993,Great Britain,5,6, Patrese,Benetton Ford,1:22.364,11
1993,Great Britain,6,25, Brundle,Ligier Renault,1:22.421,12
1993,Great Britain,7,12, Herbert,Lotus Ford,1:22.487,12
1993,Great Britain,8,9, Warwick,Footwork Mugen Honda,1:22.834,12
1993,Great Britain,9,26, Blundell,Ligier Renault,1:22.885,12
1993,Great Britain,10,10, Suzuki,Footwork Mugen Honda,1:23.077,11
1993,Great Britain,11,7, Andretti,McLaren Ford,1:23.114,12
1993,Great Britain,12,27, Alesi,Ferrari,1:23.203,12
1993,Great Britain,13,28, Berger,Ferrari,1:23.257,12
1993,Great Britain,14,11, Zanardi,Lotus Ford,1:23.533,10
1993,Great Britain,15,14, Barrichello,Jordan Hart,1:23.635,12
1993,Great Britain,16,30, Jarvilehto,Sauber,1:24.071,12
1993,Great Britain,17,20, Comas,Larrousse Lamborghini,1:24.139,12
1993,Great Britain,18,29, Wendlinger,Sauber,1:24.525,12
1993,Great Britain,19,23, Fittipaldi,Minardi Ford,1:24.664,12
1993,Great Britain,20,24, Martini,Minardi Ford,1:24.718,12
1993,Great Britain,21,4, de Cesaris,Tyrrell Yamaha,1:25.254,12
1993,Great Britain,22,3, Katayama,Tyrrell Yamaha,1:25.343,12
1993,Great Britain,23,15, Boutsen,Jordan Hart,1:25.363,12
1993,Great Britain,24,19, Alliot,Larrousse Lamborghini,1:25.397,12
1993,Great Britain,25,22, Badoer,Lola Ferrari,1:26.239,12
1993,Great Britain,26,21, Alboreto,Lola Ferrari,1:26.520,12
1993,Germany,1,2, Prost,Williams Renault,1:38.748,9
1993,Germany,2,0, Hill,Williams Renault,1:38.905,12
1993,Germany,3,5, Schumacher,Benetton Ford,1:39.580,12
1993,Germany,4,8, Senna,McLaren Ford,1:39.616,12
1993,Germany,5,26, Blundell,Ligier Renault,1:40.135,12
1993,Germany,6,25, Brundle,Ligier Renault,1:40.855,12
1993,Germany,7,10, Suzuki,Footwork Mugen Honda,1:41.220,12
1993,Germany,8,28, Berger,Ferrari,1:41.242,3
1993,Germany,9,6, Patrese,Benetton Ford,1:41.292,10
1993,Germany,10,9, Warwick,Footwork Mugen Honda,1:41.449,12
1993,Germany,11,29, Wendlinger,Sauber,1:41.642,12
1993,Germany,12,27, Alesi,Ferrari,1:41.726,3
1993,Germany,13,20, Comas,Larrousse Lamborghini,1:41.945,12
1993,Germany,14,14, Barrichello,Jordan Hart,1:42.025,12
1993,Germany,15,30, Jarvilehto,Sauber,1:42.032,11
1993,Germany,16,4, de Cesaris,Tyrrell Yamaha,1:42.203,12
1993,Germany,17,7, Andretti,McLaren Ford,1:42.468,10
1993,Germany,18,3, Katayama,Tyrrell Yamaha,1:42.682,12
1993,Germany,19,19, Alliot,Larrousse Lamborghini,1:42.910,12
1993,Germany,20,12, Herbert,Lotus Ford,1:42.970,4
1993,Germany,21,15, Boutsen,Jordan Hart,1:43.007,12
1993,Germany,22,24, Martini,Minardi Ford,1:43.353,11
1993,Germany,23,11, Zanardi,Lotus Ford,1:43.561,4
1993,Germany,24,23, Fittipaldi,Minardi Ford,1:44.058,6
1993,Germany,25,21, Alboreto,Lola Ferrari,1:44.166,12
1993,Germany,26,22, Badoer,Lola Ferrari,1:44.641,4
1993,Hungary,1,2, Prost,Williams Renault,1:14.631,12
1993,Hungary,2,0, Hill,Williams Renault,1:14.835,12
1993,Hungary,3,5, Schumacher,Benetton Ford,1:15.228,12
1993,Hungary,4,8, Senna,McLaren Ford,1:16.451,7
1993,Hungary,5,6, Patrese,Benetton Ford,1:16.561,12
1993,Hungary,6,28, Berger,Ferrari,1:16.939,10
1993,Hungary,7,24, Martini,Minardi Ford,1:17.366,12
1993,Hungary,8,27, Alesi,Ferrari,1:17.480,12
1993,Hungary,9,9, Warwick,Footwork Mugen Honda,1:17.682,12
1993,Hungary,10,10, Suzuki,Footwork Mugen Honda,1:17.693,12
1993,Hungary,11,7, Andretti,McLaren Ford,1:18.107,10
1993,Hungary,12,26, Blundell,Ligier Renault,1:18.388,3
1993,Hungary,13,25, Brundle,Ligier Renault,1:18.392,11
1993,Hungary,14,23, Fittipaldi,Minardi Ford,1:18.446,12
1993,Hungary,15,30, Jarvilehto,Sauber,1:18.638,11
1993,Hungary,16,14, Barrichello,Jordan Hart,1:18.721,12
1993,Hungary,17,29, Wendlinger,Sauber,1:18.840,12
1993,Hungary,18,20, Comas,Larrousse Lamborghini,1:19.305,10
1993,Hungary,19,19, Alliot,Larrousse Lamborghini,1:19.320,11
1993,Hungary,20,12, Herbert,Lotus Ford,1:19.444,7
1993,Hungary,21,11, Zanardi,Lotus Ford,1:19.485,12
1993,Hungary,22,4, de Cesaris,Tyrrell Yamaha,1:19.560,12
1993,Hungary,23,3, Katayama,Tyrrell Yamaha,1:20.270,11
1993,Hungary,24,15, Boutsen,Jordan Hart,1:20.482,12
1993,Hungary,25,21, Alboreto,Lola Ferrari,1:21.502,12
1993,Hungary,26,22, Badoer,Lola Ferrari,1:22.655,12
1993,Belgium,1,2, Prost,Williams Renault,1:47.571,9
1993,Belgium,2,0, Hill,Williams Renault,1:48.466,10
1993,Belgium,3,5, Schumacher,Benetton Ford,1:49.075,9
1993,Belgium,4,27, Alesi,Ferrari,1:49.825,12
1993,Belgium,5,8, Senna,McLaren Ford,1:49.934,8
1993,Belgium,6,10, Suzuki,Footwork Mugen Honda,1:50.329,12
1993,Belgium,7,9, Warwick,Footwork Mugen Honda,1:50.628,12
1993,Belgium,8,6, Patrese,Benetton Ford,1:51.017,12
1993,Belgium,9,30, Jarvilehto,Sauber,1:51.048,10
1993,Belgium,10,12, Herbert,Lotus Ford,1:51.139,12
1993,Belgium,11,25, Brundle,Ligier Renault,1:51.350,12
1993,Belgium,12,29, Wendlinger,Sauber,1:51.440,12
1993,Belgium,13,14, Barrichello,Jordan Hart,1:51.711,12
1993,Belgium,14,7, Andretti,McLaren Ford,1:51.833,12
1993,Belgium,15,26, Blundell,Ligier Renault,1:51.916,12
1993,Belgium,16,28, Berger,Ferrari,1:52.080,6
1993,Belgium,17,4, de Cesaris,Tyrrell Yamaha,1:52.647,12
1993,Belgium,18,19, Alliot,Larrousse Lamborghini,1:52.907,12
1993,Belgium,19,20, Comas,Larrousse Lamborghini,1:53.186,12
1993,Belgium,20,15, Boutsen,Jordan Hart,1:53.465,11
1993,Belgium,21,24, Martini,Minardi Ford,1:53.526,12
1993,Belgium,22,23, Fittipaldi,Minardi Ford,1:53.942,12
1993,Belgium,23,3, Katayama,Tyrrell Yamaha,1:54.551,11
1993,Belgium,24,22, Badoer,Lola Ferrari,1:54.978,11
1993,Belgium,25,21, Alboreto,Lola Ferrari,1:55.965,11
1993,Italy,1,2, Prost,Williams Renault,1:21.179,12
1993,Italy,2,0, Hill,Williams Renault,1:21.491,12
1993,Italy,3,27, Alesi,Ferrari,1:21.986,12
1993,Italy,4,8, Senna,McLaren Ford,1:22.633,11
1993,Italy,5,5, Schumacher,Benetton Ford,1:22.910,12
1993,Italy,6,28, Berger,Ferrari,1:23.150,12
1993,Italy,7,12, Herbert,Lotus Ford,1:23.769,12
1993,Italy,8,10, Suzuki,Footwork Mugen Honda,1:23.856,12
1993,Italy,9,7, Andretti,McLaren Ford,1:23.899,12
1993,Italy,10,6, Patrese,Benetton Ford,1:23.918,12
1993,Italy,11,9, Warwick,Footwork Mugen Honda,1:24.048,11
1993,Italy,12,25, Brundle,Ligier Renault,1:24.137,12
1993,Italy,13,26, Blundell,Ligier Renault,1:24.344,12
1993,Italy,14,30, Jarvilehto,Sauber,1:24.419,10
1993,Italy,15,29, Wendlinger,Sauber,1:24.473,12
1993,Italy,16,19, Alliot,Larrousse Lamborghini,1:24.807,12
1993,Italy,17,3, Katayama,Tyrrell Yamaha,1:24.886,12
1993,Italy,18,4, de Cesaris,Tyrrell Yamaha,1:24.916,11
1993,Italy,19,14, Barrichello,Jordan Hart,1:25.144,11
1993,Italy,20,20, Comas,Larrousse Lamborghini,1:25.257,11
1993,Italy,21,21, Alboreto,Lola Ferrari,1:25.368,12
1993,Italy,22,24, Martini,Minardi Ford,1:25.478,12
1993,Italy,23,15, Apicella,Jordan Hart,1:25.672,12
1993,Italy,24,23, Fittipaldi,Minardi Ford,1:25.699,12
1993,Italy,25,22, Badoer,Lola Ferrari,1:25.957,11
1993,Italy,26,11, Lamy,Lotus Ford,1:26.324,12
1993,Portugal,1,0, Hill,Williams Renault,1:11.494,12
1993,Portugal,2,7, Hakkinen,McLaren Ford,1:12.443,11
1993,Portugal,3,8, Senna,McLaren Ford,1:12.491,12
1993,Portugal,4,2, Prost,Williams Renault,1:12.762,7
1993,Portugal,5,27, Alesi,Ferrari,1:13.101,12
1993,Portugal,6,6, Patrese,Benetton Ford,1:13.863,8
1993,Portugal,7,28, Berger,Ferrari,1:13.933,12
1993,Portugal,8,5, Schumacher,Benetton Ford,1:14.135,9
1993,Portugal,9,9, Warwick,Footwork Mugen Honda,1:14.388,12
1993,Portugal,10,26, Blundell,Ligier Renault,1:14.577,12
1993,Portugal,11,25, Brundle,Ligier Renault,1:14.708,12
1993,Portugal,12,30, Jarvilehto,Sauber,1:14.833,12
1993,Portugal,13,29, Wendlinger,Sauber,1:15.070,12
1993,Portugal,14,12, Herbert,Lotus Ford,1:15.183,10
1993,Portugal,15,14, Barrichello,Jordan Hart,1:15.433,12
1993,Portugal,16,10, Suzuki,Footwork Mugen Honda,1:15.491,12
1993,Portugal,17,4, de Cesaris,Tyrrell Yamaha,1:15.904,12
1993,Portugal,18,11, Lamy,Lotus Ford,1:15.920,12
1993,Portugal,19,19, Alliot,Larrousse Lamborghini,1:16.144,11
1993,Portugal,20,3, Katayama,Tyrrell Yamaha,1:16.186,12
1993,Portugal,21,24, Martini,Minardi Ford,1:16.323,12
1993,Portugal,22,15, Naspetti,Jordan Hart,1:16.566,12
1993,Portugal,23,23, Fittipaldi,Minardi Ford,1:16.864,12
1993,Portugal,24,20, Comas,Larrousse Lamborghini,1:16.998,12
1993,Portugal,25,21, Alboreto,Lola Ferrari,1:17.118,9
1993,Portugal,26,22, Badoer,Lola Ferrari,1:17.739,12
1993,Japan,1,2, Prost,Williams Renault,1:37.154,12
1993,Japan,2,8, Senna,McLaren Ford,1:37.284,7
1993,Japan,3,7, Hakkinen,McLaren Ford,1:37.326,12
1993,Japan,4,5, Schumacher,Benetton Ford,1:37.530,10
1993,Japan,5,28, Berger,Ferrari,1:37.622,7
1993,Japan,6,0, Hill,Williams Renault,1:38.352,2
1993,Japan,7,9, Warwick,Footwork Mugen Honda,1:38.780,12
1993,Japan,8,15, Irvine,Jordan Hart,1:38.966,11
1993,Japan,9,10, Suzuki,Footwork Mugen Honda,1:39.278,12
1993,Japan,10,6, Patrese,Benetton Ford,1:39.291,9
1993,Japan,11,30, Jarvilehto,Sauber,1:39.391,11
1993,Japan,12,14, Barrichello,Jordan Hart,1:39.426,9
1993,Japan,13,3, Katayama,Tyrrell Yamaha,1:39.511,11
1993,Japan,14,25, Brundle,Ligier Renault,1:39.951,12
1993,Japan,15,29, Wendlinger,Sauber,1:40.153,12
1993,Japan,16,26, Blundell,Ligier Renault,1:40.696,7
1993,Japan,17,4, de Cesaris,Tyrrell Yamaha,1:40.696,6
1993,Japan,18,11, Lamy,Lotus Ford,1:41.600,8
1993,Japan,19,20, Comas,Larrousse Lamborghini,1:41.769,12
1993,Japan,20,24, Martini,Minardi Ford,1:41.989,11
1993,Japan,21,19, Suzuki,Larrousse Lamborghini,1:42.175,4
1993,Japan,22,23, Gounon,Minardi Ford,1:43.812,9
1993,Japan,23,27, Alesi,Ferrari,2:44.132,2
1993,Japan,24,12, Herbert,Lotus Ford,3:41.040,2
1993,Australia,1,0, Hill,Williams Renault,1:13.826,11
1993,Australia,2,5, Schumacher,Benetton Ford,1:14.494,12
1993,Australia,3,2, Prost,Williams Renault,1:14.595,9
1993,Australia,4,7, Hakkinen,McLaren Ford,1:14.596,11
1993,Australia,5,8, Senna,McLaren Ford,1:14.779,12
1993,Australia,6,27, Alesi,Ferrari,1:15.619,12
1993,Australia,7,26, Blundell,Ligier Renault,1:16.469,12
1993,Australia,8,10, Suzuki,Footwork Mugen Honda,1:16.567,9
1993,Australia,9,25, Brundle,Ligier Renault,1:16.710,12
1993,Australia,10,14, Barrichello,Jordan Hart,1:16.723,12
1993,Australia,11,4, de Cesaris,Tyrrell Yamaha,1:16.892,12
1993,Australia,12,9, Warwick,Footwork Mugen Honda,1:16.919,12
1993,Australia,13,30, Jarvilehto,Sauber,1:17.118,12
1993,Australia,14,29, Wendlinger,Sauber,1:17.132,12
1993,Australia,15,15, Irvine,Jordan Hart,1:17.341,12
1993,Australia,16,12, Herbert,Lotus Ford,1:17.450,11
1993,Australia,17,20, Comas,Larrousse Lamborghini,1:17.815,12
1993,Australia,18,24, Martini,Minardi Ford,1:17.816,10
1993,Australia,19,23, Gounon,Minardi Ford,1:18.035,12
1993,Australia,20,3, Katayama,Tyrrell Yamaha,1:18.406,8
1993,Australia,21,11, Lamy,Lotus Ford,1:19.369,3
1993,Australia,22,6, Patrese,Benetton Ford,1:21.076,3
1993,Australia,23,19, Suzuki,Larrousse Lamborghini,1:23.167,4
