year,race,stops,number,driver,car,lap,time_of_day,time,total
2023,Bahrain,1,10, Gasly,Alpine Renault,,,25.885,25.885
2023,Bahrain,1,4, Norris,McLaren Mercedes,,,32.766,32.766
2023,Bahrain,1,22, Tsunoda,AlphaTauri Honda RBPT,,,25.267,25.267
2023,Bahrain,1,77, Bottas,Alfa Romeo Ferrari,,,25.399,25.399
2023,Bahrain,1,23, Albon,Williams Mercedes,,,25.054,25.054
2023,Bahrain,1,27, Hulkenberg,Haas Ferrari,,,26.075,26.075
2023,Bahrain,1,21, De Vries,AlphaTauri Honda RBPT,,,25.018,25.018
2023,Bahrain,1,44, Hamilton,Mercedes,,,24.682,24.682
2023,Bahrain,1,31, Ocon,Alpine Renault,,,24.966,24.966
2023,Bahrain,1,2, Sargeant,Williams Mercedes,,,25.600,25.600
2023,Bahrain,1,24,Zhou ,Alfa Romeo Ferrari,,,25.787,25.787
2023,Bahrain,1,16, Leclerc,Ferrari,,,24.345,24.345
2023,Bahrain,1,55, Sainz,Ferrari,,,24.500,24.500
2023,Bahrain,1,63, Russell,Mercedes,,,27.062,27.062
2023,Bahrain,1,1, Verstappen,Red Bull Racing Honda RBPT,,,24.289,24.289
2023,Bahrain,1,14, Alonso,Aston Martin Aramco Mercedes,,,25.800,25.800
2023,Bahrain,1,18, Stroll,Aston Martin Aramco Mercedes,,,25.449,25.449
2023,Bahrain,1,20, Magnussen,Haas Ferrari,,,25.439,25.439
2023,Bahrain,2,31, Ocon,Alpine Renault,,,41.462,1:06.428
2023,Bahrain,1,11, Perez,Red Bull Racing Honda RBPT,,,24.264,24.264
2023,Bahrain,2,4, Norris,McLaren Mercedes,,,33.661,1:06.427
2023,Bahrain,2,10, Gasly,Alpine Renault,,,24.879,50.764
2023,Bahrain,2,23, Albon,Williams Mercedes,,,24.920,49.974
2023,Bahrain,2,22, Tsunoda,AlphaTauri Honda RBPT,,,24.372,49.639
2023,Bahrain,2,27, Hulkenberg,Haas Ferrari,,,37.769,1:03.844
2023,Bahrain,2,21, De Vries,AlphaTauri Honda RBPT,,,25.234,50.252
2023,Bahrain,3,4, Norris,McLaren Mercedes,,,33.467,1:39.894
2023,Bahrain,2,77, Bottas,Alfa Romeo Ferrari,,,25.643,51.042
2023,Bahrain,2,20, Magnussen,Haas Ferrari,,,25.344,50.783
2023,Bahrain,2,44, Hamilton,Mercedes,,,24.690,49.372
2023,Bahrain,2,18, Stroll,Aston Martin Aramco Mercedes,,,24.639,50.088
2023,Bahrain,2,2, Sargeant,Williams Mercedes,,,25.670,51.270
2023,Bahrain,2,55, Sainz,Ferrari,,,24.227,48.727
2023,Bahrain,2,63, Russell,Mercedes,,,24.406,51.468
2023,Bahrain,2,24,Zhou ,Alfa Romeo Ferrari,,,25.282,51.069
2023,Bahrain,3,31, Ocon,Alpine Renault,,,44.518,1:50.946
2023,Bahrain,2,16, Leclerc,Ferrari,,,24.644,48.989
2023,Bahrain,2,11, Perez,Red Bull Racing Honda RBPT,,,25.091,49.355
2023,Bahrain,2,14, Alonso,Aston Martin Aramco Mercedes,,,24.869,50.669
2023,Bahrain,2,1, Verstappen,Red Bull Racing Honda RBPT,,,24.910,49.199
2023,Bahrain,4,4, Norris,McLaren Mercedes,,,33.236,2:13.130
2023,Bahrain,3,23, Albon,Williams Mercedes,,,24.458,1:14.432
2023,Bahrain,3,10, Gasly,Alpine Renault,,,24.736,1:15.500
2023,Bahrain,3,22, Tsunoda,AlphaTauri Honda RBPT,,,25.818,1:15.457
2023,Bahrain,3,2, Sargeant,Williams Mercedes,,,25.047,1:16.317
2023,Bahrain,3,20, Magnussen,Haas Ferrari,,,25.125,1:15.908
2023,Bahrain,3,27, Hulkenberg,Haas Ferrari,,,27.080,1:30.924
2023,Bahrain,5,4, Norris,McLaren Mercedes,,,30.710,2:43.840
2023,Bahrain,3,24,Zhou ,Alfa Romeo Ferrari,,,30.167,1:21.236
2023,Bahrain,6,4, Norris,McLaren Mercedes,,,31.494,3:15.334
2023,Saudi Arabia,1,81, Piastri,McLaren Mercedes,,,31.534,31.534
2023,Saudi Arabia,1,4, Norris,McLaren Mercedes,,,29.444,29.444
2023,Saudi Arabia,1,20, Magnussen,Haas Ferrari,,,20.870,20.870
2023,Saudi Arabia,1,77, Bottas,Alfa Romeo Ferrari,,,21.505,21.505
2023,Saudi Arabia,1,24,Zhou ,Alfa Romeo Ferrari,,,21.703,21.703
2023,Saudi Arabia,1,27, Hulkenberg,Haas Ferrari,,,21.567,21.567
2023,Saudi Arabia,1,18, Stroll,Aston Martin Aramco Mercedes,,,21.150,21.150
2023,Saudi Arabia,1,10, Gasly,Alpine Renault,,,20.719,20.719
2023,Saudi Arabia,1,55, Sainz,Ferrari,,,20.760,20.760
2023,Saudi Arabia,1,16, Leclerc,Ferrari,,,20.026,20.026
2023,Saudi Arabia,1,31, Ocon,Alpine Renault,,,20.762,20.762
2023,Saudi Arabia,1,22, Tsunoda,AlphaTauri Honda RBPT,,,21.414,21.414
2023,Saudi Arabia,1,23, Albon,Williams Mercedes,,,21.397,21.397
2023,Saudi Arabia,1,21, De Vries,AlphaTauri Honda RBPT,,,21.116,21.116
2023,Saudi Arabia,2,77, Bottas,Alfa Romeo Ferrari,,,22.191,43.696
2023,Saudi Arabia,1,11, Perez,Red Bull Racing Honda RBPT,,,20.715,20.715
2023,Saudi Arabia,1,14, Alonso,Aston Martin Aramco Mercedes,,,26.879,26.879
2023,Saudi Arabia,1,63, Russell,Mercedes,,,20.828,20.828
2023,Saudi Arabia,1,1, Verstappen,Red Bull Racing Honda RBPT,,,20.824,20.824
2023,Saudi Arabia,1,44, Hamilton,Mercedes,,,21.102,21.102
2023,Saudi Arabia,1,2, Sargeant,Williams Mercedes,,,21.064,21.064
2023,Saudi Arabia,2,24,Zhou ,Alfa Romeo Ferrari,,,21.282,42.985
2023,Saudi Arabia,2,4, Norris,McLaren Mercedes,,,21.352,50.796
2023,Saudi Arabia,3,77, Bottas,Alfa Romeo Ferrari,,,21.808,1:05.504
2023,Australia,1,31, Ocon,Alpine Renault,,,18.056,18.056
2023,Australia,1,24,Zhou ,Alfa Romeo Ferrari,,,18.951,18.951
2023,Australia,1,2, Sargeant,Williams Mercedes,,,18.382,18.382
2023,Australia,1,11, Perez,Red Bull Racing Honda RBPT,,,17.657,17.657
2023,Australia,1,77, Bottas,Alfa Romeo Ferrari,,,21.659,21.659
2023,Australia,2,2, Sargeant,Williams Mercedes,,,19.158,37.540
2023,Australia,2,11, Perez,Red Bull Racing Honda RBPT,,,17.814,35.471
2023,Australia,1,63, Russell,Mercedes,,,19.146,19.146
2023,Australia,1,55, Sainz,Ferrari,,,18.319,18.319
2023,Australia,1,20, Magnussen,Haas Ferrari,,,20.789,20.789
2023,Australia,1,44, Hamilton,Mercedes,,,15:25.181,15:25.181
2023,Australia,1,1, Verstappen,Red Bull Racing Honda RBPT,,,15:25.112,15:25.112
2023,Australia,1,14, Alonso,Aston Martin Aramco Mercedes,,,15:26.940,15:26.940
2023,Australia,1,18, Stroll,Aston Martin Aramco Mercedes,,,15:27.222,15:27.222
2023,Australia,1,10, Gasly,Alpine Renault,,,15:26.996,15:26.996
2023,Australia,1,27, Hulkenberg,Haas Ferrari,,,15:26.326,15:26.326
2023,Australia,2,63, Russell,Mercedes,,,15:30.824,15:49.970
2023,Australia,1,22, Tsunoda,AlphaTauri Honda RBPT,,,15:31.820,15:31.820
2023,Australia,1,4, Norris,McLaren Mercedes,,,15:34.763,15:34.763
2023,Australia,1,81, Piastri,McLaren Mercedes,,,15:34.541,15:34.541
2023,Australia,2,55, Sainz,Ferrari,,,15:37.024,15:55.343
2023,Australia,1,21, De Vries,AlphaTauri Honda RBPT,,,15:37.874,15:37.874
2023,Australia,2,31, Ocon,Alpine Renault,,,15:37.929,15:55.985
2023,Australia,3,11, Perez,Red Bull Racing Honda RBPT,,,15:37.512,16:12.983
2023,Australia,2,24,Zhou ,Alfa Romeo Ferrari,,,15:37.849,15:56.800
2023,Australia,2,77, Bottas,Alfa Romeo Ferrari,,,15:37.594,15:59.253
2023,Australia,3,2, Sargeant,Williams Mercedes,,,15:38.017,16:15.557
2023,Australia,2,20, Magnussen,Haas Ferrari,,,15:40.228,16:01.017
2023,Australia,4,2, Sargeant,Williams Mercedes,,,19.018,16:34.575
2023,Australia,2,21, De Vries,AlphaTauri Honda RBPT,,,18.080,15:55.954
2023,Australia,3,77, Bottas,Alfa Romeo Ferrari,,,19.825,16:19.078
2023,Australia,2,81, Piastri,McLaren Mercedes,,,19.442,15:53.983
2023,Australia,3,24,Zhou ,Alfa Romeo Ferrari,,,21.881,16:18.681
2023,Australia,2,22, Tsunoda,AlphaTauri Honda RBPT,,,18.258,15:50.078
2023,Australia,2,1, Verstappen,Red Bull Racing Honda RBPT,,,14:27.756,29:52.868
2023,Australia,2,44, Hamilton,Mercedes,,,14:31.670,29:56.851
2023,Australia,2,14, Alonso,Aston Martin Aramco Mercedes,,,14:34.306,30:01.246
2023,Australia,4,77, Bottas,Alfa Romeo Ferrari,,,12:19.342,28:38.420
2023,Australia,3,55, Sainz,Ferrari,,,14:34.924,30:30.267
2023,Australia,2,10, Gasly,Alpine Renault,,,14:35.210,30:02.206
2023,Australia,2,18, Stroll,Aston Martin Aramco Mercedes,,,14:35.053,30:02.275
2023,Australia,4,11, Perez,Red Bull Racing Honda RBPT,,,14:36.462,30:49.445
2023,Australia,5,2, Sargeant,Williams Mercedes,,,12:12.022,28:46.597
2023,Australia,2,4, Norris,McLaren Mercedes,,,14:41.064,30:15.827
2023,Australia,2,27, Hulkenberg,Haas Ferrari,,,14:40.712,30:07.038
2023,Australia,3,21, De Vries,AlphaTauri Honda RBPT,,,12:06.783,28:02.737
2023,Australia,3,31, Ocon,Alpine Renault,,,14:39.804,30:35.789
2023,Australia,3,81, Piastri,McLaren Mercedes,,,14:24.653,30:18.636
2023,Australia,4,24,Zhou ,Alfa Romeo Ferrari,,,14:01.565,30:20.246
2023,Australia,3,22, Tsunoda,AlphaTauri Honda RBPT,,,14:01.820,29:51.898
2023,Australia,5,77, Bottas,Alfa Romeo Ferrari,,,1:16.634,29:55.054
2023,Australia,6,2, Sargeant,Williams Mercedes,,,1:14.200,30:00.797
2023,Australia,4,21, De Vries,AlphaTauri Honda RBPT,,,1:13.234,29:15.971
2023,Australia,3,1, Verstappen,Red Bull Racing Honda RBPT,,,30:56.502,1:00:49.370
2023,Australia,3,44, Hamilton,Mercedes,,,30:59.435,1:00:56.286
2023,Australia,4,55, Sainz,Ferrari,,,31:01.554,1:01:31.821
2023,Australia,3,27, Hulkenberg,Haas Ferrari,,,31:09.055,1:01:16.093
2023,Australia,4,22, Tsunoda,AlphaTauri Honda RBPT,,,31:11.209,1:01:03.107
2023,Australia,3,4, Norris,McLaren Mercedes,,,31:04.087,1:01:19.914
2023,Australia,4,81, Piastri,McLaren Mercedes,,,31:06.226,1:01:24.862
2023,Australia,5,24,Zhou ,Alfa Romeo Ferrari,,,31:04.998,1:01:25.244
2023,Australia,6,77, Bottas,Alfa Romeo Ferrari,,,31:07.182,1:01:02.236
2023,Australia,5,11, Perez,Red Bull Racing Honda RBPT,,,30:53.568,1:01:43.013
2023,Australia,3,14, Alonso,Aston Martin Aramco Mercedes,,,30:45.073,1:00:46.319
2023,Australia,3,18, Stroll,Aston Martin Aramco Mercedes,,,30:45.925,1:00:48.200
2023,Azerbaijan,1,10, Gasly,Alpine Renault,,,20.235,20.235
2023,Azerbaijan,1,77, Bottas,Alfa Romeo Ferrari,,,20.967,20.967
2023,Azerbaijan,1,23, Albon,Williams Mercedes,,,21.103,21.103
2023,Azerbaijan,1,22, Tsunoda,AlphaTauri Honda RBPT,,,20.497,20.497
2023,Azerbaijan,1,81, Piastri,McLaren Mercedes,,,20.902,20.902
2023,Azerbaijan,1,2, Sargeant,Williams Mercedes,,,21.015,21.015
2023,Azerbaijan,1,44, Hamilton,Mercedes,,,20.324,20.324
2023,Azerbaijan,1,4, Norris,McLaren Mercedes,,,20.346,20.346
2023,Azerbaijan,1,1, Verstappen,Red Bull Racing Honda RBPT,,,20.707,20.707
2023,Azerbaijan,1,20, Magnussen,Haas Ferrari,,,30.951,30.951
2023,Azerbaijan,1,11, Perez,Red Bull Racing Honda RBPT,,,20.389,20.389
2023,Azerbaijan,1,16, Leclerc,Ferrari,,,21.126,21.126
2023,Azerbaijan,1,55, Sainz,Ferrari,,,21.970,21.970
2023,Azerbaijan,1,14, Alonso,Aston Martin Aramco Mercedes,,,23.148,23.148
2023,Azerbaijan,1,63, Russell,Mercedes,,,20.459,20.459
2023,Azerbaijan,1,18, Stroll,Aston Martin Aramco Mercedes,,,23.161,23.161
2023,Azerbaijan,1,24,Zhou ,Alfa Romeo Ferrari,,,22.247,22.247
2023,Azerbaijan,2,77, Bottas,Alfa Romeo Ferrari,,,22.354,43.321
2023,Azerbaijan,2,10, Gasly,Alpine Renault,,,21.169,41.404
2023,Azerbaijan,3,77, Bottas,Alfa Romeo Ferrari,,,21.012,1:04.333
2023,Azerbaijan,2,63, Russell,Mercedes,,,21.389,41.848
2023,Azerbaijan,1,27, Hulkenberg,Haas Ferrari,,,24.748,24.748
2023,Azerbaijan,1,31, Ocon,Alpine Renault,,,20.367,20.367
2023,Miami,1,2, Sargeant,Williams Mercedes,,,48.938,48.938
2023,Miami,1,4, Norris,McLaren Mercedes,,,24.090,24.090
2023,Miami,1,81, Piastri,McLaren Mercedes,,,22.205,22.205
2023,Miami,1,20, Magnussen,Haas Ferrari,,,22.616,22.616
2023,Miami,1,10, Gasly,Alpine Renault,,,22.417,22.417
2023,Miami,1,77, Bottas,Alfa Romeo Ferrari,,,23.158,23.158
2023,Miami,1,21, De Vries,AlphaTauri Honda RBPT,,,23.487,23.487
2023,Miami,1,63, Russell,Mercedes,,,22.335,22.335
2023,Miami,1,16, Leclerc,Ferrari,,,22.068,22.068
2023,Miami,1,55, Sainz,Ferrari,,,22.278,22.278
2023,Miami,1,11, Perez,Red Bull Racing Honda RBPT,,,21.884,21.884
2023,Miami,1,23, Albon,Williams Mercedes,,,22.482,22.482
2023,Miami,1,14, Alonso,Aston Martin Aramco Mercedes,,,22.631,22.631
2023,Miami,1,24,Zhou ,Alfa Romeo Ferrari,,,22.796,22.796
2023,Miami,1,27, Hulkenberg,Haas Ferrari,,,23.120,23.120
2023,Miami,1,22, Tsunoda,AlphaTauri Honda RBPT,,,22.390,22.390
2023,Miami,1,44, Hamilton,Mercedes,,,22.150,22.150
2023,Miami,1,31, Ocon,Alpine Renault,,,21.942,21.942
2023,Miami,1,18, Stroll,Aston Martin Aramco Mercedes,,,22.651,22.651
2023,Miami,1,1, Verstappen,Red Bull Racing Honda RBPT,,,22.688,22.688
2023,Monaco,1,27, Hulkenberg,Haas Ferrari,,,32.494,32.494
2023,Monaco,1,11, Perez,Red Bull Racing Honda RBPT,,,24.887,24.887
2023,Monaco,1,24,Zhou ,Alfa Romeo Ferrari,,,26.141,26.141
2023,Monaco,1,23, Albon,Williams Mercedes,,,24.290,24.290
2023,Monaco,1,2, Sargeant,Williams Mercedes,,,24.376,24.376
2023,Monaco,2,2, Sargeant,Williams Mercedes,,,27.774,52.150
2023,Monaco,1,44, Hamilton,Mercedes,,,24.594,24.594
2023,Monaco,1,31, Ocon,Alpine Renault,,,25.833,25.833
2023,Monaco,1,55, Sainz,Ferrari,,,24.252,24.252
2023,Monaco,2,11, Perez,Red Bull Racing Honda RBPT,,,32.749,57.636
2023,Monaco,1,16, Leclerc,Ferrari,,,24.192,24.192
2023,Monaco,1,10, Gasly,Alpine Renault,,,23.902,23.902
2023,Monaco,1,4, Norris,McLaren Mercedes,,,24.663,24.663
2023,Monaco,1,77, Bottas,Alfa Romeo Ferrari,,,30.395,30.395
2023,Monaco,1,18, Stroll,Aston Martin Aramco Mercedes,,,24.656,24.656
2023,Monaco,2,24,Zhou ,Alfa Romeo Ferrari,,,25.260,51.401
2023,Monaco,2,23, Albon,Williams Mercedes,,,26.990,51.280
2023,Monaco,1,22, Tsunoda,AlphaTauri Honda RBPT,,,33.706,33.706
2023,Monaco,3,2, Sargeant,Williams Mercedes,,,25.946,1:18.096
2023,Monaco,1,14, Alonso,Aston Martin Aramco Mercedes,,,24.414,24.414
2023,Monaco,1,21, De Vries,AlphaTauri Honda RBPT,,,24.539,24.539
2023,Monaco,1,63, Russell,Mercedes,,,30.980,30.980
2023,Monaco,2,31, Ocon,Alpine Renault,,,24.707,50.540
2023,Monaco,2,44, Hamilton,Mercedes,,,26.685,51.279
2023,Monaco,2,10, Gasly,Alpine Renault,,,29.949,53.851
2023,Monaco,3,11, Perez,Red Bull Racing Honda RBPT,,,24.217,1:21.853
2023,Monaco,1,1, Verstappen,Red Bull Racing Honda RBPT,,,24.798,24.798
2023,Monaco,1,81, Piastri,McLaren Mercedes,,,25.851,25.851
2023,Monaco,2,4, Norris,McLaren Mercedes,,,33.428,58.091
2023,Monaco,2,14, Alonso,Aston Martin Aramco Mercedes,,,25.916,50.330
2023,Monaco,2,27, Hulkenberg,Haas Ferrari,,,34.725,1:07.219
2023,Monaco,2,16, Leclerc,Ferrari,,,25.713,49.905
2023,Monaco,2,55, Sainz,Ferrari,,,29.300,53.552
2023,Monaco,1,20, Magnussen,Haas Ferrari,,,51.052,51.052
2023,Monaco,4,11, Perez,Red Bull Racing Honda RBPT,,,29.337,1:51.190
2023,Monaco,3,27, Hulkenberg,Haas Ferrari,,,25.672,1:32.891
2023,Monaco,5,11, Perez,Red Bull Racing Honda RBPT,,,25.466,2:16.656
2023,Spain,1,4, Norris,McLaren Mercedes,,,37.736,37.736
2023,Spain,1,77, Bottas,Alfa Romeo Ferrari,,,23.691,23.691
2023,Spain,1,27, Hulkenberg,Haas Ferrari,,,22.298,22.298
2023,Spain,1,24,Zhou ,Alfa Romeo Ferrari,,,23.430,23.430
2023,Spain,1,21, De Vries,AlphaTauri Honda RBPT,,,22.522,22.522
2023,Spain,1,22, Tsunoda,AlphaTauri Honda RBPT,,,22.176,22.176
2023,Spain,1,20, Magnussen,Haas Ferrari,,,22.124,22.124
2023,Spain,1,31, Ocon,Alpine Renault,,,22.112,22.112
2023,Spain,1,18, Stroll,Aston Martin Aramco Mercedes,,,22.355,22.355
2023,Spain,1,55, Sainz,Ferrari,,,22.321,22.321
2023,Spain,1,16, Leclerc,Ferrari,,,21.778,21.778
2023,Spain,1,23, Albon,Williams Mercedes,,,23.319,23.319
2023,Spain,1,81, Piastri,McLaren Mercedes,,,22.370,22.370
2023,Spain,1,2, Sargeant,Williams Mercedes,,,22.583,22.583
2023,Spain,1,14, Alonso,Aston Martin Aramco Mercedes,,,22.558,22.558
2023,Spain,1,10, Gasly,Alpine Renault,,,23.388,23.388
2023,Spain,2,4, Norris,McLaren Mercedes,,,22.850,1:00.586
2023,Spain,1,44, Hamilton,Mercedes,,,22.575,22.575
2023,Spain,2,20, Magnussen,Haas Ferrari,,,24.800,46.924
2023,Spain,1,63, Russell,Mercedes,,,22.275,22.275
2023,Spain,1,1, Verstappen,Red Bull Racing Honda RBPT,,,22.241,22.241
2023,Spain,2,27, Hulkenberg,Haas Ferrari,,,23.257,45.555
2023,Spain,1,11, Perez,Red Bull Racing Honda RBPT,,,21.775,21.775
2023,Spain,2,18, Stroll,Aston Martin Aramco Mercedes,,,23.371,45.726
2023,Spain,2,22, Tsunoda,AlphaTauri Honda RBPT,,,22.009,44.185
2023,Spain,2,31, Ocon,Alpine Renault,,,24.110,46.222
2023,Spain,2,24,Zhou ,Alfa Romeo Ferrari,,,22.889,46.319
2023,Spain,2,2, Sargeant,Williams Mercedes,,,23.827,46.410
2023,Spain,2,23, Albon,Williams Mercedes,,,23.449,46.768
2023,Spain,2,21, De Vries,AlphaTauri Honda RBPT,,,21.976,44.498
2023,Spain,2,81, Piastri,McLaren Mercedes,,,22.862,45.232
2023,Spain,2,10, Gasly,Alpine Renault,,,23.610,46.998
2023,Spain,2,77, Bottas,Alfa Romeo Ferrari,,,24.097,47.788
2023,Spain,2,55, Sainz,Ferrari,,,22.375,44.696
2023,Spain,2,16, Leclerc,Ferrari,,,23.003,44.781
2023,Spain,3,20, Magnussen,Haas Ferrari,,,22.291,1:09.215
2023,Spain,3,27, Hulkenberg,Haas Ferrari,,,24.484,1:10.039
2023,Spain,2,14, Alonso,Aston Martin Aramco Mercedes,,,22.896,45.454
2023,Spain,2,63, Russell,Mercedes,,,22.054,44.329
2023,Spain,2,44, Hamilton,Mercedes,,,22.731,45.306
2023,Spain,2,11, Perez,Red Bull Racing Honda RBPT,,,21.537,43.312
2023,Spain,3,4, Norris,McLaren Mercedes,,,22.062,1:22.648
2023,Spain,2,1, Verstappen,Red Bull Racing Honda RBPT,,,22.357,44.598
2023,Canada,1,22, Tsunoda,AlphaTauri Honda RBPT,,,23.646,23.646
2023,Canada,1,10, Gasly,Alpine Renault,,,27.515,27.515
2023,Canada,1,27, Hulkenberg,Haas Ferrari,,,24.880,24.880
2023,Canada,1,18, Stroll,Aston Martin Aramco Mercedes,,,23.711,23.711
2023,Canada,1,21, De Vries,AlphaTauri Honda RBPT,,,24.960,24.960
2023,Canada,1,1, Verstappen,Red Bull Racing Honda RBPT,,,23.644,23.644
2023,Canada,1,44, Hamilton,Mercedes,,,24.339,24.339
2023,Canada,1,14, Alonso,Aston Martin Aramco Mercedes,,,24.031,24.031
2023,Canada,1,31, Ocon,Alpine Renault,,,24.402,24.402
2023,Canada,1,81, Piastri,McLaren Mercedes,,,24.828,24.828
2023,Canada,1,4, Norris,McLaren Mercedes,,,25.862,25.862
2023,Canada,1,23, Albon,Williams Mercedes,,,25.064,25.064
2023,Canada,1,24,Zhou ,Alfa Romeo Ferrari,,,24.161,24.161
2023,Canada,1,63, Russell,Mercedes,,,1:28.943,1:28.943
2023,Canada,2,18, Stroll,Aston Martin Aramco Mercedes,,,23.839,47.550
2023,Canada,2,27, Hulkenberg,Haas Ferrari,,,24.200,49.080
2023,Canada,2,24,Zhou ,Alfa Romeo Ferrari,,,27.509,51.670
2023,Canada,2,10, Gasly,Alpine Renault,,,24.117,51.632
2023,Canada,2,22, Tsunoda,AlphaTauri Honda RBPT,,,27.523,51.169
2023,Canada,2,4, Norris,McLaren Mercedes,,,23.570,49.432
2023,Canada,1,20, Magnussen,Haas Ferrari,,,24.909,24.909
2023,Canada,2,31, Ocon,Alpine Renault,,,23.698,48.100
2023,Canada,1,77, Bottas,Alfa Romeo Ferrari,,,24.038,24.038
2023,Canada,1,11, Perez,Red Bull Racing Honda RBPT,,,23.281,23.281
2023,Canada,2,81, Piastri,McLaren Mercedes,,,23.436,48.264
2023,Canada,1,55, Sainz,Ferrari,,,24.133,24.133
2023,Canada,1,16, Leclerc,Ferrari,,,24.343,24.343
2023,Canada,2,44, Hamilton,Mercedes,,,23.749,48.088
2023,Canada,2,14, Alonso,Aston Martin Aramco Mercedes,,,23.928,47.959
2023,Canada,2,1, Verstappen,Red Bull Racing Honda RBPT,,,23.910,47.554
2023,Canada,2,21, De Vries,AlphaTauri Honda RBPT,,,23.786,48.746
2023,Canada,2,20, Magnussen,Haas Ferrari,,,24.515,49.424
2023,Canada,2,11, Perez,Red Bull Racing Honda RBPT,,,23.218,46.499
2023,Austria,1,20, Magnussen,Haas Ferrari,,,26.587,26.587
2023,Austria,1,22, Tsunoda,AlphaTauri Honda RBPT,,,29.691,29.691
2023,Austria,1,1, Verstappen,Red Bull Racing Honda RBPT,,,16.369,16.369
2023,Austria,1,16, Leclerc,Ferrari,,,16.393,16.393
2023,Austria,1,55, Sainz,Ferrari,,,16.380,16.380
2023,Austria,1,44, Hamilton,Mercedes,,,16.415,16.415
2023,Austria,1,4, Norris,McLaren Mercedes,,,18.076,18.076
2023,Austria,1,14, Alonso,Aston Martin Aramco Mercedes,,,16.600,16.600
2023,Austria,1,27, Hulkenberg,Haas Ferrari,,,16.778,16.778
2023,Austria,1,18, Stroll,Aston Martin Aramco Mercedes,,,16.646,16.646
2023,Austria,1,10, Gasly,Alpine Renault,,,16.380,16.380
2023,Austria,1,23, Albon,Williams Mercedes,,,16.737,16.737
2023,Austria,1,63, Russell,Mercedes,,,17.946,17.946
2023,Austria,1,31, Ocon,Alpine Renault,,,18.143,18.143
2023,Austria,1,11, Perez,Red Bull Racing Honda RBPT,,,17.428,17.428
2023,Austria,1,24,Zhou ,Alfa Romeo Ferrari,,,17.467,17.467
2023,Austria,1,81, Piastri,McLaren Mercedes,,,17.324,17.324
2023,Austria,1,2, Sargeant,Williams Mercedes,,,17.337,17.337
2023,Austria,1,77, Bottas,Alfa Romeo Ferrari,,,17.130,17.130
2023,Austria,1,21, De Vries,AlphaTauri Honda RBPT,,,17.033,17.033
2023,Austria,2,20, Magnussen,Haas Ferrari,,,25.654,52.241
2023,Austria,2,22, Tsunoda,AlphaTauri Honda RBPT,,,16.246,45.937
2023,Austria,2,24,Zhou ,Alfa Romeo Ferrari,,,24.374,41.841
2023,Austria,2,27, Hulkenberg,Haas Ferrari,,,21.891,38.669
2023,Austria,2,21, De Vries,AlphaTauri Honda RBPT,,,21.333,38.366
2023,Austria,2,44, Hamilton,Mercedes,,,21.993,38.408
2023,Austria,2,4, Norris,McLaren Mercedes,,,21.290,39.366
2023,Austria,2,10, Gasly,Alpine Renault,,,21.814,38.194
2023,Austria,2,23, Albon,Williams Mercedes,,,21.562,38.299
2023,Austria,2,63, Russell,Mercedes,,,22.262,40.208
2023,Austria,2,31, Ocon,Alpine Renault,,,22.028,40.171
2023,Austria,2,81, Piastri,McLaren Mercedes,,,22.467,39.791
2023,Austria,2,2, Sargeant,Williams Mercedes,,,23.194,40.531
2023,Austria,2,16, Leclerc,Ferrari,,,23.425,39.818
2023,Austria,2,55, Sainz,Ferrari,,,26.283,42.663
2023,Austria,2,14, Alonso,Aston Martin Aramco Mercedes,,,22.371,38.971
2023,Austria,2,18, Stroll,Aston Martin Aramco Mercedes,,,24.332,40.978
2023,Austria,2,77, Bottas,Alfa Romeo Ferrari,,,31.785,48.915
2023,Austria,3,81, Piastri,McLaren Mercedes,,,29.912,1:09.703
2023,Austria,3,22, Tsunoda,AlphaTauri Honda RBPT,,,27.286,1:13.223
2023,Austria,2,1, Verstappen,Red Bull Racing Honda RBPT,,,21.365,37.734
2023,Austria,2,11, Perez,Red Bull Racing Honda RBPT,,,21.655,39.083
2023,Austria,3,20, Magnussen,Haas Ferrari,,,22.250,1:14.491
2023,Austria,3,18, Stroll,Aston Martin Aramco Mercedes,,,22.050,1:03.028
2023,Austria,3,21, De Vries,AlphaTauri Honda RBPT,,,21.074,59.440
2023,Austria,3,24,Zhou ,Alfa Romeo Ferrari,,,21.910,1:03.751
2023,Austria,3,31, Ocon,Alpine Renault,,,30.427,1:10.598
2023,Austria,3,77, Bottas,Alfa Romeo Ferrari,,,21.975,1:10.890
2023,Austria,3,4, Norris,McLaren Mercedes,,,22.088,1:01.454
2023,Austria,3,63, Russell,Mercedes,,,21.702,1:01.910
2023,Austria,3,23, Albon,Williams Mercedes,,,27.683,1:05.982
2023,Austria,4,81, Piastri,McLaren Mercedes,,,22.313,1:32.016
2023,Austria,3,44, Hamilton,Mercedes,,,27.724,1:06.132
2023,Austria,3,2, Sargeant,Williams Mercedes,,,21.543,1:02.074
2023,Austria,4,22, Tsunoda,AlphaTauri Honda RBPT,,,21.392,1:34.615
2023,Austria,3,14, Alonso,Aston Martin Aramco Mercedes,,,21.993,1:00.964
2023,Austria,3,10, Gasly,Alpine Renault,,,27.804,1:05.998
2023,Austria,3,55, Sainz,Ferrari,,,28.583,1:11.246
2023,Austria,3,16, Leclerc,Ferrari,,,21.470,1:01.288
2023,Austria,3,1, Verstappen,Red Bull Racing Honda RBPT,,,21.641,59.375
