year,race,stops,number,driver,car,lap,time_of_day,time,total
2003,France,2,9, Heidfeld,Sauber Petronas,,,23.283,45.213
2003,France,2,18, Wilson,Minardi Cosworth,,,23.693,48.873
2003,France,3,15, Pizzonia,Jaguar Cosworth,,,22.809,1:08.959
2003,France,2,2, Barrichello,Ferrari,,,22.329,44.735
2003,France,2,21, da Matta,Toyota,,,21.999,44.461
2003,France,3,6, Räikkönen,McLaren Mercedes,,,21.065,1:02.073
2003,France,3,5, Coulthard,McLaren Mercedes,,,33.963,1:13.323
2003,France,3,12, Firman,Jordan Ford,,,27.579,1:15.495
2003,France,3,14, Webber,Jaguar Cosworth,,,23.528,1:05.853
2003,France,3,10, Frentzen,Sauber Petronas,,,25.605,1:09.380
2003,France,3,3, Montoya,Williams BMW,,,21.336,1:05.910
2003,France,3,19, Verstappen,Minardi Cosworth,,,22.246,1:06.232
2003,France,3,4, Schumacher,Williams BMW,,,20.878,1:01.056
2003,France,3,1, Schumacher,Ferrari,,,20.712,1:01.569
2003,France,3,20, Panis,Toyota,,,20.151,1:02.193
2003,France,3,16, Villeneuve,BAR Honda,,,21.810,1:05.084
2003,France,4,19, Verstappen,Minardi Cosworth,,,36.302,1:42.534
2003,France,5,19, Verstappen,Minardi Cosworth,,,37.638,2:20.172
2003,Great Britain,1,21, da Matta,Toyota,,,31.379,31.379
2003,Great Britain,1,5, Coulthard,McLaren Mercedes,,,52.877,52.877
2003,Great Britain,1,20, Panis,Toyota,,,42.805,42.805
2003,Great Britain,1,12, Firman,Jordan Ford,,,33.784,33.784
2003,Great Britain,1,15, Pizzonia,Jaguar Cosworth,,,36.659,36.659
2003,Great Britain,1,7, Trulli,Renault,,,32.928,32.928
2003,Great Britain,1,2, Barrichello,Ferrari,,,36.529,36.529
2003,Great Britain,1,6, Räikkönen,McLaren Mercedes,,,33.478,33.478
2003,Great Britain,1,4, Schumacher,Williams BMW,,,33.110,33.110
2003,Great Britain,1,1, Schumacher,Ferrari,,,45.733,45.733
2003,Great Britain,1,3, Montoya,Williams BMW,,,41.882,41.882
2003,Great Britain,1,8, Alonso,Renault,,,40.626,40.626
2003,Great Britain,1,16, Villeneuve,BAR Honda,,,35.743,35.743
2003,Great Britain,1,14, Webber,Jaguar Cosworth,,,34.142,34.142
2003,Great Britain,1,9, Heidfeld,Sauber Petronas,,,35.371,35.371
2003,Great Britain,1,17, Button,BAR Honda,,,43.390,43.390
2003,Great Britain,1,11, Fisichella,Jordan Ford,,,34.164,34.164
2003,Great Britain,1,10, Frentzen,Sauber Petronas,,,46.859,46.859
2003,Great Britain,1,18, Wilson,Minardi Cosworth,,,35.064,35.064
2003,Great Britain,1,19, Verstappen,Minardi Cosworth,,,33.453,33.453
2003,Great Britain,2,4, Schumacher,Williams BMW,,,31.897,1:05.007
2003,Great Britain,2,9, Heidfeld,Sauber Petronas,,,33.623,1:08.994
2003,Great Britain,2,15, Pizzonia,Jaguar Cosworth,,,33.627,1:10.286
2003,Great Britain,2,5, Coulthard,McLaren Mercedes,,,32.725,1:25.602
2003,Great Britain,2,18, Wilson,Minardi Cosworth,,,48.197,1:23.261
2003,Great Britain,2,21, da Matta,Toyota,,,31.093,1:02.472
2003,Great Britain,2,14, Webber,Jaguar Cosworth,,,32.571,1:06.713
2003,Great Britain,2,20, Panis,Toyota,,,31.187,1:13.992
2003,Great Britain,2,6, Räikkönen,McLaren Mercedes,,,34.107,1:07.585
2003,Great Britain,2,12, Firman,Jordan Ford,,,35.424,1:09.208
2003,Great Britain,3,9, Heidfeld,Sauber Petronas,,,31.322,1:40.316
2003,Great Britain,2,7, Trulli,Renault,,,33.104,1:06.032
2003,Great Britain,2,19, Verstappen,Minardi Cosworth,,,35.165,1:08.618
2003,Great Britain,2,3, Montoya,Williams BMW,,,33.272,1:15.154
2003,Great Britain,2,8, Alonso,Renault,,,49.774,1:30.400
2003,Great Britain,2,11, Fisichella,Jordan Ford,,,34.276,1:08.440
2003,Great Britain,2,2, Barrichello,Ferrari,,,32.401,1:08.930
2003,Great Britain,3,4, Schumacher,Williams BMW,,,33.112,1:38.119
2003,Great Britain,2,10, Frentzen,Sauber Petronas,,,32.730,1:19.589
2003,Great Britain,2,1, Schumacher,Ferrari,,,32.689,1:18.422
2003,Great Britain,2,16, Villeneuve,BAR Honda,,,32.827,1:08.570
2003,Great Britain,2,17, Button,BAR Honda,,,32.099,1:15.489
2003,Great Britain,3,21, da Matta,Toyota,,,31.298,1:33.770
2003,Great Britain,3,20, Panis,Toyota,,,31.212,1:45.204
2003,Great Britain,3,5, Coulthard,McLaren Mercedes,,,30.953,1:56.555
2003,Great Britain,3,14, Webber,Jaguar Cosworth,,,31.540,1:38.253
2003,Germany,1,19, Verstappen,Minardi Cosworth,,,30.271,30.271
2003,Germany,1,16, Villeneuve,BAR Honda,,,33.676,33.676
2003,Germany,1,15, Wilson,Jaguar Cosworth,,,5:56.415,5:56.415
2003,Germany,1,18, Kiesa,Minardi Cosworth,,,34.968,34.968
2003,Germany,1,11, Fisichella,Jordan Ford,,,1:01.702,1:01.702
2003,Germany,1,7, Trulli,Renault,,,29.747,29.747
2003,Germany,1,20, Panis,Toyota,,,28.497,28.497
2003,Germany,1,9, Heidfeld,Sauber Petronas,,,28.230,28.230
2003,Germany,1,3, Montoya,Williams BMW,,,28.601,28.601
2003,Germany,1,1, Schumacher,Ferrari,,,29.034,29.034
2003,Germany,1,21, da Matta,Toyota,,,27.286,27.286
2003,Germany,1,8, Alonso,Renault,,,28.882,28.882
2003,Germany,1,5, Coulthard,McLaren Mercedes,,,30.919,30.919
2003,Germany,1,14, Webber,Jaguar Cosworth,,,30.071,30.071
2003,Germany,1,17, Button,BAR Honda,,,29.942,29.942
2003,Germany,2,19, Verstappen,Minardi Cosworth,,,35.088,1:05.359
2003,Germany,2,18, Kiesa,Minardi Cosworth,,,33.423,1:08.391
2003,Germany,2,20, Panis,Toyota,,,28.359,56.856
2003,Germany,2,3, Montoya,Williams BMW,,,27.638,56.239
2003,Germany,2,21, da Matta,Toyota,,,27.794,55.080
2003,Germany,2,16, Villeneuve,BAR Honda,,,34.429,1:08.105
2003,Germany,2,9, Heidfeld,Sauber Petronas,,,27.825,56.055
2003,Germany,2,11, Fisichella,Jordan Ford,,,31.712,1:33.414
2003,Germany,2,7, Trulli,Renault,,,31.207,1:00.954
2003,Germany,2,1, Schumacher,Ferrari,,,31.961,1:00.995
2003,Germany,2,8, Alonso,Renault,,,32.113,1:00.995
2003,Germany,2,5, Coulthard,McLaren Mercedes,,,30.241,1:01.160
2003,Germany,2,17, Button,BAR Honda,,,30.179,1:00.121
2003,Germany,2,14, Webber,Jaguar Cosworth,,,31.296,1:01.367
2003,Germany,3,18, Kiesa,Minardi Cosworth,,,33.318,1:41.709
2003,Germany,3,20, Panis,Toyota,,,28.438,1:25.294
2003,Germany,3,3, Montoya,Williams BMW,,,28.146,1:24.385
2003,Germany,3,21, da Matta,Toyota,,,27.350,1:22.430
2003,Germany,3,9, Heidfeld,Sauber Petronas,,,27.491,1:23.546
2003,Germany,3,11, Fisichella,Jordan Ford,,,30.935,2:04.349
2003,Germany,3,1, Schumacher,Ferrari,,,32.746,1:33.741
2003,Hungary,1,15, Wilson,Jaguar Cosworth,,,31.841,31.841
2003,Hungary,1,19, Verstappen,Minardi Cosworth,,,29.952,29.952
2003,Hungary,1,8, Alonso,Renault,,,28.714,28.714
2003,Hungary,1,14, Webber,Jaguar Cosworth,,,28.980,28.980
2003,Hungary,1,18, Kiesa,Minardi Cosworth,,,31.671,31.671
2003,Hungary,1,11, Fisichella,Jordan Ford,,,33.078,33.078
2003,Hungary,1,6, Räikkönen,McLaren Mercedes,,,29.182,29.182
2003,Hungary,1,7, Trulli,Renault,,,27.472,27.472
2003,Hungary,1,20, Panis,Toyota,,,29.823,29.823
2003,Hungary,1,2, Barrichello,Ferrari,,,28.472,28.472
2003,Hungary,1,3, Montoya,Williams BMW,,,28.598,28.598
2003,Hungary,1,21, da Matta,Toyota,,,29.232,29.232
2003,Hungary,1,1, Schumacher,Ferrari,,,28.944,28.944
2003,Hungary,1,4, Schumacher,Williams BMW,,,31.232,31.232
2003,Hungary,1,9, Heidfeld,Sauber Petronas,,,29.044,29.044
2003,Hungary,1,5, Coulthard,McLaren Mercedes,,,31.536,31.536
2003,Hungary,1,17, Button,BAR Honda,,,31.145,31.145
2003,Hungary,1,12, Baumgartner,Jordan Ford,,,32.680,32.680
2003,Hungary,1,10, Frentzen,Sauber Petronas,,,29.497,29.497
2003,Hungary,2,8, Alonso,Renault,,,28.564,57.278
2003,Hungary,2,19, Verstappen,Minardi Cosworth,,,30.253,1:00.205
2003,Hungary,2,15, Wilson,Jaguar Cosworth,,,29.171,1:01.012
2003,Hungary,2,14, Webber,Jaguar Cosworth,,,29.351,58.331
2003,Hungary,2,7, Trulli,Renault,,,28.343,55.815
2003,Hungary,2,6, Räikkönen,McLaren Mercedes,,,28.913,58.095
2003,Hungary,2,18, Kiesa,Minardi Cosworth,,,31.051,1:02.722
2003,Hungary,2,4, Schumacher,Williams BMW,,,27.490,58.722
2003,Hungary,2,9, Heidfeld,Sauber Petronas,,,28.186,57.230
2003,Hungary,2,3, Montoya,Williams BMW,,,28.187,56.785
2003,Hungary,2,21, da Matta,Toyota,,,28.238,57.470
2003,Hungary,2,1, Schumacher,Ferrari,,,34.054,1:02.998
2003,Hungary,2,5, Coulthard,McLaren Mercedes,,,31.537,1:03.073
2003,Hungary,2,17, Button,BAR Honda,,,31.996,1:03.141
2003,Hungary,3,8, Alonso,Renault,,,29.454,1:26.732
2003,Hungary,3,14, Webber,Jaguar Cosworth,,,30.306,1:28.637
2003,Hungary,3,1, Schumacher,Ferrari,,,27.894,1:30.892
2003,Hungary,3,6, Räikkönen,McLaren Mercedes,,,29.725,1:27.820
2003,Hungary,3,3, Montoya,Williams BMW,,,28.549,1:25.334
2003,Hungary,3,19, Verstappen,Minardi Cosworth,,,29.332,1:29.537
2003,Hungary,3,7, Trulli,Renault,,,27.855,1:23.670
2003,Hungary,3,9, Heidfeld,Sauber Petronas,,,28.499,1:25.729
2003,Hungary,3,4, Schumacher,Williams BMW,,,28.706,1:27.428
2003,Hungary,3,18, Kiesa,Minardi Cosworth,,,31.849,1:34.571
2003,Hungary,3,21, da Matta,Toyota,,,28.153,1:25.623
2003,Italy,1,8, Alonso,Renault,,,45.153,45.153
2003,Italy,1,19, Verstappen,Minardi Cosworth,,,39.636,39.636
2003,Italy,1,5, Coulthard,McLaren Mercedes,,,31.145,31.145
2003,Italy,1,20, Panis,Toyota,,,31.058,31.058
2003,Italy,1,6, Räikkönen,McLaren Mercedes,,,30.863,30.863
2003,Italy,1,4, Gene,Williams BMW,,,30.633,30.633
2003,Italy,1,14, Webber,Jaguar Cosworth,,,31.177,31.177
2003,Italy,1,9, Heidfeld,Sauber Petronas,,,31.739,31.739
2003,Italy,1,18, Kiesa,Minardi Cosworth,,,31.855,31.855
2003,Italy,1,2, Barrichello,Ferrari,,,29.735,29.735
2003,Italy,1,1, Schumacher,Ferrari,,,30.032,30.032
2003,Italy,1,17, Button,BAR Honda,,,31.383,31.383
2003,Italy,1,10, Frentzen,Sauber Petronas,,,32.081,32.081
2003,Italy,1,3, Montoya,Williams BMW,,,29.599,29.599
2003,Italy,2,19, Verstappen,Minardi Cosworth,,,44.353,1:23.989
2003,Italy,1,12, Baumgartner,Jordan Ford,,,32.069,32.069
2003,Italy,1,11, Fisichella,Jordan Ford,,,33.551,33.551
2003,Italy,3,19, Verstappen,Minardi Cosworth,,,33.812,1:57.801
2003,Italy,2,8, Alonso,Renault,,,32.480,1:17.633
2003,Italy,2,2, Barrichello,Ferrari,,,31.342,1:01.077
2003,Italy,2,20, Panis,Toyota,,,31.585,1:02.643
2003,Italy,2,3, Montoya,Williams BMW,,,30.136,59.735
2003,Italy,2,5, Coulthard,McLaren Mercedes,,,29.967,1:01.112
2003,Italy,2,14, Webber,Jaguar Cosworth,,,31.173,1:02.350
2003,Italy,2,18, Kiesa,Minardi Cosworth,,,32.566,1:04.421
2003,Italy,2,1, Schumacher,Ferrari,,,30.679,1:00.711
2003,Italy,2,6, Räikkönen,McLaren Mercedes,,,30.900,1:01.763
2003,Italy,2,10, Frentzen,Sauber Petronas,,,30.873,1:02.954
2003,Italy,2,4, Gene,Williams BMW,,,31.255,1:01.888
2003,Italy,2,9, Heidfeld,Sauber Petronas,,,29.333,1:01.072
2003,Italy,2,12, Baumgartner,Jordan Ford,,,30.961,1:03.030
2003,United States,1,12, Firman,Jordan Ford,,,34.500,34.500
2003,United States,1,19, Verstappen,Minardi Cosworth,,,31.839,31.839
2003,United States,2,12, Firman,Jordan Ford,,,29.128,1:03.628
2003,United States,1,20, Panis,Toyota,,,37.576,37.576
2003,United States,1,16, Villeneuve,BAR Honda,,,30.564,30.564
2003,United States,1,18, Kiesa,Minardi Cosworth,,,32.332,32.332
2003,United States,1,21, da Matta,Toyota,,,28.990,28.990
2003,United States,2,16, Villeneuve,BAR Honda,,,28.513,59.077
2003,United States,3,12, Firman,Jordan Ford,,,27.823,1:31.451
2003,United States,2,20, Panis,Toyota,,,31.067,1:08.643
2003,United States,2,18, Kiesa,Minardi Cosworth,,,32.123,1:04.455
2003,United States,2,21, da Matta,Toyota,,,27.282,56.272
2003,United States,1,4, Schumacher,Williams BMW,,,29.792,29.792
2003,United States,1,3, Montoya,Williams BMW,,,36.522,36.522
2003,United States,1,5, Coulthard,McLaren Mercedes,,,30.949,30.949
2003,United States,1,9, Heidfeld,Sauber Petronas,,,29.648,29.648
2003,United States,1,8, Alonso,Renault,,,29.107,29.107
2003,United States,3,20, Panis,Toyota,,,37.304,1:45.947
2003,United States,1,6, Räikkönen,McLaren Mercedes,,,31.477,31.477
2003,United States,1,10, Frentzen,Sauber Petronas,,,32.400,32.400
2003,United States,1,1, Schumacher,Ferrari,,,31.126,31.126
2003,United States,1,7, Trulli,Renault,,,29.274,29.274
2003,United States,2,19, Verstappen,Minardi Cosworth,,,30.861,1:02.700
2003,United States,1,15, Wilson,Jaguar Cosworth,,,32.807,32.807
2003,United States,1,17, Button,BAR Honda,,,31.455,31.455
2003,United States,2,1, Schumacher,Ferrari,,,29.106,1:00.232
2003,United States,4,12, Firman,Jordan Ford,,,18.230,1:49.681
2003,United States,3,21, da Matta,Toyota,,,26.682,1:22.954
2003,United States,1,11, Fisichella,Jordan Ford,,,38.382,38.382
2003,United States,2,9, Heidfeld,Sauber Petronas,,,29.213,58.861
2003,United States,2,6, Räikkönen,McLaren Mercedes,,,26.871,58.348
2003,United States,2,8, Alonso,Renault,,,29.077,58.184
2003,United States,3,16, Villeneuve,BAR Honda,,,31.535,1:30.612
2003,United States,3,18, Kiesa,Minardi Cosworth,,,36.955,1:41.410
2003,United States,2,3, Montoya,Williams BMW,,,18.086,54.608
2003,United States,2,7, Trulli,Renault,,,28.682,57.956
2003,United States,5,12, Firman,Jordan Ford,,,30.666,2:20.347
2003,United States,3,3, Montoya,Williams BMW,,,30.088,1:24.696
2003,United States,4,20, Panis,Toyota,,,32.031,2:17.978
2003,United States,2,5, Coulthard,McLaren Mercedes,,,30.345,1:01.294
2003,United States,2,15, Wilson,Jaguar Cosworth,,,37.005,1:09.812
2003,United States,4,21, da Matta,Toyota,,,36.234,1:59.188
2003,United States,3,8, Alonso,Renault,,,29.281,1:27.465
2003,United States,3,5, Coulthard,McLaren Mercedes,,,18.441,1:19.735
2003,United States,4,3, Montoya,Williams BMW,,,29.023,1:53.719
2003,United States,3,6, Räikkönen,McLaren Mercedes,,,27.879,1:26.227
2003,United States,5,21, da Matta,Toyota,,,27.174,2:26.362
2003,United States,3,7, Trulli,Renault,,,28.170,1:26.126
2003,United States,2,11, Fisichella,Jordan Ford,,,42.710,1:21.092
2003,United States,6,12, Firman,Jordan Ford,,,29.651,2:49.998
2003,United States,3,19, Verstappen,Minardi Cosworth,,,42.418,1:45.118
2003,United States,3,1, Schumacher,Ferrari,,,31.332,1:31.564
2003,United States,4,16, Villeneuve,BAR Honda,,,30.057,2:00.669
2003,United States,6,21, da Matta,Toyota,,,17.981,2:44.343
2003,United States,2,10, Frentzen,Sauber Petronas,,,29.359,1:01.759
2003,United States,4,18, Kiesa,Minardi Cosworth,,,36.589,2:17.999
2003,United States,3,9, Heidfeld,Sauber Petronas,,,28.409,1:27.270
2003,United States,5,18, Kiesa,Minardi Cosworth,,,31.187,2:49.186
2003,Japan,1,1, Schumacher,Ferrari,,,41.400,41.400
2003,Japan,1,15, Wilson,Jaguar Cosworth,,,29.081,29.081
2003,Japan,1,10, Frentzen,Sauber Petronas,,,36.905,36.905
2003,Japan,1,21, da Matta,Toyota,,,27.991,27.991
2003,Japan,1,14, Webber,Jaguar Cosworth,,,28.377,28.377
2003,Japan,1,20, Panis,Toyota,,,28.836,28.836
2003,Japan,1,7, Trulli,Renault,,,29.224,29.224
2003,Japan,1,18, Kiesa,Minardi Cosworth,,,38.377,38.377
2003,Japan,1,2, Barrichello,Ferrari,,,28.552,28.552
2003,Japan,1,8, Alonso,Renault,,,28.640,28.640
2003,Japan,1,5, Coulthard,McLaren Mercedes,,,28.157,28.157
2003,Japan,1,6, Räikkönen,McLaren Mercedes,,,30.416,30.416
2003,Japan,1,12, Firman,Jordan Ford,,,40.333,40.333
2003,Japan,1,4, Schumacher,Williams BMW,,,28.666,28.666
2003,Japan,1,11, Fisichella,Jordan Ford,,,31.141,31.141
2003,Japan,1,16, Sato,BAR Honda,,,30.197,30.197
2003,Japan,1,9, Heidfeld,Sauber Petronas,,,29.560,29.560
2003,Japan,1,17, Button,BAR Honda,,,30.374,30.374
2003,Japan,1,19, Verstappen,Minardi Cosworth,,,30.858,30.858
2003,Japan,2,15, Wilson,Jaguar Cosworth,,,28.366,57.447
2003,Japan,2,14, Webber,Jaguar Cosworth,,,28.998,57.375
2003,Japan,2,21, da Matta,Toyota,,,28.294,56.285
2003,Japan,2,1, Schumacher,Ferrari,,,28.286,1:09.686
2003,Japan,2,4, Schumacher,Williams BMW,,,27.517,56.183
2003,Japan,2,20, Panis,Toyota,,,28.613,57.449
2003,Japan,2,2, Barrichello,Ferrari,,,28.590,57.142
2003,Japan,2,12, Firman,Jordan Ford,,,35.895,1:16.228
2003,Japan,2,5, Coulthard,McLaren Mercedes,,,28.537,56.694
2003,Japan,2,7, Trulli,Renault,,,30.476,59.700
2003,Japan,2,16, Sato,BAR Honda,,,31.563,1:01.760
2003,Japan,2,18, Kiesa,Minardi Cosworth,,,36.367,1:14.744
2003,Japan,2,6, Räikkönen,McLaren Mercedes,,,30.230,1:00.646
2003,Japan,2,17, Button,BAR Honda,,,31.624,1:01.998
2003,Japan,2,9, Heidfeld,Sauber Petronas,,,30.119,59.679
2003,Japan,3,15, Wilson,Jaguar Cosworth,,,30.688,1:28.135
2003,Japan,3,14, Webber,Jaguar Cosworth,,,29.867,1:27.242
2003,Japan,3,1, Schumacher,Ferrari,,,28.786,1:38.472
2003,Japan,3,21, da Matta,Toyota,,,27.874,1:24.159
2003,Japan,3,4, Schumacher,Williams BMW,,,28.522,1:24.705
2003,Japan,2,19, Verstappen,Minardi Cosworth,,,29.803,1:00.661
2003,Japan,3,20, Panis,Toyota,,,28.125,1:25.574
2003,Japan,3,2, Barrichello,Ferrari,,,28.425,1:25.567
2003,Japan,3,5, Coulthard,McLaren Mercedes,,,27.104,1:23.798
2003,Japan,4,4, Schumacher,Williams BMW,,,38.255,2:02.960
2002,Australia,1,24, Salo,Toyota,,,3:14.314,3:14.314
2002,Australia,1,4, Räikkönen,McLaren Mercedes,,,1:10.122,1:10.122
2002,Australia,1,20, Frentzen,Arrows Cosworth,,,27.124,27.124
2002,Australia,1,11, Villeneuve,BAR Honda,,,26.883,26.883
2002,Australia,1,21, Bernoldi,Arrows Cosworth,,,26.287,26.287
2002,Australia,1,10, Sato,Jordan Honda,,,1:09.258,1:09.258
2002,Australia,2,11, Villeneuve,BAR Honda,,,17.257,44.140
2002,Australia,1,17, de la Rosa,Jaguar Cosworth,,,4:30.135,4:30.135
2002,Australia,2,24, Salo,Toyota,,,30.069,3:44.383
2002,Australia,1,23, Webber,Minardi Asiatech,,,54.025,54.025
2002,Australia,1,6, Montoya,Williams BMW,,,27.999,27.999
2002,Australia,1,1, Schumacher,Ferrari,,,28.281,28.281
2002,Australia,1,16, Irvine,Jaguar Cosworth,,,31.632,31.632
2002,Australia,2,4, Räikkönen,McLaren Mercedes,,,28.290,1:38.412
2002,Australia,1,22, Yoong,Minardi Asiatech,,,32.838,32.838
2002,Australia,2,17, de la Rosa,Jaguar Cosworth,,,27.246,4:57.381
2002,Malaysia,1,1, Schumacher,Ferrari,,,39.638,39.638
2002,Malaysia,1,9, Fisichella,Jordan Honda,,,4:11.840,4:11.840
2002,Malaysia,1,10, Sato,Jordan Honda,,,49.885,49.885
2002,Malaysia,1,17, de la Rosa,Jaguar Cosworth,,,58.778,58.778
2002,Malaysia,1,14, Trulli,Renault,,,33.482,33.482
2002,Malaysia,1,6, Montoya,Williams BMW,,,24.366,24.366
2002,Malaysia,1,7, Heidfeld,Sauber Petronas,,,37.149,37.149
2002,Malaysia,1,25, McNish,Toyota,,,39.217,39.217
2002,Malaysia,2,1, Schumacher,Ferrari,,,35.788,1:15.426
2002,Malaysia,1,22, Yoong,Minardi Asiatech,,,43.155,43.155
2002,Malaysia,1,2, Barrichello,Ferrari,,,33.039,33.039
2002,Malaysia,2,6, Montoya,Williams BMW,,,35.496,59.862
2002,Malaysia,1,24, Salo,Toyota,,,36.118,36.118
2002,Malaysia,1,8, Massa,Sauber Petronas,,,35.553,35.553
2002,Malaysia,1,20, Frentzen,Arrows Cosworth,,,38.500,38.500
2002,Malaysia,2,22, Yoong,Minardi Asiatech,,,41.787,1:24.942
2002,Malaysia,2,17, de la Rosa,Jaguar Cosworth,,,36.745,1:35.523
2002,Malaysia,2,24, Salo,Toyota,,,3:30.997,4:07.115
2002,Malaysia,1,11, Villeneuve,BAR Honda,,,40.569,40.569
2002,Malaysia,1,16, Irvine,Jaguar Cosworth,,,45.792,45.792
2002,Malaysia,1,23, Webber,Minardi Asiatech,,,41.989,41.989
2002,Malaysia,2,10, Sato,Jordan Honda,,,39.376,1:29.261
2002,Malaysia,1,5, Schumacher,Williams BMW,,,37.880,37.880
2002,Malaysia,1,15, Button,Renault,,,38.561,38.561
2002,Malaysia,2,9, Fisichella,Jordan Honda,,,40.372,4:52.212
2002,Malaysia,2,2, Barrichello,Ferrari,,,37.041,1:10.080
2002,Malaysia,2,7, Heidfeld,Sauber Petronas,,,36.475,1:13.624
2002,Malaysia,3,6, Montoya,Williams BMW,,,34.417,1:34.279
2002,Malaysia,3,1, Schumacher,Ferrari,,,34.946,1:50.372
2002,Malaysia,3,24, Salo,Toyota,,,38.337,4:45.452
2002,Malaysia,3,17, de la Rosa,Jaguar Cosworth,,,36.860,2:12.383
2002,Malaysia,2,25, McNish,Toyota,,,54.478,1:33.695
2002,Malaysia,2,20, Frentzen,Arrows Cosworth,,,36.487,1:14.987
2002,Malaysia,4,24, Salo,Toyota,,,34.381,5:19.833
2002,Brazil,1,6, Montoya,Williams BMW,,,49.018,49.018
2002,Brazil,1,9, Fisichella,Jordan Honda,,,59.077,59.077
2002,Brazil,1,25, McNish,Toyota,,,1:05.231,1:05.231
2002,Brazil,1,21, Bernoldi,Arrows Cosworth,,,9:33.508,9:33.508
2002,Brazil,1,22, Yoong,Minardi Asiatech,,,39.135,39.135
2002,Brazil,1,11, Villeneuve,BAR Honda,,,43.694,43.694
2002,Brazil,2,25, McNish,Toyota,,,38.082,1:43.313
2002,Brazil,1,8, Massa,Sauber Petronas,,,38.465,38.465
2002,Brazil,1,10, Sato,Jordan Honda,,,39.446,39.446
2002,Brazil,1,23, Webber,Minardi Asiatech,,,39.768,39.768
2002,Brazil,1,24, Salo,Toyota,,,44.237,44.237
2002,Brazil,1,1, Schumacher,Ferrari,,,39.875,39.875
2002,Brazil,1,7, Heidfeld,Sauber Petronas,,,37.803,37.803
2002,Brazil,2,6, Montoya,Williams BMW,,,37.495,1:26.513
2002,Brazil,1,17, de la Rosa,Jaguar Cosworth,,,39.054,39.054
2002,Brazil,1,14, Trulli,Renault,,,38.540,38.540
2002,Brazil,1,5, Schumacher,Williams BMW,,,37.183,37.183
2002,Brazil,2,23, Webber,Minardi Asiatech,,,1:07.977,1:47.745
2002,Brazil,1,15, Button,Renault,,,36.982,36.982
2002,Brazil,1,16, Irvine,Jaguar Cosworth,,,36.731,36.731
2002,Brazil,1,3, Coulthard,McLaren Mercedes,,,37.619,37.619
2002,Brazil,1,4, Räikkönen,McLaren Mercedes,,,37.004,37.004
2002,Brazil,2,11, Villeneuve,BAR Honda,,,37.303,1:20.997
2002,Brazil,2,22, Yoong,Minardi Asiatech,,,37.735,1:16.870
2002,Brazil,2,10, Sato,Jordan Honda,,,41.482,1:20.928
2002,Brazil,2,7, Heidfeld,Sauber Petronas,,,37.459,1:15.262
2002,Brazil,3,23, Webber,Minardi Asiatech,,,33.866,2:21.611
2002,San Marino,1,10, Sato,Jordan Honda,,,2:05.019,2:05.019
2002,San Marino,1,7, Heidfeld,Sauber Petronas,,,34.805,34.805
2002,San Marino,1,8, Massa,Sauber Petronas,,,26.094,26.094
2002,San Marino,2,7, Heidfeld,Sauber Petronas,,,25.216,1:00.021
2002,San Marino,1,14, Trulli,Renault,,,25.027,25.027
2002,San Marino,1,21, Bernoldi,Arrows Cosworth,,,27.485,27.485
2002,San Marino,1,15, Button,Renault,,,24.627,24.627
2002,San Marino,1,24, Salo,Toyota,,,27.942,27.942
2002,San Marino,3,7, Heidfeld,Sauber Petronas,,,14.187,1:14.208
2002,San Marino,1,23, Webber,Minardi Asiatech,,,26.564,26.564
2002,San Marino,1,12, Panis,BAR Honda,,,25.602,25.602
2002,San Marino,1,11, Villeneuve,BAR Honda,,,25.743,25.743
2002,San Marino,1,16, Irvine,Jaguar Cosworth,,,25.501,25.501
2002,San Marino,1,4, Räikkönen,McLaren Mercedes,,,27.555,27.555
2002,San Marino,1,1, Schumacher,Ferrari,,,24.309,24.309
2002,San Marino,1,5, Schumacher,Williams BMW,,,23.886,23.886
2002,San Marino,1,17, de la Rosa,Jaguar Cosworth,,,32.222,32.222
2002,San Marino,1,2, Barrichello,Ferrari,,,23.926,23.926
2002,San Marino,1,6, Montoya,Williams BMW,,,23.475,23.475
2002,San Marino,1,3, Coulthard,McLaren Mercedes,,,23.888,23.888
2002,San Marino,2,8, Massa,Sauber Petronas,,,28.305,54.399
2002,San Marino,4,7, Heidfeld,Sauber Petronas,,,26.061,1:40.269
2002,San Marino,2,14, Trulli,Renault,,,26.945,51.972
2002,San Marino,2,15, Button,Renault,,,26.050,50.677
2002,San Marino,2,23, Webber,Minardi Asiatech,,,26.862,53.426
2002,San Marino,2,21, Bernoldi,Arrows Cosworth,,,26.483,53.968
2002,San Marino,2,1, Schumacher,Ferrari,,,24.232,48.541
2002,San Marino,2,5, Schumacher,Williams BMW,,,24.004,47.890
2002,San Marino,2,16, Irvine,Jaguar Cosworth,,,27.012,52.513
2002,San Marino,2,2, Barrichello,Ferrari,,,30.247,54.173
2002,San Marino,2,6, Montoya,Williams BMW,,,23.725,47.200
2002,San Marino,2,11, Villeneuve,BAR Honda,,,23.566,49.309
2002,San Marino,2,3, Coulthard,McLaren Mercedes,,,23.105,46.993
2002,Spain,1,24, Salo,Toyota,,,33.495,33.495
2002,Spain,1,14, Trulli,Renault,,,30.828,30.828
2002,Spain,1,11, Villeneuve,BAR Honda,,,31.926,31.926
2002,Spain,1,25, McNish,Toyota,,,32.957,32.957
2002,Spain,1,5, Schumacher,Williams BMW,,,30.461,30.461
