year,race,position,number,driver,car,time,gap,laps
2023,Miami,7,77, Bottas,Alfa Romeo Ferrari,1:28.456,+0.921s,19
2023,Miami,8,27, Hulkenberg,Haas Ferrari,1:28.497,+0.962s,16
2023,Miami,9,23, Albon,Williams Mercedes,1:28.561,+1.026s,20
2023,Miami,10,63, Russell,Mercedes,1:28.606,+1.071s,20
2023,Miami,11,20, Magnussen,Haas Ferrari,1:28.607,+1.072s,14
2023,Miami,12,14, Alonso,Aston Martin Aramco Mercedes,1:28.618,+1.083s,24
2023,Miami,13,44, Hamilton,Mercedes,1:28.718,+1.183s,23
2023,Miami,14,18, Stroll,Aston Martin Aramco Mercedes,1:28.723,+1.188s,24
2023,Miami,15,24,Zhou ,Alfa Romeo Ferrari,1:29.074,+1.539s,19
2023,Miami,16,22, Tsunoda,AlphaTauri Honda RBPT,1:29.179,+1.644s,20
2023,Miami,17,2, Sargeant,Williams Mercedes,1:29.264,+1.729s,20
2023,Miami,18,81, Piastri,McLaren Mercedes,1:29.375,+1.840s,18
2023,Miami,19,4, Norris,McLaren Mercedes,1:29.401,+1.866s,18
2023,Miami,20,21, De Vries,AlphaTauri Honda RBPT,1:29.447,+1.912s,22
2023,Monaco,1,1, Verstappen,Red Bull Racing Honda RBPT,1:12.776,,19
2023,Monaco,2,11, Perez,Red Bull Racing Honda RBPT,1:12.849,+0.073s,24
2023,Monaco,3,18, Stroll,Aston Martin Aramco Mercedes,1:12.942,+0.166s,20
2023,Monaco,4,55, Sainz,Ferrari,1:13.261,+0.485s,20
2023,Monaco,5,4, Norris,McLaren Mercedes,1:13.396,+0.620s,21
2023,Monaco,6,10, Gasly,Alpine Renault,1:13.453,+0.677s,24
2023,Monaco,7,16, Leclerc,Ferrari,1:13.475,+0.699s,19
2023,Monaco,8,44, Hamilton,Mercedes,1:13.486,+0.710s,17
2023,Monaco,9,31, Ocon,Alpine Renault,1:13.496,+0.720s,18
2023,Monaco,10,77, Bottas,Alfa Romeo Ferrari,1:13.521,+0.745s,20
2023,Monaco,11,63, Russell,Mercedes,1:13.590,+0.814s,18
2023,Monaco,12,20, Magnussen,Haas Ferrari,1:13.624,+0.848s,13
2023,Monaco,13,27, Hulkenberg,Haas Ferrari,1:13.650,+0.874s,16
2023,Monaco,14,14, Alonso,Aston Martin Aramco Mercedes,1:13.697,+0.921s,18
2023,Monaco,15,22, Tsunoda,AlphaTauri Honda RBPT,1:13.738,+0.962s,21
2023,Monaco,16,24,Zhou ,Alfa Romeo Ferrari,1:13.772,+0.996s,20
2023,Monaco,17,2, Sargeant,Williams Mercedes,1:13.851,+1.075s,19
2023,Monaco,18,23, Albon,Williams Mercedes,1:13.930,+1.154s,23
2023,Monaco,19,81, Piastri,McLaren Mercedes,1:13.998,+1.222s,18
2023,Monaco,20,21, De Vries,AlphaTauri Honda RBPT,1:14.187,+1.411s,24
2023,Spain,1,1, Verstappen,Red Bull Racing Honda RBPT,1:13.664,,14
2023,Spain,2,11, Perez,Red Bull Racing Honda RBPT,1:13.914,+0.250s,14
2023,Spain,3,44, Hamilton,Mercedes,1:14.072,+0.408s,9
2023,Spain,4,55, Sainz,Ferrari,1:14.240,+0.576s,20
2023,Spain,5,14, Alonso,Aston Martin Aramco Mercedes,1:14.264,+0.600s,14
2023,Spain,6,63, Russell,Mercedes,1:14.278,+0.614s,16
2023,Spain,7,16, Leclerc,Ferrari,1:14.353,+0.689s,18
2023,Spain,8,77, Bottas,Alfa Romeo Ferrari,1:14.360,+0.696s,15
2023,Spain,9,22, Tsunoda,AlphaTauri Honda RBPT,1:14.659,+0.995s,16
2023,Spain,10,4, Norris,McLaren Mercedes,1:14.681,+1.017s,20
2023,Spain,11,24,Zhou ,Alfa Romeo Ferrari,1:14.681,+1.017s,15
2023,Spain,12,21, De Vries,AlphaTauri Honda RBPT,1:14.693,+1.029s,18
2023,Spain,13,18, Stroll,Aston Martin Aramco Mercedes,1:14.756,+1.092s,14
2023,Spain,14,27, Hulkenberg,Haas Ferrari,1:14.988,+1.324s,12
2023,Spain,15,81, Piastri,McLaren Mercedes,1:15.105,+1.441s,17
2023,Spain,16,31, Ocon,Alpine Renault,1:15.266,+1.602s,15
2023,Spain,17,20, Magnussen,Haas Ferrari,1:15.534,+1.870s,12
2023,Spain,18,10, Gasly,Alpine Renault,1:15.841,+2.177s,14
2023,Spain,19,23, Albon,Williams Mercedes,1:15.851,+2.187s,13
2023,Spain,20,2, Sargeant,Williams Mercedes,1:16.529,+2.865s,5
2023,Canada,1,1, Verstappen,Red Bull Racing Honda RBPT,1:23.106,,22
2023,Canada,2,16, Leclerc,Ferrari,1:23.397,+0.291s,22
2023,Canada,3,14, Alonso,Aston Martin Aramco Mercedes,1:24.483,+1.377s,18
2023,Canada,4,20, Magnussen,Haas Ferrari,1:24.715,+1.609s,23
2023,Canada,5,55, Sainz,Ferrari,1:24.765,+1.659s,14
2023,Canada,6,10, Gasly,Alpine Renault,1:24.825,+1.719s,19
2023,Canada,7,18, Stroll,Aston Martin Aramco Mercedes,1:24.944,+1.838s,22
2023,Canada,8,22, Tsunoda,AlphaTauri Honda RBPT,1:24.955,+1.849s,24
2023,Canada,9,77, Bottas,Alfa Romeo Ferrari,1:24.988,+1.882s,22
2023,Canada,10,44, Hamilton,Mercedes,1:25.087,+1.981s,20
2023,Canada,11,27, Hulkenberg,Haas Ferrari,1:25.140,+2.034s,20
2023,Canada,12,81, Piastri,McLaren Mercedes,1:25.191,+2.085s,25
2023,Canada,13,4, Norris,McLaren Mercedes,1:25.198,+2.092s,21
2023,Canada,14,23, Albon,Williams Mercedes,1:25.379,+2.273s,21
2023,Canada,15,63, Russell,Mercedes,1:25.435,+2.329s,20
2023,Canada,16,21, De Vries,AlphaTauri Honda RBPT,1:25.725,+2.619s,24
2023,Canada,17,11, Perez,Red Bull Racing Honda RBPT,1:25.857,+2.751s,20
2023,Canada,18,24,Zhou ,Alfa Romeo Ferrari,1:26.750,+3.644s,23
2023,Canada,19,31, Ocon,Alpine Renault,1:26.840,+3.734s,10
2023,Canada,20,2, Sargeant,Williams Mercedes,1:27.279,+4.173s,16
2023,Great Britain,1,16, Leclerc,Ferrari,1:27.419,,24
2023,Great Britain,2,23, Albon,Williams Mercedes,1:27.592,+0.173s,14
2023,Great Britain,3,14, Alonso,Aston Martin Aramco Mercedes,1:27.784,+0.365s,17
2023,Great Britain,4,10, Gasly,Alpine Renault,1:27.893,+0.474s,19
2023,Great Britain,5,44, Hamilton,Mercedes,1:27.948,+0.529s,16
2023,Great Britain,6,55, Sainz,Ferrari,1:27.964,+0.545s,21
2023,Great Britain,7,2, Sargeant,Williams Mercedes,1:28.151,+0.732s,16
2023,Great Britain,8,1, Verstappen,Red Bull Racing Honda RBPT,1:28.266,+0.847s,19
2023,Great Britain,9,63, Russell,Mercedes,1:28.284,+0.865s,17
2023,Great Britain,10,22, Tsunoda,AlphaTauri Honda RBPT,1:28.337,+0.918s,21
2023,Great Britain,11,21, De Vries,AlphaTauri Honda RBPT,1:28.504,+1.085s,20
2023,Great Britain,12,4, Norris,McLaren Mercedes,1:28.563,+1.144s,18
2023,Great Britain,13,18, Stroll,Aston Martin Aramco Mercedes,1:28.620,+1.201s,15
2023,Great Britain,14,11, Perez,Red Bull Racing Honda RBPT,1:28.904,+1.485s,19
2023,Great Britain,15,20, Magnussen,Haas Ferrari,1:29.207,+1.788s,13
2023,Great Britain,16,31, Ocon,Alpine Renault,1:29.233,+1.814s,22
2023,Great Britain,17,81, Piastri,McLaren Mercedes,1:29.437,+2.018s,20
2023,Great Britain,18,77, Bottas,Alfa Romeo Ferrari,1:29.586,+2.167s,15
2023,Great Britain,19,27, Hulkenberg,Haas Ferrari,1:33.590,+6.171s,13
2023,Great Britain,20,24,Zhou ,Alfa Romeo Ferrari,,,2
2023,Hungary,1,44, Hamilton,Mercedes,1:17.811,,20
2023,Hungary,2,1, Verstappen,Red Bull Racing Honda RBPT,1:18.061,+0.250s,23
2023,Hungary,3,11, Perez,Red Bull Racing Honda RBPT,1:18.067,+0.256s,25
2023,Hungary,4,27, Hulkenberg,Haas Ferrari,1:18.077,+0.266s,21
2023,Hungary,5,4, Norris,McLaren Mercedes,1:18.082,+0.271s,19
2023,Hungary,6,63, Russell,Mercedes,1:18.119,+0.308s,22
2023,Hungary,7,16, Leclerc,Ferrari,1:18.190,+0.379s,28
2023,Hungary,8,55, Sainz,Ferrari,1:18.234,+0.423s,29
2023,Hungary,9,14, Alonso,Aston Martin Aramco Mercedes,1:18.350,+0.539s,20
2023,Hungary,10,77, Bottas,Alfa Romeo Ferrari,1:18.489,+0.678s,24
2023,Hungary,11,18, Stroll,Aston Martin Aramco Mercedes,1:18.536,+0.725s,20
2023,Hungary,12,24,Zhou ,Alfa Romeo Ferrari,1:18.544,+0.733s,23
2023,Hungary,13,23, Albon,Williams Mercedes,1:18.592,+0.781s,17
2023,Hungary,14,81, Piastri,McLaren Mercedes,1:18.598,+0.787s,19
2023,Hungary,15,20, Magnussen,Haas Ferrari,1:18.649,+0.838s,26
2023,Hungary,16,10, Gasly,Alpine Renault,1:18.776,+0.965s,22
2023,Hungary,17,2, Sargeant,Williams Mercedes,1:18.814,+1.003s,16
2023,Hungary,18,3, Ricciardo,AlphaTauri Honda RBPT,1:18.828,+1.017s,28
2023,Hungary,19,31, Ocon,Alpine Renault,1:18.979,+1.168s,22
2023,Hungary,20,22, Tsunoda,AlphaTauri Honda RBPT,1:19.156,+1.345s,29
2023,Netherlands,1,1, Verstappen,Red Bull Racing Honda RBPT,1:21.631,,18
2023,Netherlands,2,63, Russell,Mercedes,1:22.010,+0.379s,18
2023,Netherlands,3,11, Perez,Red Bull Racing Honda RBPT,1:22.631,+1.000s,18
2023,Netherlands,4,14, Alonso,Aston Martin Aramco Mercedes,1:22.634,+1.003s,14
2023,Netherlands,5,44, Hamilton,Mercedes,1:22.723,+1.092s,18
2023,Netherlands,6,23, Albon,Williams Mercedes,1:22.750,+1.119s,19
2023,Netherlands,7,81, Piastri,McLaren Mercedes,1:22.892,+1.261s,20
2023,Netherlands,8,77, Bottas,Alfa Romeo Ferrari,1:22.965,+1.334s,25
2023,Netherlands,9,16, Leclerc,Ferrari,1:23.093,+1.462s,12
2023,Netherlands,10,4, Norris,McLaren Mercedes,1:23.158,+1.527s,24
2023,Netherlands,11,10, Gasly,Alpine Renault,1:23.210,+1.579s,15
2023,Netherlands,12,55, Sainz,Ferrari,1:23.438,+1.807s,17
2023,Netherlands,13,22, Tsunoda,AlphaTauri Honda RBPT,1:23.544,+1.913s,18
2023,Netherlands,14,2, Sargeant,Williams Mercedes,1:23.570,+1.939s,20
2023,Netherlands,15,27, Hulkenberg,Haas Ferrari,1:23.640,+2.009s,20
2023,Netherlands,16,31, Ocon,Alpine Renault,1:23.806,+2.175s,12
2023,Netherlands,17,18, Stroll,Aston Martin Aramco Mercedes,1:24.058,+2.427s,15
2023,Netherlands,18,40, Lawson,AlphaTauri Honda RBPT,1:26.343,+4.712s,26
2023,Netherlands,19,24,Zhou ,Alfa Romeo Ferrari,1:28.482,+6.851s,9
2023,Netherlands,20,20, Magnussen,Haas Ferrari,,,1
2023,Italy,1,55, Sainz,Ferrari,1:20.912,,23
2023,Italy,2,1, Verstappen,Red Bull Racing Honda RBPT,1:20.998,+0.086s,23
2023,Italy,3,44, Hamilton,Mercedes,1:21.453,+0.541s,23
2023,Italy,4,16, Leclerc,Ferrari,1:21.486,+0.574s,23
2023,Italy,5,14, Alonso,Aston Martin Aramco Mercedes,1:21.711,+0.799s,24
2023,Italy,6,63, Russell,Mercedes,1:21.730,+0.818s,25
2023,Italy,7,20, Magnussen,Haas Ferrari,1:21.884,+0.972s,21
2023,Italy,8,27, Hulkenberg,Haas Ferrari,1:21.985,+1.073s,27
2023,Italy,9,23, Albon,Williams Mercedes,1:22.054,+1.142s,18
2023,Italy,10,11, Perez,Red Bull Racing Honda RBPT,1:22.192,+1.280s,16
2023,Italy,11,18, Stroll,Aston Martin Aramco Mercedes,1:22.245,+1.333s,31
2023,Italy,12,40, Lawson,AlphaTauri Honda RBPT,1:22.296,+1.384s,29
2023,Italy,13,22, Tsunoda,AlphaTauri Honda RBPT,1:22.297,+1.385s,28
2023,Italy,14,81, Piastri,McLaren Mercedes,1:22.302,+1.390s,17
2023,Italy,15,2, Sargeant,Williams Mercedes,1:22.380,+1.468s,23
2023,Italy,16,77, Bottas,Alfa Romeo Ferrari,1:22.511,+1.599s,30
2023,Italy,17,4, Norris,McLaren Mercedes,1:22.515,+1.603s,24
2023,Italy,18,31, Ocon,Alpine Renault,1:22.739,+1.827s,20
2023,Italy,19,24,Zhou ,Alfa Romeo Ferrari,1:22.742,+1.830s,30
2023,Italy,20,10, Gasly,Alpine Renault,1:22.852,+1.940s,22
2023,Singapore,1,55, Sainz,Ferrari,1:32.065,,23
2023,Singapore,2,63, Russell,Mercedes,1:32.134,+0.069s,20
2023,Singapore,3,4, Norris,McLaren Mercedes,1:32.303,+0.238s,17
2023,Singapore,4,1, Verstappen,Red Bull Racing Honda RBPT,1:32.378,+0.313s,21
2023,Singapore,5,16, Leclerc,Ferrari,1:32.381,+0.316s,25
2023,Singapore,6,44, Hamilton,Mercedes,1:32.535,+0.470s,18
2023,Singapore,7,81, Piastri,McLaren Mercedes,1:32.730,+0.665s,18
2023,Singapore,8,11, Perez,Red Bull Racing Honda RBPT,1:32.784,+0.719s,20
2023,Singapore,9,27, Hulkenberg,Haas Ferrari,1:32.896,+0.831s,18
2023,Singapore,10,22, Tsunoda,AlphaTauri Honda RBPT,1:32.945,+0.880s,18
2023,Singapore,11,20, Magnussen,Haas Ferrari,1:32.970,+0.905s,16
2023,Singapore,12,31, Ocon,Alpine Renault,1:32.979,+0.914s,19
2023,Singapore,13,14, Alonso,Aston Martin Aramco Mercedes,1:33.051,+0.986s,19
2023,Singapore,14,18, Stroll,Aston Martin Aramco Mercedes,1:33.126,+1.061s,23
2023,Singapore,15,10, Gasly,Alpine Renault,1:33.351,+1.286s,19
2023,Singapore,16,40, Lawson,AlphaTauri Honda RBPT,1:33.357,+1.292s,19
2023,Singapore,17,23, Albon,Williams Mercedes,1:33.370,+1.305s,15
2023,Singapore,18,77, Bottas,Alfa Romeo Ferrari,1:33.540,+1.475s,26
2023,Singapore,19,24,Zhou ,Alfa Romeo Ferrari,1:33.637,+1.572s,24
2023,Singapore,20,2, Sargeant,Williams Mercedes,1:33.708,+1.643s,16
2023,Japan,1,1, Verstappen,Red Bull Racing Honda RBPT,1:30.267,,12
2023,Japan,2,4, Norris,McLaren Mercedes,1:30.507,+0.240s,16
2023,Japan,3,81, Piastri,McLaren Mercedes,1:30.555,+0.288s,15
2023,Japan,4,11, Perez,Red Bull Racing Honda RBPT,1:31.004,+0.737s,12
2023,Japan,5,16, Leclerc,Ferrari,1:31.022,+0.755s,20
2023,Japan,6,55, Sainz,Ferrari,1:31.137,+0.870s,20
2023,Japan,7,44, Hamilton,Mercedes,1:31.159,+0.892s,13
2023,Japan,8,63, Russell,Mercedes,1:31.505,+1.238s,9
2023,Japan,9,14, Alonso,Aston Martin Aramco Mercedes,1:31.549,+1.282s,16
2023,Japan,10,24,Zhou ,Alfa Romeo Ferrari,1:31.668,+1.401s,15
2023,Japan,11,77, Bottas,Alfa Romeo Ferrari,1:31.699,+1.432s,15
2023,Japan,12,20, Magnussen,Haas Ferrari,1:31.880,+1.613s,16
2023,Japan,13,31, Ocon,Alpine Renault,1:31.924,+1.657s,13
2023,Japan,14,22, Tsunoda,AlphaTauri Honda RBPT,1:31.951,+1.684s,18
2023,Japan,15,27, Hulkenberg,Haas Ferrari,1:31.979,+1.712s,13
2023,Japan,16,2, Sargeant,Williams Mercedes,1:32.002,+1.735s,13
2023,Japan,17,40, Lawson,AlphaTauri Honda RBPT,1:32.048,+1.781s,18
2023,Japan,18,23, Albon,Williams Mercedes,1:32.113,+1.846s,12
2023,Japan,19,18, Stroll,Aston Martin Aramco Mercedes,1:32.154,+1.887s,19
2023,Japan,20,10, Gasly,Alpine Renault,1:32.199,+1.932s,15
2023,Mexico,1,1, Verstappen,Red Bull Racing Honda RBPT,1:17.887,,19
2023,Mexico,2,23, Albon,Williams Mercedes,1:17.957,+0.070s,19
2023,Mexico,3,11, Perez,Red Bull Racing Honda RBPT,1:18.026,+0.139s,19
2023,Mexico,4,63, Russell,Mercedes,1:18.248,+0.361s,20
2023,Mexico,5,81, Piastri,McLaren Mercedes,1:18.392,+0.505s,22
2023,Mexico,6,77, Bottas,Alfa Romeo Ferrari,1:18.437,+0.550s,26
2023,Mexico,7,22, Tsunoda,AlphaTauri Honda RBPT,1:18.450,+0.563s,26
2023,Mexico,8,4, Norris,McLaren Mercedes,1:18.480,+0.593s,21
2023,Mexico,9,3, Ricciardo,AlphaTauri Honda RBPT,1:18.499,+0.612s,15
2023,Mexico,10,44, Hamilton,Mercedes,1:18.522,+0.635s,21
2023,Mexico,11,2, Sargeant,Williams Mercedes,1:18.718,+0.831s,15
2023,Mexico,12,24,Zhou ,Alfa Romeo Ferrari,1:18.917,+1.030s,21
2023,Mexico,13,16, Leclerc,Ferrari,1:18.970,+1.083s,22
2023,Mexico,14,18, Stroll,Aston Martin Aramco Mercedes,1:19.094,+1.207s,21
2023,Mexico,15,55, Sainz,Ferrari,1:19.293,+1.406s,23
2023,Mexico,16,27, Hulkenberg,Haas Ferrari,1:19.320,+1.433s,18
2023,Mexico,17,14, Alonso,Aston Martin Aramco Mercedes,1:19.471,+1.584s,21
2023,Mexico,18,10, Gasly,Alpine Renault,1:19.509,+1.622s,19
2023,Mexico,19,20, Magnussen,Haas Ferrari,1:19.573,+1.686s,9
2023,Mexico,20,31, Ocon,Alpine Renault,1:19.839,+1.952s,19
2023,Las Vegas,1,63, Russell,Mercedes,1:34.093,,23
2023,Las Vegas,2,81, Piastri,McLaren Mercedes,1:34.491,+0.398s,20
2023,Las Vegas,3,2, Sargeant,Williams Mercedes,1:34.645,+0.552s,17
2023,Las Vegas,4,1, Verstappen,Red Bull Racing Honda RBPT,1:34.653,+0.560s,14
2023,Las Vegas,5,11, Perez,Red Bull Racing Honda RBPT,1:34.706,+0.613s,13
2023,Las Vegas,6,23, Albon,Williams Mercedes,1:34.726,+0.633s,14
2023,Las Vegas,7,14, Alonso,Aston Martin Aramco Mercedes,1:34.788,+0.695s,18
2023,Las Vegas,8,44, Hamilton,Mercedes,1:34.853,+0.760s,24
2023,Las Vegas,9,77, Bottas,Alfa Romeo Ferrari,1:34.908,+0.815s,18
2023,Las Vegas,10,20, Magnussen,Haas Ferrari,1:35.067,+0.974s,18
2023,Las Vegas,11,4, Norris,McLaren Mercedes,1:35.089,+0.996s,17
2023,Las Vegas,12,27, Hulkenberg,Haas Ferrari,1:35.112,+1.019s,17
2023,Las Vegas,13,18, Stroll,Aston Martin Aramco Mercedes,1:35.253,+1.160s,20
2023,Las Vegas,14,31, Ocon,Alpine Renault,1:35.297,+1.204s,15
2023,Las Vegas,15,24,Zhou ,Alfa Romeo Ferrari,1:35.881,+1.788s,15
2023,Las Vegas,16,16, Leclerc,Ferrari,1:35.908,+1.815s,22
2023,Las Vegas,17,55, Sainz,Ferrari,1:35.939,+1.846s,21
2023,Las Vegas,18,22, Tsunoda,AlphaTauri Honda RBPT,1:36.087,+1.994s,15
2023,Las Vegas,19,10, Gasly,Alpine Renault,1:36.485,+2.392s,12
2023,Las Vegas,20,3, Ricciardo,AlphaTauri Honda RBPT,1:37.778,+3.685s,15
2023,Abu Dhabi,1,63, Russell,Mercedes,1:24.418,,14
2023,Abu Dhabi,2,4, Norris,McLaren Mercedes,1:24.513,+0.095s,16
2023,Abu Dhabi,3,81, Piastri,McLaren Mercedes,1:24.810,+0.392s,16
2023,Abu Dhabi,4,23, Albon,Williams Mercedes,1:24.929,+0.511s,17
2023,Abu Dhabi,5,16, Leclerc,Ferrari,1:25.099,+0.681s,27
2023,Abu Dhabi,6,1, Verstappen,Red Bull Racing Honda RBPT,1:25.153,+0.735s,19
2023,Abu Dhabi,7,31, Ocon,Alpine Renault,1:25.194,+0.776s,18
2023,Abu Dhabi,8,2, Sargeant,Williams Mercedes,1:25.205,+0.787s,17
2023,Abu Dhabi,9,22, Tsunoda,AlphaTauri Honda RBPT,1:25.222,+0.804s,15
2023,Abu Dhabi,10,24,Zhou ,Alfa Romeo Ferrari,1:25.258,+0.840s,23
2023,Abu Dhabi,11,11, Perez,Red Bull Racing Honda RBPT,1:25.259,+0.841s,21
2023,Abu Dhabi,12,44, Hamilton,Mercedes,1:25.292,+0.874s,26
2023,Abu Dhabi,13,10, Gasly,Alpine Renault,1:25.303,+0.885s,18
2023,Abu Dhabi,14,14, Alonso,Aston Martin Aramco Mercedes,1:25.343,+0.925s,25
2023,Abu Dhabi,15,18, Stroll,Aston Martin Aramco Mercedes,1:25.405,+0.987s,24
2023,Abu Dhabi,16,77, Bottas,Alfa Romeo Ferrari,1:25.420,+1.002s,16
2023,Abu Dhabi,17,27, Hulkenberg,Haas Ferrari,1:25.584,+1.166s,22
2023,Abu Dhabi,18,3, Ricciardo,AlphaTauri Honda RBPT,1:25.597,+1.179s,15
2023,Abu Dhabi,19,20, Magnussen,Haas Ferrari,1:25.652,+1.234s,20
2023,Abu Dhabi,20,55, Sainz,Ferrari,1:25.713,+1.295s,29
2022,Bahrain,1,1, Verstappen,Red Bull Racing RBPT,1:32.544,,15
2022,Bahrain,2,16, Leclerc,Ferrari,1:32.640,+0.096s,16
2022,Bahrain,3,11, Perez,Red Bull Racing RBPT,1:32.791,+0.247s,20
2022,Bahrain,4,63, Russell,Mercedes,1:32.935,+0.391s,19
2022,Bahrain,5,55, Sainz,Ferrari,1:33.053,+0.509s,20
2022,Bahrain,6,44, Hamilton,Mercedes,1:33.121,+0.577s,15
2022,Bahrain,7,20, Magnussen,Haas Ferrari,1:33.437,+0.893s,15
2022,Bahrain,8,77, Bottas,Alfa Romeo Ferrari,1:33.733,+1.189s,21
2022,Bahrain,9,24,Zhou ,Alfa Romeo Ferrari,1:33.880,+1.336s,18
2022,Bahrain,10,18, Stroll,Aston Martin Aramco Mercedes,1:33.920,+1.376s,14
