year,race,position,number,driver,car,time,laps
1994,San Marino,20,15, de Cesaris,Jordan Hart,1:25.234,10
1994,San Marino,21,20, Comas,Larrousse Ford,1:26.295,5
1994,San Marino,22,11, Lamy,Lotus Mugen Honda,1:26.453,11
1994,San Marino,23,19, Beretta,Larrousse Ford,1:27.179,5
1994,San Marino,24,31, Brabham,Simtek Ford,1:27.607,5
1994,San Marino,25,32, Ratzenberger,Simtek Ford,1:27.657,11
1994,San Marino,26,34, Gachot,Pacific Ilmor,1:27.732,11
1994,San Marino,27,33, Belmondo,Pacific Ilmor,1:28.361,12
1994,San Marino,28,14, Barrichello,Jordan Hart,14:57.323,1
1994,Monaco,1,5, Schumacher,Benetton Ford,1:20.230,9
1994,Monaco,2,8, Brundle,McLaren Peugeot,1:21.580,10
1994,Monaco,3,7, Hakkinen,McLaren Peugeot,1:21.881,11
1994,Monaco,4,28, Berger,Ferrari,1:22.038,11
1994,Monaco,5,27, Alesi,Ferrari,1:22.521,7
1994,Monaco,6,0, Hill,Williams Renault,1:22.605,11
1994,Monaco,7,23, Martini,Minardi Ford,1:23.162,8
1994,Monaco,8,20, Comas,Larrousse Ford,1:23.514,7
1994,Monaco,9,4, Blundell,Tyrrell Yamaha,1:23.522,3
1994,Monaco,10,10, Morbidelli,Footwork Ford,1:23.580,11
1994,Monaco,11,9, Fittipaldi,Footwork Ford,1:23.588,11
1994,Monaco,12,6, Jarvilehto,Benetton Ford,1:23.885,11
1994,Monaco,13,12, Herbert,Lotus Mugen Honda,1:24.103,8
1994,Monaco,14,19, Beretta,Larrousse Ford,1:24.126,11
1994,Monaco,15,3, Katayama,Tyrrell Yamaha,1:24.488,10
1994,Monaco,16,15, de Cesaris,Jordan Hart,1:24.519,11
1994,Monaco,17,14, Barrichello,Jordan Hart,1:24.731,11
1994,Monaco,18,26, Panis,Ligier Renault,1:25.115,10
1994,Monaco,19,24, Alboreto,Minardi Ford,1:25.421,11
1994,Monaco,20,11, Lamy,Lotus Mugen Honda,1:25.859,11
1994,Monaco,21,31, Brabham,Simtek Ford,1:26.690,10
1994,Monaco,22,25, Bernard,Ligier Renault,1:27.694,3
1994,Monaco,23,33, Belmondo,Pacific Ilmor,1:29.984,9
1994,Monaco,24,34, Gachot,Pacific Ilmor,1:48.173,2
1994,Spain,1,5, Schumacher,Benetton Ford,1:23.426,10
1994,Spain,2,7, Hakkinen,McLaren Peugeot,1:24.580,12
1994,Spain,3,0, Hill,Williams Renault,1:24.716,12
1994,Spain,4,27, Alesi,Ferrari,1:24.957,11
1994,Spain,5,30, Frentzen,Sauber Mercedes,1:25.115,12
1994,Spain,6,23, Martini,Minardi Ford,1:25.502,12
1994,Spain,7,6, Jarvilehto,Benetton Ford,1:25.587,10
1994,Spain,8,4, Blundell,Tyrrell Yamaha,1:25.863,11
1994,Spain,9,14, Barrichello,Jordan Hart,1:25.990,11
1994,Spain,10,20, Comas,Larrousse Ford,1:26.097,12
1994,Spain,11,28, Berger,Ferrari,1:26.121,7
1994,Spain,12,15, Irvine,Jordan Hart,1:26.368,12
1994,Spain,13,24, Alboreto,Minardi Ford,1:26.595,12
1994,Spain,14,8, Brundle,McLaren Peugeot,1:26.614,12
1994,Spain,15,3, Katayama,Tyrrell Yamaha,1:27.017,4
1994,Spain,16,2, Coulthard,Williams Renault,1:27.428,7
1994,Spain,17,10, Morbidelli,Footwork Ford,1:27.459,12
1994,Spain,18,9, Fittipaldi,Footwork Ford,1:27.631,12
1994,Spain,19,26, Panis,Ligier Renault,1:27.872,12
1994,Spain,20,19, Beretta,Larrousse Ford,1:28.011,7
1994,Spain,21,25, Bernard,Ligier Renault,1:28.289,12
1994,Spain,22,11, Zanardi,Lotus Mugen Honda,1:30.379,5
1994,Spain,23,31, Brabham,Simtek Ford,1:30.797,10
1994,Spain,24,32, Montermini,Simtek Ford,1:31.111,11
1994,Spain,25,33, Belmondo,Pacific Ilmor,1:31.750,12
1994,Spain,26,34, Gachot,Pacific Ilmor,1:34.318,3
1994,Spain,27,12, Herbert,Lotus Mugen Honda,1:59.009,3
1994,Canada,1,27, Alesi,Ferrari,1:26.277,12
1994,Canada,2,5, Schumacher,Benetton Ford,1:26.820,12
1994,Canada,3,7, Hakkinen,McLaren Peugeot,1:27.616,12
1994,Canada,4,28, Berger,Ferrari,1:27.652,12
1994,Canada,5,3, Katayama,Tyrrell Yamaha,1:27.827,11
1994,Canada,6,0, Hill,Williams Renault,1:28.011,12
1994,Canada,7,30, Frentzen,Sauber Mercedes,1:28.048,10
1994,Canada,8,8, Brundle,McLaren Peugeot,1:28.451,12
1994,Canada,9,14, Barrichello,Jordan Hart,1:28.612,9
1994,Canada,10,2, Coulthard,Williams Renault,1:28.636,8
1994,Canada,11,10, Morbidelli,Footwork Ford,1:28.730,12
1994,Canada,12,15, Irvine,Jordan Hart,1:28.843,12
1994,Canada,13,4, Blundell,Tyrrell Yamaha,1:29.108,11
1994,Canada,14,9, Fittipaldi,Footwork Ford,1:29.493,12
1994,Canada,15,26, Panis,Ligier Renault,1:29.530,12
1994,Canada,16,6, Jarvilehto,Benetton Ford,1:29.580,10
1994,Canada,17,24, Alboreto,Minardi Ford,1:29.597,9
1994,Canada,18,20, Comas,Larrousse Ford,1:29.653,12
1994,Canada,19,23, Martini,Minardi Ford,1:29.691,11
1994,Canada,20,29, de Cesaris,Sauber Mercedes,1:29.793,12
1994,Canada,21,12, Herbert,Lotus Mugen Honda,1:30.063,11
1994,Canada,22,25, Bernard,Ligier Renault,1:30.806,12
1994,Canada,23,19, Beretta,Larrousse Ford,1:31.167,12
1994,Canada,24,11, Zanardi,Lotus Mugen Honda,1:31.698,11
1994,Canada,25,31, Brabham,Simtek Ford,1:32.376,11
1994,Canada,26,34, Gachot,Pacific Ilmor,1:32.838,11
1994,Canada,27,33, Belmondo,Pacific Ilmor,1:33.291,11
1994,France,1,5, Schumacher,Benetton Ford,1:17.085,8
1994,France,2,28, Berger,Ferrari,1:17.441,11
1994,France,3,0, Hill,Williams Renault,1:17.539,12
1994,France,4,27, Alesi,Ferrari,1:17.855,9
1994,France,5,8, Brundle,McLaren Peugeot,1:18.112,11
1994,France,6,14, Barrichello,Jordan Hart,1:18.326,10
1994,France,7,2, Mansell,Williams Renault,1:18.340,11
1994,France,8,6, Verstappen,Benetton Ford,1:18.669,7
1994,France,9,7, Hakkinen,McLaren Peugeot,1:19.041,9
1994,France,10,25, Bernard,Ligier Renault,1:19.292,10
1994,France,11,30, Frentzen,Sauber Mercedes,1:19.318,10
1994,France,12,15, Irvine,Jordan Hart,1:19.463,11
1994,France,13,26, Panis,Ligier Renault,1:19.697,11
1994,France,14,3, Katayama,Tyrrell Yamaha,1:19.969,12
1994,France,15,4, Blundell,Tyrrell Yamaha,1:20.001,12
1994,France,16,23, Martini,Minardi Ford,1:20.084,12
1994,France,17,24, Alboreto,Minardi Ford,1:20.097,12
1994,France,18,12, Herbert,Lotus Mugen Honda,1:20.108,12
1994,France,19,11, Zanardi,Lotus Mugen Honda,1:20.122,11
1994,France,20,29, de Cesaris,Sauber Mercedes,1:20.145,11
1994,France,21,20, Comas,Larrousse Ford,1:20.576,8
1994,France,22,10, Morbidelli,Footwork Ford,1:20.707,8
1994,France,23,9, Fittipaldi,Footwork Ford,1:20.801,9
1994,France,24,19, Beretta,Larrousse Ford,1:21.964,7
1994,France,25,31, Brabham,Simtek Ford,1:22.527,11
1994,France,26,32, Gounon,Simtek Ford,1:23.264,6
1994,France,27,34, Gachot,Pacific Ilmor,1:24.048,10
1994,France,28,33, Belmondo,Pacific Ilmor,1:24.637,5
1994,Great Britain,1,5, Schumacher,Benetton Ford,1:26.323,8
1994,Great Britain,2,28, Berger,Ferrari,1:26.738,12
1994,Great Britain,3,27, Alesi,Ferrari,1:26.891,12
1994,Great Britain,4,0, Hill,Williams Renault,1:26.894,8
1994,Great Britain,5,30, Frentzen,Sauber Mercedes,1:27.284,10
1994,Great Britain,6,2, Coulthard,Williams Renault,1:27.698,7
1994,Great Britain,7,14, Barrichello,Jordan Hart,1:27.890,11
1994,Great Britain,8,15, Irvine,Jordan Hart,1:27.890,11
1994,Great Britain,9,3, Katayama,Tyrrell Yamaha,1:27.936,12
1994,Great Britain,10,7, Hakkinen,McLaren Peugeot,1:27.983,9
1994,Great Britain,11,10, Morbidelli,Footwork Ford,1:28.159,12
1994,Great Britain,12,8, Brundle,McLaren Peugeot,1:28.224,12
1994,Great Britain,13,4, Blundell,Tyrrell Yamaha,1:28.510,10
1994,Great Britain,14,23, Martini,Minardi Ford,1:28.517,12
1994,Great Britain,15,9, Fittipaldi,Footwork Ford,1:28.816,10
1994,Great Britain,16,6, Verstappen,Benetton Ford,1:29.142,2
1994,Great Britain,17,11, Zanardi,Lotus Mugen Honda,1:29.240,12
1994,Great Britain,18,12, Herbert,Lotus Mugen Honda,1:29.268,12
1994,Great Britain,19,26, Panis,Ligier Renault,1:29.381,12
1994,Great Britain,20,24, Alboreto,Minardi Ford,1:29.403,12
1994,Great Britain,21,19, Beretta,Larrousse Ford,1:29.971,12
1994,Great Britain,22,29, de Cesaris,Sauber Mercedes,1:30.034,11
1994,Great Britain,23,25, Bernard,Ligier Renault,1:30.058,9
1994,Great Britain,24,20, Comas,Larrousse Ford,1:30.274,11
1994,Great Britain,25,32, Gounon,Simtek Ford,1:31.225,12
1994,Great Britain,26,31, Brabham,Simtek Ford,1:31.437,8
1994,Great Britain,27,34, Gachot,Pacific Ilmor,1:31.496,11
1994,Great Britain,28,33, Belmondo,Pacific Ilmor,1:34.631,5
1994,Germany,1,0, Hill,Williams Renault,1:44.026,10
1994,Germany,2,28, Berger,Ferrari,1:44.616,5
1994,Germany,3,5, Schumacher,Benetton Ford,1:44.875,4
1994,Germany,4,27, Alesi,Ferrari,1:45.272,5
1994,Germany,5,2, Coulthard,Williams Renault,1:45.477,12
1994,Germany,6,7, Hakkinen,McLaren Peugeot,1:45.487,10
1994,Germany,7,4, Blundell,Tyrrell Yamaha,1:45.814,11
1994,Germany,8,15, Irvine,Jordan Hart,1:45.911,11
1994,Germany,9,14, Barrichello,Jordan Hart,1:45.962,12
1994,Germany,10,30, Frentzen,Sauber Mercedes,1:46.488,9
1994,Germany,11,3, Katayama,Tyrrell Yamaha,1:46.534,7
1994,Germany,12,8, Brundle,McLaren Peugeot,1:46.644,12
1994,Germany,13,9, Fittipaldi,Footwork Ford,1:47.150,11
1994,Germany,14,25, Bernard,Ligier Renault,1:47.531,9
1994,Germany,15,11, Zanardi,Lotus Mugen Honda,1:47.678,12
1994,Germany,16,29, de Cesaris,Sauber Mercedes,1:47.745,8
1994,Germany,17,10, Morbidelli,Footwork Ford,1:47.814,11
1994,Germany,18,23, Martini,Minardi Ford,1:47.831,12
1994,Germany,19,26, Panis,Ligier Renault,1:47.925,7
1994,Germany,20,24, Alboreto,Minardi Ford,1:48.402,9
1994,Germany,21,12, Herbert,Lotus Mugen Honda,1:48.621,2
1994,Germany,22,19, Beretta,Larrousse Ford,1:48.681,12
1994,Germany,23,20, Comas,Larrousse Ford,1:48.770,12
1994,Germany,24,32, Gounon,Simtek Ford,1:50.361,8
1994,Germany,25,31, Brabham,Simtek Ford,1:50.685,9
1994,Germany,26,33, Belmondo,Pacific Ilmor,1:51.916,11
1994,Germany,27,34, Gachot,Pacific Ilmor,1:52.839,5
1994,Germany,28,6, Verstappen,Benetton Ford,40:34.496,1
1994,Hungary,1,5, Schumacher,Benetton Ford,1:19.479,12
1994,Hungary,2,0, Hill,Williams Renault,1:19.700,11
1994,Hungary,3,2, Coulthard,Williams Renault,1:20.395,9
1994,Hungary,4,8, Brundle,McLaren Peugeot,1:20.819,12
1994,Hungary,5,28, Berger,Ferrari,1:21.009,12
1994,Hungary,6,6, Verstappen,Benetton Ford,1:21.141,12
1994,Hungary,7,27, Alesi,Ferrari,1:21.280,12
1994,Hungary,8,15, Irvine,Jordan Hart,1:21.406,11
1994,Hungary,9,14, Barrichello,Jordan Hart,1:21.498,12
1994,Hungary,10,4, Blundell,Tyrrell Yamaha,1:21.731,12
1994,Hungary,11,3, Katayama,Tyrrell Yamaha,1:21.877,12
1994,Hungary,12,30, Frentzen,Sauber Mercedes,1:22.268,12
1994,Hungary,13,10, Morbidelli,Footwork Ford,1:22.311,12
1994,Hungary,14,9, Fittipaldi,Footwork Ford,1:22.375,10
1994,Hungary,15,24, Alboreto,Minardi Ford,1:22.379,11
1994,Hungary,16,20, Comas,Larrousse Ford,1:22.754,12
1994,Hungary,17,7, Alliot,McLaren Peugeot,1:22.915,8
1994,Hungary,18,26, Panis,Ligier Renault,1:23.244,12
1994,Hungary,19,25, Bernard,Ligier Renault,1:23.269,12
1994,Hungary,20,12, Herbert,Lotus Mugen Honda,1:23.306,12
1994,Hungary,21,11, Zanardi,Lotus Mugen Honda,1:23.361,11
1994,Hungary,22,29, de Cesaris,Sauber Mercedes,1:23.573,12
1994,Hungary,23,31, Brabham,Simtek Ford,1:24.181,12
1994,Hungary,24,23, Martini,Minardi Ford,1:24.440,4
1994,Hungary,25,19, Beretta,Larrousse Ford,1:24.645,12
1994,Hungary,26,34, Gachot,Pacific Ilmor,1:26.521,10
1994,Hungary,27,32, Gounon,Simtek Ford,1:26.678,10
1994,Hungary,28,33, Belmondo,Pacific Ilmor,1:28.334,11
1994,Belgium,1,14, Barrichello,Jordan Hart,2:21.163,9
1994,Belgium,2,5, Schumacher,Benetton Ford,2:21.494,7
1994,Belgium,3,0, Hill,Williams Renault,2:21.681,10
1994,Belgium,4,15, Irvine,Jordan Hart,2:22.074,11
1994,Belgium,5,27, Alesi,Ferrari,2:22.202,11
1994,Belgium,6,6, Verstappen,Benetton Ford,2:22.218,12
1994,Belgium,7,2, Coulthard,Williams Renault,2:22.359,10
1994,Belgium,8,7, Hakkinen,McLaren Peugeot,2:22.441,11
1994,Belgium,9,30, Frentzen,Sauber Mercedes,2:22.634,11
1994,Belgium,10,23, Martini,Minardi Ford,2:23.326,9
1994,Belgium,11,28, Berger,Ferrari,2:23.895,5
1994,Belgium,12,4, Blundell,Tyrrell Yamaha,2:24.048,9
1994,Belgium,13,8, Brundle,McLaren Peugeot,2:24.117,11
1994,Belgium,14,10, Morbidelli,Footwork Ford,2:25.114,12
1994,Belgium,15,29, de Cesaris,Sauber Mercedes,2:25.695,11
1994,Belgium,16,25, Bernard,Ligier Renault,2:26.044,12
1994,Belgium,17,26, Panis,Ligier Renault,2:26.079,12
1994,Belgium,18,24, Alboreto,Minardi Ford,2:26.738,11
1994,Belgium,19,19, Alliot,Larrousse Ford,2:26.901,12
1994,Belgium,20,12, Herbert,Lotus Mugen Honda,2:27.155,12
1994,Belgium,21,31, Brabham,Simtek Ford,2:27.212,11
1994,Belgium,22,20, Comas,Larrousse Ford,2:28.156,11
1994,Belgium,23,3, Katayama,Tyrrell Yamaha,2:28.979,5
1994,Belgium,24,32, Gounon,Simtek Ford,2:31.755,8
1994,Belgium,25,11, Adams,Lotus Mugen Honda,2:33.885,11
1994,Belgium,26,34, Gachot,Pacific Ilmor,2:34.582,7
1994,Belgium,27,33, Belmondo,Pacific Ilmor,2:35.729,7
1994,Belgium,28,9, Fittipaldi,Footwork Ford,16:56.162,1
1994,Italy,1,27, Alesi,Ferrari,1:24.620,11
1994,Italy,2,0, Hill,Williams Renault,1:24.734,9
1994,Italy,3,2, Coulthard,Williams Renault,1:24.869,12
1994,Italy,4,28, Berger,Ferrari,1:24.915,12
1994,Italy,5,7, Hakkinen,McLaren Peugeot,1:26.004,12
1994,Italy,6,12, Herbert,Lotus Mugen Honda,1:26.365,12
1994,Italy,7,30, Frentzen,Sauber Mercedes,1:26.406,10
1994,Italy,8,3, Katayama,Tyrrell Yamaha,1:26.525,11
1994,Italy,9,4, Blundell,Tyrrell Yamaha,1:26.574,12
1994,Italy,10,8, Brundle,McLaren Peugeot,1:26.899,11
1994,Italy,11,26, Panis,Ligier Renault,1:26.958,12
1994,Italy,12,14, Barrichello,Jordan Hart,1:27.034,8
1994,Italy,13,29, de Cesaris,Sauber Mercedes,1:27.188,12
1994,Italy,14,6, Verstappen,Benetton Ford,1:27.361,12
1994,Italy,15,25, Bernard,Ligier Renault,1:27.387,9
1994,Italy,16,5, Jarvilehto,Benetton Ford,1:27.611,12
1994,Italy,17,11, Zanardi,Lotus Mugen Honda,1:27.617,12
1994,Italy,18,24, Alboreto,Minardi Ford,1:27.623,12
1994,Italy,19,9, Fittipaldi,Footwork Ford,1:27.675,12
1994,Italy,20,10, Morbidelli,Footwork Ford,1:27.939,12
1994,Italy,21,19, Dalmas,Larrousse Ford,1:29.528,11
1994,Italy,22,32, Gounon,Simtek Ford,1:29.594,12
1994,Italy,23,20, Comas,Larrousse Ford,1:30.530,4
1994,Italy,24,31, Brabham,Simtek Ford,1:30.691,9
1994,Italy,25,34, Gachot,Pacific Ilmor,1:31.549,12
1994,Italy,26,33, Belmondo,Pacific Ilmor,1:32.035,12
1994,Italy,27,23, Martini,Minardi Ford,19:42.320,2
1994,Portugal,1,28, Berger,Ferrari,1:20.608,9
1994,Portugal,2,0, Hill,Williams Renault,1:20.803,10
1994,Portugal,3,2, Coulthard,Williams Renault,1:21.120,9
1994,Portugal,4,7, Hakkinen,McLaren Peugeot,1:21.251,10
1994,Portugal,5,27, Alesi,Ferrari,1:21.517,8
1994,Portugal,6,3, Katayama,Tyrrell Yamaha,1:21.590,11
1994,Portugal,7,8, Brundle,McLaren Peugeot,1:21.656,12
1994,Portugal,8,14, Barrichello,Jordan Hart,1:21.839,11
1994,Portugal,9,4, Blundell,Tyrrell Yamaha,1:22.288,11
1994,Portugal,10,5, Jarvilehto,Benetton Ford,1:22.613,11
1994,Portugal,11,6, Verstappen,Benetton Ford,1:22.614,11
1994,Portugal,12,9, Fittipaldi,Footwork Ford,1:22.636,11
1994,Portugal,13,30, Frentzen,Sauber Mercedes,1:22.795,3
1994,Portugal,14,29, de Cesaris,Sauber Mercedes,1:22.885,12
1994,Portugal,15,10, Morbidelli,Footwork Ford,1:22.974,11
1994,Portugal,16,23, Martini,Minardi Ford,1:23.243,9
1994,Portugal,17,24, Alboreto,Minardi Ford,1:23.364,11
1994,Portugal,18,15, Irvine,Jordan Hart,1:23.411,10
1994,Portugal,19,26, Panis,Ligier Renault,1:23.711,9
1994,Portugal,20,20, Comas,Larrousse Ford,1:24.192,11
1994,Portugal,21,19, Dalmas,Larrousse Ford,1:24.438,11
1994,Portugal,22,31, Brabham,Simtek Ford,1:24.527,10
1994,Portugal,23,25, Bernard,Ligier Renault,1:25.039,10
1994,Portugal,24,11, Adams,Lotus Mugen Honda,1:25.313,9
1994,Portugal,25,32, Gounon,Simtek Ford,1:25.686,9
1994,Portugal,26,34, Gachot,Pacific Ilmor,1:27.960,7
1994,Portugal,27,33, Belmondo,Pacific Ilmor,1:32.706,7
1994,Europe,1,0, Hill,Williams Renault,1:24.137,12
1994,Europe,2,30, Frentzen,Sauber Mercedes,1:24.184,8
1994,Europe,3,5, Schumacher,Benetton Ford,1:24.207,10
1994,Europe,4,14, Barrichello,Jordan Hart,1:24.700,9
1994,Europe,5,15, Irvine,Jordan Hart,1:24.794,9
1994,Europe,6,2, Mansell,Williams Renault,1:24.971,12
1994,Europe,7,28, Berger,Ferrari,1:25.079,9
1994,Europe,8,27, Alesi,Ferrari,1:25.182,9
1994,Europe,9,7, Hakkinen,McLaren Peugeot,1:25.275,9
1994,Europe,10,26, Panis,Ligier Renault,1:25.384,11
1994,Europe,11,29, de Cesaris,Sauber Mercedes,1:25.407,10
1994,Europe,12,23, Martini,Minardi Ford,1:25.812,11
1994,Europe,13,8, Brundle,McLaren Peugeot,1:25.942,9
1994,Europe,14,4, Blundell,Tyrrell Yamaha,1:25.995,12
1994,Europe,15,10, Morbidelli,Footwork Ford,1:26.048,12
1994,Europe,16,9, Fittipaldi,Footwork Ford,1:26.094,12
1994,Europe,17,25, Herbert,Ligier Renault,1:26.241,12
1994,Europe,18,3, Katayama,Tyrrell Yamaha,1:26.304,4
1994,Europe,19,24, Alboreto,Minardi Ford,1:26.744,11
1994,Europe,20,12, Zanardi,Lotus Mugen Honda,1:26.973,10
1994,Europe,21,20, Comas,Larrousse Ford,1:28.042,12
1994,Europe,22,11, Bernard,Lotus Mugen Honda,1:28.047,12
1994,Europe,23,31, Brabham,Simtek Ford,1:28.388,11
1994,Europe,24,19, Noda,Larrousse Ford,1:29.041,10
1994,Europe,25,32, Schiattarella,Simtek Ford,1:30.069,12
1994,Europe,26,34, Gachot,Pacific Ilmor,1:30.099,8
1994,Europe,27,33, Belmondo,Pacific Ilmor,1:31.162,9
1994,Europe,28,6, Verstappen,Benetton Ford,1:35.441,2
1994,Japan,1,5, Schumacher,Benetton Ford,1:37.209,7
1994,Japan,2,0, Hill,Williams Renault,1:37.696,12
1994,Japan,3,30, Frentzen,Sauber Mercedes,1:37.742,9
1994,Japan,4,2, Mansell,Williams Renault,1:37.768,11
1994,Japan,5,6, Herbert,Benetton Ford,1:37.828,10
1994,Japan,6,15, Irvine,Jordan Hart,1:37.880,12
1994,Japan,7,27, Alesi,Ferrari,1:37.907,10
1994,Japan,8,7, Hakkinen,McLaren Peugeot,1:37.998,12
1994,Japan,9,8, Brundle,McLaren Peugeot,1:38.076,10
1994,Japan,10,14, Barrichello,Jordan Hart,1:38.533,12
1994,Japan,11,28, Berger,Ferrari,1:38.570,12
1994,Japan,12,10, Morbidelli,Footwork Ford,1:39.030,10
1994,Japan,13,4, Blundell,Tyrrell Yamaha,1:39.266,12
1994,Japan,14,3, Katayama,Tyrrell Yamaha,1:39.462,11
1994,Japan,15,29, Jarvilehto,Sauber Mercedes,1:39.483,9
1994,Japan,16,23, Martini,Minardi Ford,1:39.548,9
1994,Japan,17,12, Zanardi,Lotus Mugen Honda,1:39.721,12
1994,Japan,18,9, Fittipaldi,Footwork Ford,1:39.868,10
1994,Japan,19,26, Panis,Ligier Renault,1:40.042,12
1994,Japan,20,25, Lagorce,Ligier Renault,1:40.577,11
1994,Japan,21,24, Alboreto,Minardi Ford,1:40.652,12
1994,Japan,22,20, Comas,Larrousse Ford,1:40.978,11
1994,Japan,23,19, Noda,Larrousse Ford,1:40.990,12
1994,Japan,24,31, Brabham,Simtek Ford,1:41.659,11
1994,Japan,25,11, Salo,Lotus Mugen Honda,1:41.805,12
1994,Japan,26,32, Inoue,Simtek Ford,1:45.004,9
1994,Japan,27,34, Gachot,Pacific Ilmor,1:46.374,5
1994,Japan,28,33, Belmondo,Pacific Ilmor,1:46.629,9
1994,Australia,1,2, Mansell,Williams Renault,1:16.179,11
1994,Australia,2,5, Schumacher,Benetton Ford,1:16.197,9
1994,Australia,3,0, Hill,Williams Renault,1:16.830,12
1994,Australia,4,7, Hakkinen,McLaren Peugeot,1:16.992,11
1994,Australia,5,14, Barrichello,Jordan Hart,1:17.537,12
1994,Australia,6,15, Irvine,Jordan Hart,1:17.667,11
1994,Australia,7,6, Herbert,Benetton Ford,1:17.727,10
1994,Australia,8,27, Alesi,Ferrari,1:17.801,11
1994,Australia,9,8, Brundle,McLaren Peugeot,1:17.950,10
1994,Australia,10,30, Frentzen,Sauber Mercedes,1:17.962,11
1994,Australia,11,28, Berger,Ferrari,1:18.070,11
1994,Australia,12,26, Panis,Ligier Renault,1:18.072,12
1994,Australia,13,4, Blundell,Tyrrell Yamaha,1:18.237,12
1994,Australia,14,12, Zanardi,Lotus Mugen Honda,1:18.331,12
1994,Australia,15,3, Katayama,Tyrrell Yamaha,1:18.411,10
1994,Australia,16,24, Alboreto,Minardi Ford,1:18.755,12
1994,Australia,17,29, Jarvilehto,Sauber Mercedes,1:18.806,12
1994,Australia,18,23, Martini,Minardi Ford,1:18.957,12
1994,Australia,19,9, Fittipaldi,Footwork Ford,1:19.061,11
1994,Australia,20,25, Lagorce,Ligier Renault,1:19.153,12
1994,Australia,21,10, Morbidelli,Footwork Ford,1:19.610,12
1994,Australia,22,11, Salo,Lotus Mugen Honda,1:19.844,11
1994,Australia,23,19, Noda,Larrousse Ford,1:20.145,12
1994,Australia,24,31, Brabham,Simtek Ford,1:20.442,11
1994,Australia,25,20, Deletraz,Larrousse Ford,1:22.422,12
1994,Australia,26,32, Schiattarella,Simtek Ford,1:22.529,7
1994,Australia,27,33, Belmondo,Pacific Ilmor,1:24.087,12
1994,Australia,28,34, Gachot,Pacific Ilmor,7:40.317,2
1993,South Africa,1,2, Prost,Williams Renault,1:16.804,18
1993,South Africa,2,8, Senna,McLaren Ford,1:17.152,14
1993,South Africa,3,5, Schumacher,Benetton Ford,1:17.507,16
1993,South Africa,4,0, Hill,Williams Renault,1:17.732,15
1993,South Africa,5,27, Alesi,Ferrari,1:18.775,16
1993,South Africa,6,7, Andretti,McLaren Ford,1:18.903,19
1993,South Africa,7,30, Jarvilehto,Sauber,1:19.120,13
1993,South Africa,8,25, Brundle,Ligier Renault,1:19.138,17
1993,South Africa,9,6, Patrese,Benetton Ford,1:19.341,18
1993,South Africa,10,19, Alliot,Larrousse Lamborghini,1:19.350,16
1993,South Africa,11,26, Blundell,Ligier Renault,1:19.688,13
1993,South Africa,12,23, Fittipaldi,Minardi Ford,1:19.825,19
1993,South Africa,13,12, Herbert,Lotus Ford,1:20.009,12
1993,South Africa,14,28, Berger,Ferrari,1:20.066,11
1993,South Africa,15,14, Barrichello,Jordan Hart,1:20.118,14
1993,South Africa,16,11, Zanardi,Lotus Ford,1:20.150,13
1993,South Africa,17,29, Wendlinger,Sauber,1:20.365,5
1993,South Africa,18,3, Katayama,Tyrrell Yamaha,1:20.401,13
1993,South Africa,19,4, de Cesaris,Tyrrell Yamaha,1:20.721,13
1993,South Africa,20,9, Warwick,Footwork Mugen Honda,1:20.821,16
1993,South Africa,21,15, Capelli,Jordan Hart,1:20.841,13
1993,South Africa,22,24, Barbazza,Minardi Ford,1:20.994,13
1993,South Africa,23,20, Comas,Larrousse Lamborghini,1:21.000,5
1993,South Africa,24,10, Suzuki,Footwork Mugen Honda,1:21.342,14
1993,South Africa,25,21, Alboreto,Lola Ferrari,1:22.843,12
1993,South Africa,26,22, Badoer,Lola Ferrari,1:24.737,6
1993,Brazil,1,2, Prost,Williams Renault,1:16.809,12
1993,Brazil,2,0, Hill,Williams Renault,1:17.856,12
1993,Brazil,3,8, Senna,McLaren Ford,1:18.639,11
1993,Brazil,4,5, Schumacher,Benetton Ford,1:19.061,12
1993,Brazil,5,29, Wendlinger,Sauber,1:19.230,12
1993,Brazil,6,27, Alesi,Ferrari,1:19.260,12
1993,Brazil,7,28, Berger,Ferrari,1:19.561,8
1993,Brazil,8,12, Herbert,Lotus Ford,1:19.830,9
1993,Brazil,9,19, Alliot,Larrousse Lamborghini,1:20.057,12
1993,Brazil,10,20, Comas,Larrousse Lamborghini,1:20.061,12
1993,Brazil,11,7, Andretti,McLaren Ford,1:20.093,12
1993,Brazil,12,26, Blundell,Ligier Renault,1:20.281,11
1993,Brazil,13,6, Patrese,Benetton Ford,1:20.388,11
1993,Brazil,14,25, Brundle,Ligier Renault,1:20.390,12
1993,Brazil,15,30, Jarvilehto,Sauber,1:20.571,11
1993,Brazil,16,11, Zanardi,Lotus Ford,1:20.891,8
1993,Brazil,17,14, Barrichello,Jordan Hart,1:20.999,8
1993,Brazil,18,4, de Cesaris,Tyrrell Yamaha,1:21.224,11
1993,Brazil,19,9, Warwick,Footwork Mugen Honda,1:21.532,12
1993,Brazil,20,23, Fittipaldi,Minardi Ford,1:21.547,12
1993,Brazil,21,21, Alboreto,Lola Ferrari,1:21.752,11
1993,Brazil,22,3, Katayama,Tyrrell Yamaha,1:21.923,12
1993,Brazil,23,24, Barbazza,Minardi Ford,1:22.112,12
1993,Brazil,24,10, Suzuki,Footwork Mugen Honda,1:22.297,4
