year,race,position,number,driver,car,q1,q2,q3,time,laps
2019,Monaco,3,33, Verstappen,Red Bull Racing Honda,1:11.597,1:10.618,1:10.641,,19
2019,Monaco,4,5, Vettel,Ferrari,1:11.434,1:11.227,1:10.947,,27
2019,Monaco,5,10, Gasly,Red Bull Racing Honda,1:11.740,1:11.457,1:11.041,,24
2019,Monaco,6,20, Magnussen,Haas Ferrari,1:11.865,1:11.363,1:11.109,,24
2019,Monaco,7,3, Ricciardo,Renault,1:11.767,1:11.543,1:11.218,,25
2019,Monaco,8,26, Kvyat,Scuderia Toro Rosso Honda,1:11.602,1:11.412,1:11.271,,30
2019,Monaco,9,55, Sainz,McLaren Renault,1:11.872,1:11.608,1:11.417,,30
2019,Monaco,10,23, Albon,Scuderia Toro Rosso Honda,1:12.007,1:11.429,1:11.653,,31
2019,Monaco,11,27, Hulkenberg,Renault,1:12.097,1:11.670,,,20
2019,Monaco,12,4, Norris,McLaren Renault,1:11.845,1:11.724,,,22
2019,Monaco,13,8, Grosjean,Haas Ferrari,1:11.837,1:12.027,,,21
2019,Monaco,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:11.993,1:12.115,,,21
2019,Monaco,15,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:11.976,1:12.185,,,22
2019,Monaco,16,16, Leclerc,Ferrari,1:12.149,,,,8
2019,Monaco,17,11, Perez,Racing Point BWT Mercedes,1:12.233,,,,11
2019,Monaco,18,18, Stroll,Racing Point BWT Mercedes,1:12.846,,,,11
2019,Monaco,19,63, Russell,Williams Mercedes,1:13.477,,,,13
2019,Monaco,20,88, Kubica,Williams Mercedes,1:13.751,,,,13
2019,Canada,1,5, Vettel,Ferrari,1:11.200,1:11.142,1:10.240,,23
2019,Canada,2,44, Hamilton,Mercedes,1:11.518,1:11.010,1:10.446,,22
2019,Canada,3,16, Leclerc,Ferrari,1:11.214,1:11.205,1:10.920,,23
2019,Canada,4,3, Ricciardo,Renault,1:11.837,1:11.532,1:11.071,,20
2019,Canada,5,10, Gasly,Red Bull Racing Honda,1:12.023,1:11.196,1:11.079,,17
2019,Canada,6,77, Bottas,Mercedes,1:11.229,1:11.095,1:11.101,,19
2019,Canada,7,27, Hulkenberg,Renault,1:11.720,1:11.553,1:11.324,,21
2019,Canada,8,4, Norris,McLaren Renault,1:11.780,1:11.735,1:11.863,,20
2019,Canada,9,55, Sainz,McLaren Renault,1:11.750,1:11.572,1:13.981,,19
2019,Canada,10,20, Magnussen,Haas Ferrari,1:12.107,1:11.786,,,15
2019,Canada,11,33, Verstappen,Red Bull Racing Honda,1:11.619,1:11.800,,,12
2019,Canada,12,26, Kvyat,Scuderia Toro Rosso Honda,1:11.965,1:11.921,,,17
2019,Canada,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:12.122,1:12.136,,,16
2019,Canada,14,23, Albon,Scuderia Toro Rosso Honda,1:12.020,1:12.193,,,16
2019,Canada,15,8, Grosjean,Haas Ferrari,1:12.109,,,,15
2019,Canada,16,11, Perez,Racing Point BWT Mercedes,1:12.197,,,,6
2019,Canada,17,7, Räikkönen,Alfa Romeo Racing Ferrari,1:12.230,,,,10
2019,Canada,18,18, Stroll,Racing Point BWT Mercedes,1:12.266,,,,9
2019,Canada,19,63, Russell,Williams Mercedes,1:13.617,,,,10
2019,Canada,20,88, Kubica,Williams Mercedes,1:14.393,,,,10
2019,France,1,44, Hamilton,Mercedes,1:30.609,1:29.520,1:28.319,,20
2019,France,2,77, Bottas,Mercedes,1:30.550,1:29.437,1:28.605,,19
2019,France,3,16, Leclerc,Ferrari,1:30.647,1:29.699,1:28.965,,19
2019,France,4,33, Verstappen,Red Bull Racing Honda,1:31.327,1:30.099,1:29.409,,19
2019,France,5,4, Norris,McLaren Renault,1:30.989,1:30.019,1:29.418,,21
2019,France,6,55, Sainz,McLaren Renault,1:31.073,1:30.319,1:29.522,,21
2019,France,7,5, Vettel,Ferrari,1:31.075,1:29.506,1:29.799,,19
2019,France,8,3, Ricciardo,Renault,1:30.954,1:30.369,1:29.918,,20
2019,France,9,10, Gasly,Red Bull Racing Honda,1:31.152,1:30.421,1:30.184,,19
2019,France,10,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:31.180,1:30.408,1:33.420,,17
2019,France,11,23, Albon,Scuderia Toro Rosso Honda,1:31.445,1:30.461,,,14
2019,France,12,7, Räikkönen,Alfa Romeo Racing Ferrari,1:30.972,1:30.533,,,14
2019,France,13,27, Hulkenberg,Renault,1:30.865,1:30.544,,,15
2019,France,14,11, Perez,Racing Point BWT Mercedes,1:30.964,1:30.738,,,15
2019,France,15,20, Magnussen,Haas Ferrari,1:31.166,1:31.440,,,17
2019,France,16,26, Kvyat,Scuderia Toro Rosso Honda,1:31.564,,,,6
2019,France,17,8, Grosjean,Haas Ferrari,1:31.626,,,,9
2019,France,18,18, Stroll,Racing Point BWT Mercedes,1:31.726,,,,9
2019,France,19,63, Russell,Williams Mercedes,1:32.789,,,,8
2019,France,20,88, Kubica,Williams Mercedes,1:33.205,,,,8
2019,Austria,1,16, Leclerc,Ferrari,1:04.138,1:03.378,1:03.003,,19
2019,Austria,2,44, Hamilton,Mercedes,1:03.818,1:03.803,1:03.262,,27
2019,Austria,3,33, Verstappen,Red Bull Racing Honda,1:03.807,1:03.835,1:03.439,,18
2019,Austria,4,77, Bottas,Mercedes,1:04.084,1:03.863,1:03.537,,25
2019,Austria,5,20, Magnussen,Haas Ferrari,1:04.778,1:04.466,1:04.072,,20
2019,Austria,6,4, Norris,McLaren Renault,1:04.361,1:04.211,1:04.099,,19
2019,Austria,7,7, Räikkönen,Alfa Romeo Racing Ferrari,1:04.615,1:04.056,1:04.166,,23
2019,Austria,8,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:04.450,1:04.194,1:04.179,,22
2019,Austria,9,10, Gasly,Red Bull Racing Honda,1:04.412,1:03.988,1:04.199,,18
2019,Austria,10,5, Vettel,Ferrari,1:04.340,1:03.667,,,9
2019,Austria,11,8, Grosjean,Haas Ferrari,1:04.552,1:04.490,,,18
2019,Austria,12,27, Hulkenberg,Renault,1:04.733,1:04.516,,,12
2019,Austria,13,23, Albon,Scuderia Toro Rosso Honda,1:04.708,1:04.665,,,15
2019,Austria,14,3, Ricciardo,Renault,1:04.647,1:04.790,,,12
2019,Austria,15,55, Sainz,McLaren Renault,1:04.453,1:13.601,,,12
2019,Austria,16,11, Perez,Racing Point BWT Mercedes,1:04.789,,,,8
2019,Austria,17,18, Stroll,Racing Point BWT Mercedes,1:04.832,,,,9
2019,Austria,18,26, Kvyat,Scuderia Toro Rosso Honda,1:05.324,,,,8
2019,Austria,19,63, Russell,Williams Mercedes,1:05.904,,,,12
2019,Austria,20,88, Kubica,Williams Mercedes,1:06.206,,,,11
2019,Great Britain,1,77, Bottas,Mercedes,1:25.750,1:25.672,1:25.093,,21
2019,Great Britain,2,44, Hamilton,Mercedes,1:25.513,1:25.840,1:25.099,,17
2019,Great Britain,3,16, Leclerc,Ferrari,1:25.533,1:25.546,1:25.172,,18
2019,Great Britain,4,33, Verstappen,Red Bull Racing Honda,1:25.700,1:25.848,1:25.276,,21
2019,Great Britain,5,10, Gasly,Red Bull Racing Honda,1:26.273,1:26.038,1:25.590,,21
2019,Great Britain,6,5, Vettel,Ferrari,1:25.898,1:26.023,1:25.787,,19
2019,Great Britain,7,3, Ricciardo,Renault,1:26.428,1:26.283,1:26.182,,21
2019,Great Britain,8,4, Norris,McLaren Renault,1:26.079,1:26.385,1:26.224,,21
2019,Great Britain,9,23, Albon,Scuderia Toro Rosso Honda,1:26.482,1:26.403,1:26.345,,24
2019,Great Britain,10,27, Hulkenberg,Renault,1:26.568,1:26.397,1:26.386,,21
2019,Great Britain,11,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:26.449,1:26.519,,,18
2019,Great Britain,12,7, Räikkönen,Alfa Romeo Racing Ferrari,1:26.558,1:26.546,,,18
2019,Great Britain,13,55, Sainz,McLaren Renault,1:26.203,1:26.578,,,15
2019,Great Britain,14,8, Grosjean,Haas Ferrari,1:26.347,1:26.757,,,17
2019,Great Britain,15,11, Perez,Racing Point BWT Mercedes,1:26.649,1:26.928,,,14
2019,Great Britain,16,20, Magnussen,Haas Ferrari,1:26.662,,,,9
2019,Great Britain,17,26, Kvyat,Scuderia Toro Rosso Honda,1:26.721,,,,10
2019,Great Britain,18,18, Stroll,Racing Point BWT Mercedes,1:26.762,,,,9
2019,Great Britain,19,63, Russell,Williams Mercedes,1:27.789,,,,9
2019,Great Britain,20,88, Kubica,Williams Mercedes,1:28.257,,,,10
2019,Germany,1,44, Hamilton,Mercedes,1:12.852,1:12.149,1:11.767,,19
2019,Germany,2,33, Verstappen,Red Bull Racing Honda,1:12.593,1:12.427,1:12.113,,17
2019,Germany,3,77, Bottas,Mercedes,1:13.075,1:12.424,1:12.129,,19
2019,Germany,4,10, Gasly,Red Bull Racing Honda,1:12.991,1:12.385,1:12.522,,15
2019,Germany,5,7, Räikkönen,Alfa Romeo Racing Ferrari,1:13.066,1:12.519,1:12.538,,18
2019,Germany,6,8, Grosjean,Haas Ferrari,1:13.146,1:12.769,1:12.851,,20
2019,Germany,7,55, Sainz,McLaren Renault,1:13.221,1:12.632,1:12.897,,21
2019,Germany,8,11, Perez,Racing Point BWT Mercedes,1:13.194,1:12.776,1:13.065,,15
2019,Germany,9,27, Hulkenberg,Renault,1:13.186,1:12.766,1:13.126,,15
2019,Germany,10,16, Leclerc,Ferrari,1:12.229,1:12.344,,,9
2019,Germany,11,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:13.170,1:12.786,,,15
2019,Germany,12,20, Magnussen,Haas Ferrari,1:13.103,1:12.789,,,11
2019,Germany,13,3, Ricciardo,Renault,1:13.131,1:12.799,,,12
2019,Germany,14,26, Kvyat,Scuderia Toro Rosso Honda,1:13.278,1:13.135,,,15
2019,Germany,15,18, Stroll,Racing Point BWT Mercedes,1:13.256,1:13.450,,,15
2019,Germany,16,4, Norris,McLaren Renault,1:13.333,,,,9
2019,Germany,17,23, Albon,Scuderia Toro Rosso Honda,1:13.461,,,,9
2019,Germany,18,63, Russell,Williams Mercedes,1:14.721,,,,11
2019,Germany,19,88, Kubica,Williams Mercedes,1:14.839,,,,11
2019,Germany,NC,5, Vettel,Ferrari,,,,,1
2019,Hungary,1,33, Verstappen,Red Bull Racing Honda,1:15.817,1:15.573,1:14.572,,16
2019,Hungary,2,77, Bottas,Mercedes,1:16.078,1:15.669,1:14.590,,19
2019,Hungary,3,44, Hamilton,Mercedes,1:16.068,1:15.548,1:14.769,,22
2019,Hungary,4,16, Leclerc,Ferrari,1:16.337,1:15.792,1:15.043,,17
2019,Hungary,5,5, Vettel,Ferrari,1:16.452,1:15.885,1:15.071,,18
2019,Hungary,6,10, Gasly,Red Bull Racing Honda,1:16.716,1:16.393,1:15.450,,19
2019,Hungary,7,4, Norris,McLaren Renault,1:16.697,1:16.060,1:15.800,,18
2019,Hungary,8,55, Sainz,McLaren Renault,1:16.493,1:16.308,1:15.852,,20
2019,Hungary,9,8, Grosjean,Haas Ferrari,1:16.978,1:16.319,1:16.013,,21
2019,Hungary,10,7, Räikkönen,Alfa Romeo Racing Ferrari,1:16.506,1:16.518,1:16.041,,20
2019,Hungary,11,27, Hulkenberg,Renault,1:16.790,1:16.565,,,12
2019,Hungary,12,23, Albon,Scuderia Toro Rosso Honda,1:16.912,1:16.687,,,14
2019,Hungary,13,26, Kvyat,Scuderia Toro Rosso Honda,1:16.750,1:16.692,,,14
2019,Hungary,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:16.894,1:16.804,,,14
2019,Hungary,15,20, Magnussen,Haas Ferrari,1:16.122,1:17.081,,,13
2019,Hungary,16,63, Russell,Williams Mercedes,1:17.031,,,,9
2019,Hungary,17,11, Perez,Racing Point BWT Mercedes,1:17.109,,,,6
2019,Hungary,18,3, Ricciardo,Renault,1:17.257,,,,6
2019,Hungary,19,18, Stroll,Racing Point BWT Mercedes,1:17.542,,,,9
2019,Hungary,20,88, Kubica,Williams Mercedes,1:18.324,,,,9
2019,Belgium,1,16, Leclerc,Ferrari,1:43.587,1:42.938,1:42.519,,17
2019,Belgium,2,5, Vettel,Ferrari,1:44.109,1:43.037,1:43.267,,17
2019,Belgium,3,44, Hamilton,Mercedes,1:45.260,1:43.592,1:43.282,,19
2019,Belgium,4,77, Bottas,Mercedes,1:45.141,1:43.980,1:43.415,,19
2019,Belgium,5,33, Verstappen,Red Bull Racing Honda,1:44.622,1:44.132,1:43.690,,16
2019,Belgium,6,3, Ricciardo,Renault,1:45.560,1:44.103,1:44.257,,17
2019,Belgium,7,27, Hulkenberg,Renault,1:45.899,1:44.549,1:44.542,,16
2019,Belgium,8,7, Räikkönen,Alfa Romeo Racing Ferrari,1:45.842,1:44.140,1:44.557,,18
2019,Belgium,9,11, Perez,Racing Point BWT Mercedes,1:45.732,1:44.707,1:44.706,,18
2019,Belgium,10,20, Magnussen,Haas Ferrari,1:45.839,1:44.738,1:45.086,,18
2019,Belgium,11,8, Grosjean,Haas Ferrari,1:45.694,1:44.797,,,12
2019,Belgium,12,4, Norris,McLaren Renault,1:46.154,1:44.847,,,12
2019,Belgium,13,18, Stroll,Racing Point BWT Mercedes,1:46.000,1:45.047,,,8
2019,Belgium,14,23, Albon,Red Bull Racing Honda,1:45.528,1:45.799,,,8
2019,Belgium,15,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:45.637,,,,7
2019,Belgium,16,10, Gasly,Scuderia Toro Rosso Honda,1:46.435,,,,5
2019,Belgium,17,55, Sainz,McLaren Renault,1:46.507,,,,6
2019,Belgium,18,26, Kvyat,Scuderia Toro Rosso Honda,1:46.518,,,,4
2019,Belgium,19,63, Russell,Williams Mercedes,1:47.548,,,,6
2019,Belgium,NC,88, Kubica,Williams Mercedes,,,,,2
2019,Italy,1,16, Leclerc,Ferrari,1:20.126,1:19.553,1:19.307,,18
2019,Italy,2,44, Hamilton,Mercedes,1:20.272,1:19.464,1:19.346,,16
2019,Italy,3,77, Bottas,Mercedes,1:20.156,1:20.018,1:19.354,,17
2019,Italy,4,5, Vettel,Ferrari,1:20.378,1:19.715,1:19.457,,17
2019,Italy,5,3, Ricciardo,Renault,1:20.374,1:19.833,1:19.839,,13
2019,Italy,6,27, Hulkenberg,Renault,1:20.155,1:20.275,1:20.049,,14
2019,Italy,7,55, Sainz,McLaren Renault,1:20.413,1:20.202,1:20.455,,20
2019,Italy,8,23, Albon,Red Bull Racing Honda,1:20.382,1:20.021,,,15
2019,Italy,9,18, Stroll,Racing Point BWT Mercedes,1:20.643,1:20.498,,,19
2019,Italy,10,7, Räikkönen,Alfa Romeo Racing Ferrari,1:20.634,1:20.515,,,16
2019,Italy,11,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:20.657,1:20.517,,,15
2019,Italy,12,20, Magnussen,Haas Ferrari,1:20.616,1:20.615,,,14
2019,Italy,13,26, Kvyat,Scuderia Toro Rosso Honda,1:20.723,1:20.630,,,17
2019,Italy,14,4, Norris,McLaren Renault,1:20.646,1:21.068,,,15
2019,Italy,15,10, Gasly,Scuderia Toro Rosso Honda,1:20.508,1:21.125,,,15
2019,Italy,16,8, Grosjean,Haas Ferrari,1:20.784,,,,8
2019,Italy,17,11, Perez,Racing Point BWT Mercedes,1:21.291,,,,6
2019,Italy,18,63, Russell,Williams Mercedes,1:21.800,,,,8
2019,Italy,19,88, Kubica,Williams Mercedes,1:22.356,,,,9
2019,Italy,NC,33, Verstappen,Red Bull Racing Honda,,,,,3
2019,Singapore,1,16, Leclerc,Ferrari,1:38.014,1:36.650,1:36.217,,18
2019,Singapore,2,44, Hamilton,Mercedes,1:37.565,1:36.933,1:36.408,,19
2019,Singapore,3,5, Vettel,Ferrari,1:38.374,1:36.720,1:36.437,,16
2019,Singapore,4,33, Verstappen,Red Bull Racing Honda,1:38.540,1:37.089,1:36.813,,15
2019,Singapore,5,77, Bottas,Mercedes,1:37.317,1:37.142,1:37.146,,18
2019,Singapore,6,23, Albon,Red Bull Racing Honda,1:39.106,1:37.865,1:37.411,,16
2019,Singapore,7,55, Sainz,McLaren Renault,1:38.882,1:37.982,1:37.818,,19
2019,Singapore,DQ,3, Ricciardo,Renault,1:39.362,1:38.399,1:38.095,,18
2019,Singapore,8,27, Hulkenberg,Renault,1:39.001,1:38.580,1:38.264,,18
2019,Singapore,9,4, Norris,McLaren Renault,1:38.606,1:37.572,1:38.329,,19
2019,Singapore,10,11, Perez,Racing Point BWT Mercedes,1:39.909,1:38.620,,,14
2019,Singapore,11,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:39.272,1:38.697,,,14
2019,Singapore,12,10, Gasly,Scuderia Toro Rosso Honda,1:39.085,1:38.699,,,12
2019,Singapore,13,7, Räikkönen,Alfa Romeo Racing Ferrari,1:39.454,1:38.858,,,14
2019,Singapore,14,20, Magnussen,Haas Ferrari,1:39.942,1:39.650,,,14
2019,Singapore,15,26, Kvyat,Scuderia Toro Rosso Honda,1:39.957,,,,7
2019,Singapore,16,18, Stroll,Racing Point BWT Mercedes,1:39.979,,,,8
2019,Singapore,17,8, Grosjean,Haas Ferrari,1:40.277,,,,8
2019,Singapore,18,63, Russell,Williams Mercedes,1:40.867,,,,7
2019,Singapore,19,88, Kubica,Williams Mercedes,1:41.186,,,,6
2019,Russia,1,16, Leclerc,Ferrari,1:33.613,1:32.434,1:31.628,,18
2019,Russia,2,44, Hamilton,Mercedes,1:33.230,1:33.134,1:32.030,,19
2019,Russia,3,5, Vettel,Ferrari,1:33.032,1:32.536,1:32.053,,22
2019,Russia,4,33, Verstappen,Red Bull Racing Honda,1:33.368,1:32.634,1:32.310,,15
2019,Russia,5,77, Bottas,Mercedes,1:33.413,1:33.281,1:32.632,,18
2019,Russia,6,55, Sainz,McLaren Renault,1:34.184,1:33.807,1:33.222,,20
2019,Russia,7,27, Hulkenberg,Renault,1:34.236,1:33.898,1:33.289,,15
2019,Russia,8,4, Norris,McLaren Renault,1:34.201,1:33.725,1:33.301,,20
2019,Russia,9,8, Grosjean,Haas Ferrari,1:34.283,1:33.643,1:33.517,,19
2019,Russia,10,3, Ricciardo,Renault,1:34.138,1:33.862,1:33.661,,18
2019,Russia,11,10, Gasly,Scuderia Toro Rosso Honda,1:34.456,1:33.950,,,13
2019,Russia,12,11, Perez,Racing Point BWT Mercedes,1:34.336,1:33.958,,,14
2019,Russia,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:34.755,1:34.037,,,14
2019,Russia,14,20, Magnussen,Haas Ferrari,1:33.889,1:34.082,,,13
2019,Russia,15,18, Stroll,Racing Point BWT Mercedes,1:34.287,1:34.233,,,14
2019,Russia,16,7, Räikkönen,Alfa Romeo Racing Ferrari,1:34.840,,,,8
2019,Russia,17,63, Russell,Williams Mercedes,1:35.356,,,,8
2019,Russia,18,88, Kubica,Williams Mercedes,1:36.474,,,,8
2019,Russia,19,23, Albon,Red Bull Racing Honda,1:39.197,,,,4
2019,Russia,NC,26, Kvyat,Scuderia Toro Rosso Honda,,,,,0
2019,Japan,1,5, Vettel,Ferrari,1:28.988,1:28.174,1:27.064,,16
2019,Japan,2,16, Leclerc,Ferrari,1:28.405,1:28.179,1:27.253,,16
2019,Japan,3,77, Bottas,Mercedes,1:28.896,1:27.688,1:27.293,,21
2019,Japan,4,44, Hamilton,Mercedes,1:28.735,1:27.826,1:27.302,,20
2019,Japan,5,33, Verstappen,Red Bull Racing Honda,1:28.754,1:28.499,1:27.851,,16
2019,Japan,6,23, Albon,Red Bull Racing Honda,1:29.351,1:28.156,1:27.851,,19
2019,Japan,7,55, Sainz,McLaren Renault,1:29.018,1:28.577,1:28.304,,21
2019,Japan,8,4, Norris,McLaren Renault,1:28.873,1:28.571,1:28.464,,21
2019,Japan,9,10, Gasly,Scuderia Toro Rosso Honda,1:29.411,1:28.779,1:28.836,,21
2019,Japan,10,8, Grosjean,Haas Ferrari,1:29.572,1:29.144,1:29.341,,15
2019,Japan,11,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:29.604,1:29.254,,,15
2019,Japan,12,18, Stroll,Racing Point BWT Mercedes,1:29.594,1:29.345,,,12
2019,Japan,13,7, Räikkönen,Alfa Romeo Racing Ferrari,1:29.636,1:29.358,,,15
2019,Japan,14,26, Kvyat,Scuderia Toro Rosso Honda,1:29.723,1:29.563,,,16
2019,Japan,15,27, Hulkenberg,Renault,1:29.619,1:30.112,,,13
2019,Japan,16,3, Ricciardo,Renault,1:29.822,,,,8
2019,Japan,17,11, Perez,Racing Point BWT Mercedes,1:30.344,,,,9
2019,Japan,18,63, Russell,Williams Mercedes,1:30.364,,,,10
2019,Japan,NC,20, Magnussen,Haas Ferrari,,,,,2
2019,Japan,NC,88, Kubica,Williams Mercedes,,,,,1
2019,Mexico,1,33, Verstappen,Red Bull Racing Honda,1:15.949,1:16.136,1:14.758,,16
2019,Mexico,2,16, Leclerc,Ferrari,1:16.364,1:16.219,1:15.024,,18
2019,Mexico,3,5, Vettel,Ferrari,1:16.696,1:15.914,1:15.170,,18
2019,Mexico,4,44, Hamilton,Mercedes,1:16.424,1:15.721,1:15.262,,20
2019,Mexico,5,23, Albon,Red Bull Racing Honda,1:16.175,1:16.574,1:15.336,,18
2019,Mexico,6,77, Bottas,Mercedes,1:17.062,1:15.852,1:15.338,,18
2019,Mexico,7,55, Sainz,McLaren Renault,1:17.044,1:16.267,1:16.014,,19
2019,Mexico,8,4, Norris,McLaren Renault,1:17.092,1:16.447,1:16.322,,20
2019,Mexico,9,26, Kvyat,Scuderia Toro Rosso Honda,1:17.041,1:16.657,1:16.469,,22
2019,Mexico,10,10, Gasly,Scuderia Toro Rosso Honda,1:17.065,1:16.679,1:16.586,,22
2019,Mexico,11,11, Perez,Racing Point BWT Mercedes,1:17.465,1:16.687,,,14
2019,Mexico,12,27, Hulkenberg,Renault,1:17.608,1:16.885,,,14
2019,Mexico,13,3, Ricciardo,Renault,1:17.270,1:16.933,,,14
2019,Mexico,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:17.225,1:16.967,,,14
2019,Mexico,15,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:17.794,1:17.269,,,14
2019,Mexico,16,18, Stroll,Racing Point BWT Mercedes,1:18.065,,,,8
2019,Mexico,17,20, Magnussen,Haas Ferrari,1:18.436,,,,9
2019,Mexico,18,8, Grosjean,Haas Ferrari,1:18.599,,,,9
2019,Mexico,19,63, Russell,Williams Mercedes,1:18.823,,,,10
2019,Mexico,20,88, Kubica,Williams Mercedes,1:20.179,,,,9
2019,United States,1,77, Bottas,Mercedes,1:33.750,1:33.160,1:32.029,,18
2019,United States,2,5, Vettel,Ferrari,1:33.766,1:32.782,1:32.041,,17
2019,United States,3,33, Verstappen,Red Bull Racing Honda,1:33.549,1:33.120,1:32.096,,16
2019,United States,4,16, Leclerc,Ferrari,1:33.988,1:32.760,1:32.137,,19
2019,United States,5,44, Hamilton,Mercedes,1:33.454,1:33.045,1:32.321,,17
2019,United States,6,23, Albon,Red Bull Racing Honda,1:33.984,1:32.898,1:32.548,,14
2019,United States,7,55, Sainz,McLaren Renault,1:33.916,1:33.422,1:32.847,,15
2019,United States,8,4, Norris,McLaren Renault,1:33.353,1:33.316,1:33.175,,18
2019,United States,9,3, Ricciardo,Renault,1:33.835,1:33.608,1:33.488,,15
2019,United States,10,10, Gasly,Scuderia Toro Rosso Honda,1:33.556,1:33.715,1:33.601,,19
2019,United States,11,27, Hulkenberg,Renault,1:34.092,1:33.815,,,12
2019,United States,12,20, Magnussen,Haas Ferrari,1:33.812,1:33.979,,,12
2019,United States,13,26, Kvyat,Scuderia Toro Rosso Honda,1:34.138,1:33.989,,,14
2019,United States,14,18, Stroll,Racing Point BWT Mercedes,1:33.921,1:34.100,,,14
2019,United States,15,8, Grosjean,Haas Ferrari,1:34.161,1:34.158,,,14
2019,United States,16,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:34.226,,,,8
2019,United States,17,7, Räikkönen,Alfa Romeo Racing Ferrari,1:34.369,,,,8
2019,United States,18,63, Russell,Williams Mercedes,1:35.372,,,,9
2019,United States,19,11, Perez,Racing Point BWT Mercedes,1:35.808,,,,5
2019,United States,20,88, Kubica,Williams Mercedes,1:35.889,,,,9
2019,Brazil,1,33, Verstappen,Red Bull Racing Honda,1:08.242,1:07.503,1:07.508,,12
2019,Brazil,2,5, Vettel,Ferrari,1:08.556,1:08.050,1:07.631,,15
2019,Brazil,3,44, Hamilton,Mercedes,1:08.614,1:08.088,1:07.699,,16
2019,Brazil,4,16, Leclerc,Ferrari,1:08.496,1:07.888,1:07.728,,20
2019,Brazil,5,77, Bottas,Mercedes,1:08.545,1:08.232,1:07.874,,17
2019,Brazil,6,23, Albon,Red Bull Racing Honda,1:08.503,1:08.117,1:07.935,,14
2019,Brazil,7,10, Gasly,Scuderia Toro Rosso Honda,1:08.909,1:08.770,1:08.837,,22
2019,Brazil,8,8, Grosjean,Haas Ferrari,1:09.197,1:08.705,1:08.854,,16
2019,Brazil,9,7, Räikkönen,Alfa Romeo Racing Ferrari,1:09.276,1:08.858,1:08.984,,20
2019,Brazil,10,20, Magnussen,Haas Ferrari,1:08.875,1:08.803,1:09.037,,15
2019,Brazil,11,4, Norris,McLaren Renault,1:08.891,1:08.868,,,13
2019,Brazil,12,3, Ricciardo,Renault,1:09.086,1:08.903,,,12
2019,Brazil,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:09.175,1:08.919,,,14
2019,Brazil,14,27, Hulkenberg,Renault,1:09.050,1:08.921,,,12
2019,Brazil,15,11, Perez,Racing Point BWT Mercedes,1:09.288,1:09.035,,,14
2019,Brazil,16,26, Kvyat,Scuderia Toro Rosso Honda,1:09.320,,,,10
2019,Brazil,17,18, Stroll,Racing Point BWT Mercedes,1:09.536,,,,9
2019,Brazil,18,63, Russell,Williams Mercedes,1:10.126,,,,9
2019,Brazil,19,88, Kubica,Williams Mercedes,1:10.614,,,,9
2019,Brazil,NC,55, Sainz,McLaren Renault,,,,,2
2019,Abu Dhabi,1,44, Hamilton,Mercedes,1:35.851,1:35.634,1:34.779,,19
2019,Abu Dhabi,2,77, Bottas,Mercedes,1:36.200,1:35.674,1:34.973,,16
2019,Abu Dhabi,3,33, Verstappen,Red Bull Racing Honda,1:36.390,1:36.275,1:35.139,,16
2019,Abu Dhabi,4,16, Leclerc,Ferrari,1:36.478,1:35.543,1:35.219,,16
2019,Abu Dhabi,5,5, Vettel,Ferrari,1:36.963,1:35.786,1:35.339,,16
2019,Abu Dhabi,6,23, Albon,Red Bull Racing Honda,1:36.102,1:36.718,1:35.682,,21
2019,Abu Dhabi,7,4, Norris,McLaren Renault,1:37.545,1:36.764,1:36.436,,17
2019,Abu Dhabi,8,3, Ricciardo,Renault,1:37.106,1:36.785,1:36.456,,15
2019,Abu Dhabi,9,55, Sainz,McLaren Renault,1:37.358,1:36.308,1:36.459,,17
2019,Abu Dhabi,10,27, Hulkenberg,Renault,1:37.506,1:36.859,1:36.710,,18
2019,Abu Dhabi,11,11, Perez,Racing Point BWT Mercedes,1:36.961,1:37.055,,,13
2019,Abu Dhabi,12,10, Gasly,Scuderia Toro Rosso Honda,1:37.198,1:37.089,,,12
2019,Abu Dhabi,13,18, Stroll,Racing Point BWT Mercedes,1:37.528,1:37.103,,,14
2019,Abu Dhabi,14,26, Kvyat,Scuderia Toro Rosso Honda,1:37.683,1:37.141,,,12
2019,Abu Dhabi,15,20, Magnussen,Haas Ferrari,1:37.710,1:37.254,,,14
2019,Abu Dhabi,16,8, Grosjean,Haas Ferrari,1:38.051,,,,8
