year,race,position,number,driver,car,time,gap,laps
2023,Australia,1,1, Verstappen,Red Bull Racing Honda RBPT,1:18.790,,17
2023,Australia,2,44, Hamilton,Mercedes,1:19.223,+0.433s,20
2023,Australia,3,11, Perez,Red Bull Racing Honda RBPT,1:19.293,+0.503s,19
2023,Australia,4,14, Alonso,Aston Martin Aramco Mercedes,1:19.317,+0.527s,23
2023,Australia,5,16, Leclerc,Ferrari,1:19.378,+0.588s,16
2023,Australia,6,55, Sainz,Ferrari,1:19.505,+0.715s,20
2023,Australia,7,4, Norris,McLaren Mercedes,1:19.536,+0.746s,16
2023,Australia,8,10, Gasly,Alpine Renault,1:19.646,+0.856s,22
2023,Australia,9,63, Russell,Mercedes,1:19.699,+0.909s,23
2023,Australia,10,18, Stroll,Aston Martin Aramco Mercedes,1:19.766,+0.976s,19
2023,Australia,11,23, Albon,Williams Mercedes,1:19.766,+0.976s,21
2023,Australia,12,81, Piastri,McLaren Mercedes,1:19.777,+0.987s,22
2023,Australia,13,27, Hulkenberg,Haas Ferrari,1:19.806,+1.016s,19
2023,Australia,14,21, De Vries,AlphaTauri Honda RBPT,1:19.933,+1.143s,25
2023,Australia,15,2, Sargeant,Williams Mercedes,1:20.074,+1.284s,21
2023,Australia,16,31, Ocon,Alpine Renault,1:20.175,+1.385s,20
2023,Australia,17,22, Tsunoda,AlphaTauri Honda RBPT,1:20.399,+1.609s,14
2023,Australia,18,77, Bottas,Alfa Romeo Ferrari,1:20.419,+1.629s,21
2023,Australia,19,24,Zhou ,Alfa Romeo Ferrari,1:20.569,+1.779s,22
2023,Australia,20,20, Magnussen,Haas Ferrari,1:21.147,+2.357s,17
2023,Azerbaijan,1,1, Verstappen,Red Bull Racing Honda RBPT,1:42.315,,22
2023,Azerbaijan,2,16, Leclerc,Ferrari,1:42.352,+0.037s,21
2023,Azerbaijan,3,11, Perez,Red Bull Racing Honda RBPT,1:42.454,+0.139s,22
2023,Azerbaijan,4,55, Sainz,Ferrari,1:42.899,+0.584s,23
2023,Azerbaijan,5,4, Norris,McLaren Mercedes,1:43.125,+0.810s,22
2023,Azerbaijan,6,21, De Vries,AlphaTauri Honda RBPT,1:43.414,+1.099s,24
2023,Azerbaijan,7,18, Stroll,Aston Martin Aramco Mercedes,1:43.455,+1.140s,23
2023,Azerbaijan,8,14, Alonso,Aston Martin Aramco Mercedes,1:43.560,+1.245s,20
2023,Azerbaijan,9,23, Albon,Williams Mercedes,1:43.628,+1.313s,25
2023,Azerbaijan,10,24,Zhou ,Alfa Romeo Ferrari,1:43.748,+1.433s,23
2023,Azerbaijan,11,44, Hamilton,Mercedes,1:43.798,+1.483s,21
2023,Azerbaijan,12,81, Piastri,McLaren Mercedes,1:43.980,+1.665s,23
2023,Azerbaijan,13,77, Bottas,Alfa Romeo Ferrari,1:44.010,+1.695s,23
2023,Azerbaijan,14,22, Tsunoda,AlphaTauri Honda RBPT,1:44.137,+1.822s,18
2023,Azerbaijan,15,27, Hulkenberg,Haas Ferrari,1:44.323,+2.008s,21
2023,Azerbaijan,16,2, Sargeant,Williams Mercedes,1:44.900,+2.585s,16
2023,Azerbaijan,17,63, Russell,Mercedes,1:45.082,+2.767s,20
2023,Azerbaijan,18,31, Ocon,Alpine Renault,1:45.955,+3.640s,8
2023,Azerbaijan,19,10, Gasly,Alpine Renault,1:46.321,+4.006s,7
2023,Azerbaijan,20,20, Magnussen,Haas Ferrari,1:47.498,+5.183s,8
2023,Miami,1,63, Russell,Mercedes,1:30.125,,18
2023,Miami,2,44, Hamilton,Mercedes,1:30.337,+0.212s,24
2023,Miami,3,16, Leclerc,Ferrari,1:30.449,+0.324s,23
2023,Miami,4,1, Verstappen,Red Bull Racing Honda RBPT,1:30.549,+0.424s,22
2023,Miami,5,55, Sainz,Ferrari,1:30.724,+0.599s,23
2023,Miami,6,10, Gasly,Alpine Renault,1:31.104,+0.979s,20
2023,Miami,7,14, Alonso,Aston Martin Aramco Mercedes,1:31.231,+1.106s,24
2023,Miami,8,18, Stroll,Aston Martin Aramco Mercedes,1:31.337,+1.212s,24
2023,Miami,9,27, Hulkenberg,Haas Ferrari,1:31.392,+1.267s,14
2023,Miami,10,31, Ocon,Alpine Renault,1:31.542,+1.417s,27
2023,Miami,11,11, Perez,Red Bull Racing Honda RBPT,1:31.566,+1.441s,22
2023,Miami,12,81, Piastri,McLaren Mercedes,1:31.810,+1.685s,24
2023,Miami,13,20, Magnussen,Haas Ferrari,1:31.853,+1.728s,25
2023,Miami,14,77, Bottas,Alfa Romeo Ferrari,1:31.902,+1.777s,24
2023,Miami,15,23, Albon,Williams Mercedes,1:31.903,+1.778s,25
2023,Miami,16,4, Norris,McLaren Mercedes,1:31.997,+1.872s,23
2023,Miami,17,24,Zhou ,Alfa Romeo Ferrari,1:32.134,+2.009s,22
2023,Miami,18,22, Tsunoda,AlphaTauri Honda RBPT,1:32.169,+2.044s,28
2023,Miami,19,2, Sargeant,Williams Mercedes,1:32.619,+2.494s,27
2023,Miami,20,21, De Vries,AlphaTauri Honda RBPT,1:34.637,+4.512s,10
2023,Monaco,1,55, Sainz,Ferrari,1:13.372,,26
2023,Monaco,2,14, Alonso,Aston Martin Aramco Mercedes,1:13.710,+0.338s,28
2023,Monaco,3,44, Hamilton,Mercedes,1:14.035,+0.663s,27
2023,Monaco,4,11, Perez,Red Bull Racing Honda RBPT,1:14.038,+0.666s,27
2023,Monaco,5,16, Leclerc,Ferrari,1:14.093,+0.721s,24
2023,Monaco,6,1, Verstappen,Red Bull Racing Honda RBPT,1:14.244,+0.872s,26
2023,Monaco,7,4, Norris,McLaren Mercedes,1:14.467,+1.095s,25
2023,Monaco,8,31, Ocon,Alpine Renault,1:14.585,+1.213s,29
2023,Monaco,9,18, Stroll,Aston Martin Aramco Mercedes,1:14.653,+1.281s,28
2023,Monaco,10,23, Albon,Williams Mercedes,1:14.666,+1.294s,32
2023,Monaco,11,77, Bottas,Alfa Romeo Ferrari,1:14.718,+1.346s,29
2023,Monaco,12,20, Magnussen,Haas Ferrari,1:14.725,+1.353s,29
2023,Monaco,13,22, Tsunoda,AlphaTauri Honda RBPT,1:14.820,+1.448s,29
2023,Monaco,14,10, Gasly,Alpine Renault,1:14.866,+1.494s,30
2023,Monaco,15,63, Russell,Mercedes,1:15.066,+1.694s,24
2023,Monaco,16,21, De Vries,AlphaTauri Honda RBPT,1:15.083,+1.711s,33
2023,Monaco,17,81, Piastri,McLaren Mercedes,1:15.192,+1.820s,32
2023,Monaco,18,2, Sargeant,Williams Mercedes,1:15.557,+2.185s,30
2023,Monaco,19,24,Zhou ,Alfa Romeo Ferrari,1:15.684,+2.312s,25
2023,Monaco,20,27, Hulkenberg,Haas Ferrari,1:15.785,+2.413s,17
2023,Spain,1,1, Verstappen,Red Bull Racing Honda RBPT,1:14.606,,32
2023,Spain,2,11, Perez,Red Bull Racing Honda RBPT,1:15.374,+0.768s,32
2023,Spain,3,31, Ocon,Alpine Renault,1:15.418,+0.812s,28
2023,Spain,4,21, De Vries,AlphaTauri Honda RBPT,1:15.504,+0.898s,27
2023,Spain,5,10, Gasly,Alpine Renault,1:15.545,+0.939s,27
2023,Spain,6,14, Alonso,Aston Martin Aramco Mercedes,1:15.547,+0.941s,24
2023,Spain,7,20, Magnussen,Haas Ferrari,1:15.689,+1.083s,22
2023,Spain,8,16, Leclerc,Ferrari,1:15.694,+1.088s,28
2023,Spain,9,55, Sainz,Ferrari,1:15.726,+1.120s,27
2023,Spain,10,63, Russell,Mercedes,1:15.753,+1.147s,32
2023,Spain,11,4, Norris,McLaren Mercedes,1:15.783,+1.177s,25
2023,Spain,12,44, Hamilton,Mercedes,1:15.845,+1.239s,29
2023,Spain,13,24,Zhou ,Alfa Romeo Ferrari,1:15.906,+1.300s,24
2023,Spain,14,22, Tsunoda,AlphaTauri Honda RBPT,1:15.915,+1.309s,27
2023,Spain,15,18, Stroll,Aston Martin Aramco Mercedes,1:15.939,+1.333s,25
2023,Spain,16,77, Bottas,Alfa Romeo Ferrari,1:15.978,+1.372s,24
2023,Spain,17,81, Piastri,McLaren Mercedes,1:16.353,+1.747s,26
2023,Spain,18,27, Hulkenberg,Haas Ferrari,1:16.461,+1.855s,28
2023,Spain,19,2, Sargeant,Williams Mercedes,1:16.506,+1.900s,30
2023,Spain,20,23, Albon,Williams Mercedes,1:16.630,+2.024s,28
2023,Canada,1,77, Bottas,Alfa Romeo Ferrari,1:18.728,,3
2023,Canada,2,18, Stroll,Aston Martin Aramco Mercedes,1:19.175,+0.447s,3
2023,Canada,3,14, Alonso,Aston Martin Aramco Mercedes,1:19.807,+1.079s,3
2023,Canada,4,11, Perez,Red Bull Racing Honda RBPT,1:20.154,+1.426s,3
2023,Canada,5,1, Verstappen,Red Bull Racing Honda RBPT,1:20.231,+1.503s,3
2023,Canada,6,81, Piastri,McLaren Mercedes,1:21.496,+2.768s,3
2023,Canada,7,20, Magnussen,Haas Ferrari,1:24.045,+5.317s,3
2023,Canada,8,27, Hulkenberg,Haas Ferrari,1:24.336,+5.608s,3
2023,Canada,9,24,Zhou ,Alfa Romeo Ferrari,1:24.961,+6.233s,3
2023,Canada,10,55, Sainz,Ferrari,1:25.991,+7.263s,3
2023,Canada,11,16, Leclerc,Ferrari,1:26.809,+8.081s,3
2023,Canada,12,21, De Vries,AlphaTauri Honda RBPT,1:32.274,+13.546s,3
2023,Canada,13,22, Tsunoda,AlphaTauri Honda RBPT,,,2
2023,Canada,14,4, Norris,McLaren Mercedes,,,2
2023,Canada,15,10, Gasly,Alpine Renault,,,1
2023,Canada,16,23, Albon,Williams Mercedes,,,1
2023,Canada,17,2, Sargeant,Williams Mercedes,,,2
2023,Austria,1,1, Verstappen,Red Bull Racing Honda RBPT,1:05.742,,30
2023,Austria,2,55, Sainz,Ferrari,1:05.983,+0.241s,32
2023,Austria,3,16, Leclerc,Ferrari,1:06.012,+0.270s,33
2023,Austria,4,44, Hamilton,Mercedes,1:06.251,+0.509s,34
2023,Austria,5,11, Perez,Red Bull Racing Honda RBPT,1:06.262,+0.520s,32
2023,Austria,6,18, Stroll,Aston Martin Aramco Mercedes,1:06.340,+0.598s,29
2023,Austria,7,20, Magnussen,Haas Ferrari,1:06.497,+0.755s,27
2023,Austria,8,14, Alonso,Aston Martin Aramco Mercedes,1:06.656,+0.914s,31
2023,Austria,9,63, Russell,Mercedes,1:06.696,+0.954s,28
2023,Austria,10,24,Zhou ,Alfa Romeo Ferrari,1:06.780,+1.038s,33
2023,Austria,11,23, Albon,Williams Mercedes,1:06.794,+1.052s,23
2023,Austria,12,81, Piastri,McLaren Mercedes,1:06.809,+1.067s,36
2023,Austria,13,27, Hulkenberg,Haas Ferrari,1:06.846,+1.104s,30
2023,Austria,14,77, Bottas,Alfa Romeo Ferrari,1:06.847,+1.105s,33
2023,Austria,15,22, Tsunoda,AlphaTauri Honda RBPT,1:06.985,+1.243s,34
2023,Austria,16,21, De Vries,AlphaTauri Honda RBPT,1:07.017,+1.275s,36
2023,Austria,17,2, Sargeant,Williams Mercedes,1:07.018,+1.276s,25
2023,Austria,18,31, Ocon,Alpine Renault,1:07.202,+1.460s,30
2023,Austria,19,10, Gasly,Alpine Renault,1:07.287,+1.545s,28
2023,Austria,20,4, Norris,McLaren Mercedes,1:07.368,+1.626s,20
2023,Great Britain,1,1, Verstappen,Red Bull Racing Honda RBPT,1:28.600,,26
2023,Great Britain,2,11, Perez,Red Bull Racing Honda RBPT,1:29.048,+0.448s,22
2023,Great Britain,3,23, Albon,Williams Mercedes,1:29.089,+0.489s,22
2023,Great Britain,4,14, Alonso,Aston Martin Aramco Mercedes,1:29.268,+0.668s,21
2023,Great Britain,5,16, Leclerc,Ferrari,1:29.280,+0.680s,25
2023,Great Britain,6,31, Ocon,Alpine Renault,1:29.319,+0.719s,23
2023,Great Britain,7,55, Sainz,Ferrari,1:29.357,+0.757s,25
2023,Great Britain,8,4, Norris,McLaren Mercedes,1:29.441,+0.841s,25
2023,Great Britain,9,18, Stroll,Aston Martin Aramco Mercedes,1:29.471,+0.871s,26
2023,Great Britain,10,81, Piastri,McLaren Mercedes,1:29.658,+1.058s,16
2023,Great Britain,11,21, De Vries,AlphaTauri Honda RBPT,1:29.691,+1.091s,26
2023,Great Britain,12,44, Hamilton,Mercedes,1:29.768,+1.168s,23
2023,Great Britain,13,10, Gasly,Alpine Renault,1:29.828,+1.228s,24
2023,Great Britain,14,63, Russell,Mercedes,1:29.874,+1.274s,28
2023,Great Britain,15,77, Bottas,Alfa Romeo Ferrari,1:30.090,+1.490s,22
2023,Great Britain,16,22, Tsunoda,AlphaTauri Honda RBPT,1:30.092,+1.492s,28
2023,Great Britain,17,2, Sargeant,Williams Mercedes,1:30.124,+1.524s,24
2023,Great Britain,18,24,Zhou ,Alfa Romeo Ferrari,1:30.321,+1.721s,20
2023,Great Britain,19,20, Magnussen,Haas Ferrari,1:30.385,+1.785s,21
2023,Great Britain,20,27, Hulkenberg,Haas Ferrari,1:30.591,+1.991s,22
2023,Hungary,1,63, Russell,Mercedes,1:38.795,,13
2023,Hungary,2,81, Piastri,McLaren Mercedes,1:39.154,+0.359s,14
2023,Hungary,3,18, Stroll,Aston Martin Aramco Mercedes,1:40.013,+1.218s,10
2023,Hungary,4,4, Norris,McLaren Mercedes,1:40.277,+1.482s,13
2023,Hungary,5,14, Alonso,Aston Martin Aramco Mercedes,1:40.687,+1.892s,8
2023,Hungary,6,77, Bottas,Alfa Romeo Ferrari,1:41.032,+2.237s,14
2023,Hungary,7,16, Leclerc,Ferrari,1:41.142,+2.347s,11
2023,Hungary,8,24,Zhou ,Alfa Romeo Ferrari,1:41.363,+2.568s,9
2023,Hungary,9,2, Sargeant,Williams Mercedes,1:41.416,+2.621s,15
2023,Hungary,10,27, Hulkenberg,Haas Ferrari,1:42.706,+3.911s,12
2023,Hungary,11,20, Magnussen,Haas Ferrari,1:42.906,+4.111s,14
2023,Hungary,12,22, Tsunoda,AlphaTauri Honda RBPT,1:45.575,+6.780s,7
2023,Hungary,13,23, Albon,Williams Mercedes,1:47.403,+8.608s,10
2023,Hungary,14,3, Ricciardo,AlphaTauri Honda RBPT,,,7
2023,Hungary,15,55, Sainz,Ferrari,,,6
2023,Hungary,16,11, Perez,Red Bull Racing Honda RBPT,,,2
2023,Hungary,17,31, Ocon,Alpine Renault,,,4
2023,Hungary,18,10, Gasly,Alpine Renault,,,3
2023,Hungary,19,1, Verstappen,Red Bull Racing Honda RBPT,,,4
2023,Hungary,20,44, Hamilton,Mercedes,,,3
2023,Belgium,1,55, Sainz,Ferrari,2:03.207,,9
2023,Belgium,2,81, Piastri,McLaren Mercedes,2:03.792,+0.585s,4
2023,Belgium,3,4, Norris,McLaren Mercedes,2:04.484,+1.277s,4
2023,Belgium,4,16, Leclerc,Ferrari,2:08.148,+4.941s,8
2023,Belgium,5,11, Perez,Red Bull Racing Honda RBPT,2:08.240,+5.033s,5
2023,Belgium,6,23, Albon,Williams Mercedes,2:08.394,+5.187s,5
2023,Belgium,7,22, Tsunoda,AlphaTauri Honda RBPT,2:09.067,+5.860s,8
2023,Belgium,8,20, Magnussen,Haas Ferrari,2:09.229,+6.022s,7
2023,Belgium,9,3, Ricciardo,AlphaTauri Honda RBPT,2:09.319,+6.112s,7
2023,Belgium,10,27, Hulkenberg,Haas Ferrari,2:10.042,+6.835s,8
2023,Belgium,11,14, Alonso,Aston Martin Aramco Mercedes,2:10.283,+7.076s,4
2023,Belgium,12,44, Hamilton,Mercedes,2:10.299,+7.092s,7
2023,Belgium,13,63, Russell,Mercedes,2:10.475,+7.268s,7
2023,Belgium,14,77, Bottas,Alfa Romeo Ferrari,2:12.085,+8.878s,9
2023,Belgium,15,24,Zhou ,Alfa Romeo Ferrari,2:14.002,+10.795s,8
2023,Belgium,16,2, Sargeant,Williams Mercedes,,,4
2023,Belgium,17,18, Stroll,Aston Martin Aramco Mercedes,,,5
2023,Belgium,18,10, Gasly,Alpine Renault,,,2
2023,Belgium,19,31, Ocon,Alpine Renault,,,2
2023,Belgium,20,1, Verstappen,Red Bull Racing Honda RBPT,,,2
2023,Netherlands,1,1, Verstappen,Red Bull Racing Honda RBPT,1:11.852,,31
2023,Netherlands,2,14, Alonso,Aston Martin Aramco Mercedes,1:12.130,+0.278s,22
2023,Netherlands,3,44, Hamilton,Mercedes,1:12.225,+0.373s,24
2023,Netherlands,4,11, Perez,Red Bull Racing Honda RBPT,1:12.323,+0.471s,27
2023,Netherlands,5,23, Albon,Williams Mercedes,1:12.447,+0.595s,25
2023,Netherlands,6,4, Norris,McLaren Mercedes,1:12.460,+0.608s,22
2023,Netherlands,7,2, Sargeant,Williams Mercedes,1:12.617,+0.765s,30
2023,Netherlands,8,81, Piastri,McLaren Mercedes,1:12.658,+0.806s,21
2023,Netherlands,9,22, Tsunoda,AlphaTauri Honda RBPT,1:12.749,+0.897s,21
2023,Netherlands,10,31, Ocon,Alpine Renault,1:12.802,+0.950s,29
2023,Netherlands,11,63, Russell,Mercedes,1:12.813,+0.961s,23
2023,Netherlands,12,10, Gasly,Alpine Renault,1:12.895,+1.043s,30
2023,Netherlands,13,3, Ricciardo,AlphaTauri Honda RBPT,1:12.990,+1.138s,26
2023,Netherlands,14,20, Magnussen,Haas Ferrari,1:13.322,+1.470s,30
2023,Netherlands,15,77, Bottas,Alfa Romeo Ferrari,1:13.448,+1.596s,30
2023,Netherlands,16,16, Leclerc,Ferrari,1:13.519,+1.667s,26
2023,Netherlands,17,24,Zhou ,Alfa Romeo Ferrari,1:13.826,+1.974s,20
2023,Netherlands,18,27, Hulkenberg,Haas Ferrari,1:14.023,+2.171s,13
2023,Netherlands,19,39, Shwartzman,Ferrari,1:14.803,+2.951s,25
2023,Netherlands,20,18, Stroll,Aston Martin Aramco Mercedes,,,2
2023,Italy,1,1, Verstappen,Red Bull Racing Honda RBPT,1:22.657,,31
2023,Italy,2,55, Sainz,Ferrari,1:22.703,+0.046s,28
2023,Italy,3,11, Perez,Red Bull Racing Honda RBPT,1:22.834,+0.177s,30
2023,Italy,4,16, Leclerc,Ferrari,1:22.966,+0.309s,22
2023,Italy,5,63, Russell,Mercedes,1:23.189,+0.532s,28
2023,Italy,6,14, Alonso,Aston Martin Aramco Mercedes,1:23.214,+0.557s,24
2023,Italy,7,4, Norris,McLaren Mercedes,1:23.241,+0.584s,22
2023,Italy,8,44, Hamilton,Mercedes,1:23.269,+0.612s,26
2023,Italy,9,22, Tsunoda,AlphaTauri Honda RBPT,1:23.271,+0.614s,23
2023,Italy,10,23, Albon,Williams Mercedes,1:23.444,+0.787s,18
2023,Italy,11,81, Piastri,McLaren Mercedes,1:23.446,+0.789s,24
2023,Italy,12,2, Sargeant,Williams Mercedes,1:23.661,+1.004s,21
2023,Italy,13,40, Lawson,AlphaTauri Honda RBPT,1:23.833,+1.176s,29
2023,Italy,14,10, Gasly,Alpine Renault,1:23.931,+1.274s,26
2023,Italy,15,77, Bottas,Alfa Romeo Ferrari,1:23.952,+1.295s,17
2023,Italy,16,27, Hulkenberg,Haas Ferrari,1:24.067,+1.410s,23
2023,Italy,17,31, Ocon,Alpine Renault,1:24.090,+1.433s,26
2023,Italy,18,34, Drugovich,Aston Martin Aramco Mercedes,1:24.140,+1.483s,24
2023,Italy,19,20, Magnussen,Haas Ferrari,1:24.217,+1.560s,24
2023,Italy,20,24,Zhou ,Alfa Romeo Ferrari,1:24.232,+1.575s,17
2023,Singapore,1,16, Leclerc,Ferrari,1:33.350,,25
2023,Singapore,2,55, Sainz,Ferrari,1:33.428,+0.078s,24
2023,Singapore,3,1, Verstappen,Red Bull Racing Honda RBPT,1:33.476,+0.126s,22
2023,Singapore,4,4, Norris,McLaren Mercedes,1:33.522,+0.172s,24
2023,Singapore,5,44, Hamilton,Mercedes,1:33.540,+0.190s,21
2023,Singapore,6,63, Russell,Mercedes,1:33.695,+0.345s,25
2023,Singapore,7,11, Perez,Red Bull Racing Honda RBPT,1:33.725,+0.375s,22
2023,Singapore,8,14, Alonso,Aston Martin Aramco Mercedes,1:33.974,+0.624s,28
2023,Singapore,9,22, Tsunoda,AlphaTauri Honda RBPT,1:34.042,+0.692s,25
2023,Singapore,10,31, Ocon,Alpine Renault,1:34.066,+0.716s,24
2023,Singapore,11,18, Stroll,Aston Martin Aramco Mercedes,1:34.568,+1.218s,25
2023,Singapore,12,10, Gasly,Alpine Renault,1:34.639,+1.289s,23
2023,Singapore,13,23, Albon,Williams Mercedes,1:34.657,+1.307s,19
2023,Singapore,14,77, Bottas,Alfa Romeo Ferrari,1:34.802,+1.452s,25
2023,Singapore,15,20, Magnussen,Haas Ferrari,1:34.887,+1.537s,23
2023,Singapore,16,40, Lawson,AlphaTauri Honda RBPT,1:34.894,+1.544s,27
2023,Singapore,17,27, Hulkenberg,Haas Ferrari,1:34.985,+1.635s,22
2023,Singapore,18,24,Zhou ,Alfa Romeo Ferrari,1:35.456,+2.106s,25
2023,Singapore,19,81, Piastri,McLaren Mercedes,1:35.474,+2.124s,22
2023,Singapore,20,2, Sargeant,Williams Mercedes,1:35.778,+2.428s,24
2023,Japan,1,1, Verstappen,Red Bull Racing Honda RBPT,1:31.647,,25
2023,Japan,2,55, Sainz,Ferrari,1:32.273,+0.626s,24
2023,Japan,3,4, Norris,McLaren Mercedes,1:32.392,+0.745s,24
2023,Japan,4,16, Leclerc,Ferrari,1:32.574,+0.927s,25
2023,Japan,5,22, Tsunoda,AlphaTauri Honda RBPT,1:32.597,+0.950s,21
2023,Japan,6,14, Alonso,Aston Martin Aramco Mercedes,1:32.650,+1.003s,23
2023,Japan,7,81, Piastri,McLaren Mercedes,1:32.713,+1.066s,26
2023,Japan,8,23, Albon,Williams Mercedes,1:32.991,+1.344s,24
2023,Japan,9,40, Lawson,AlphaTauri Honda RBPT,1:33.005,+1.358s,28
2023,Japan,10,18, Stroll,Aston Martin Aramco Mercedes,1:33.040,+1.393s,17
2023,Japan,11,11, Perez,Red Bull Racing Honda RBPT,1:33.043,+1.396s,25
2023,Japan,12,10, Gasly,Alpine Renault,1:33.129,+1.482s,23
2023,Japan,13,63, Russell,Mercedes,1:33.310,+1.663s,24
2023,Japan,14,27, Hulkenberg,Haas Ferrari,1:33.448,+1.801s,24
2023,Japan,15,31, Ocon,Alpine Renault,1:33.516,+1.869s,22
2023,Japan,16,44, Hamilton,Mercedes,1:33.699,+2.052s,22
2023,Japan,17,77, Bottas,Alfa Romeo Ferrari,1:33.860,+2.213s,24
2023,Japan,18,20, Magnussen,Haas Ferrari,1:33.975,+2.328s,23
2023,Japan,19,2, Sargeant,Williams Mercedes,1:34.212,+2.565s,27
2023,Japan,20,24,Zhou ,Alfa Romeo Ferrari,1:34.831,+3.184s,23
2023,Qatar,1,1, Verstappen,Red Bull Racing Honda RBPT,1:27.428,,26
2023,Qatar,2,55, Sainz,Ferrari,1:27.762,+0.334s,27
2023,Qatar,3,16, Leclerc,Ferrari,1:27.909,+0.481s,27
2023,Qatar,4,14, Alonso,Aston Martin Aramco Mercedes,1:27.919,+0.491s,28
2023,Qatar,5,11, Perez,Red Bull Racing Honda RBPT,1:28.016,+0.588s,24
2023,Qatar,6,22, Tsunoda,AlphaTauri Honda RBPT,1:28.027,+0.599s,28
2023,Qatar,7,27, Hulkenberg,Haas Ferrari,1:28.171,+0.743s,22
2023,Qatar,8,63, Russell,Mercedes,1:28.336,+0.908s,28
2023,Qatar,9,81, Piastri,McLaren Mercedes,1:28.380,+0.952s,20
2023,Qatar,10,4, Norris,McLaren Mercedes,1:28.441,+1.013s,24
2023,Qatar,11,2, Sargeant,Williams Mercedes,1:28.550,+1.122s,25
2023,Qatar,12,23, Albon,Williams Mercedes,1:28.590,+1.162s,26
2023,Qatar,13,44, Hamilton,Mercedes,1:28.679,+1.251s,26
2023,Qatar,14,18, Stroll,Aston Martin Aramco Mercedes,1:28.690,+1.262s,28
2023,Qatar,15,31, Ocon,Alpine Renault,1:28.732,+1.304s,25
2023,Qatar,16,10, Gasly,Alpine Renault,1:28.821,+1.393s,23
2023,Qatar,17,77, Bottas,Alfa Romeo Ferrari,1:29.041,+1.613s,27
