year,race,position,number,driver,car,time,gap,laps
2017,Singapore,4,44, Hamilton,Mercedes,1:42.904,+0.415s,27
2017,Singapore,5,11, Perez,Force India Mercedes,1:43.423,+0.934s,25
2017,Singapore,6,77, Bottas,Mercedes,1:43.434,+0.945s,27
2017,Singapore,7,7, Räikkönen,Ferrari,1:43.734,+1.245s,25
2017,Singapore,8,14, Alonso,McLaren Honda,1:43.759,+1.270s,19
2017,Singapore,9,27, Hulkenberg,Renault,1:44.101,+1.612s,24
2017,Singapore,10,26, Kvyat,Toro Rosso,1:44.220,+1.731s,25
2017,Singapore,11,2, Vandoorne,McLaren Honda,1:44.340,+1.851s,25
2017,Singapore,12,30, Palmer,Renault,1:44.961,+2.472s,25
2017,Singapore,13,31, Ocon,Force India Mercedes,1:45.053,+2.564s,25
2017,Singapore,14,19, Massa,Williams Mercedes,1:45.084,+2.595s,27
2017,Singapore,15,8, Grosjean,Haas Ferrari,1:46.456,+3.967s,20
2017,Singapore,16,50, Giovinazzi,Haas Ferrari,1:46.782,+4.293s,27
2017,Singapore,17,18, Stroll,Williams Mercedes,1:47.190,+4.701s,11
2017,Singapore,18,38, Gelael,Toro Rosso,1:47.570,+5.081s,26
2017,Singapore,19,9, Ericsson,Sauber Ferrari,1:47.699,+5.210s,23
2017,Singapore,20,94, Wehrlein,Sauber Ferrari,1:47.886,+5.397s,24
2017,Malaysia,1,33, Verstappen,Red Bull Racing TAG Heuer,1:48.962,,11
2017,Malaysia,2,3, Ricciardo,Red Bull Racing TAG Heuer,1:49.719,+0.757s,12
2017,Malaysia,3,14, Alonso,McLaren Honda,1:50.597,+1.635s,6
2017,Malaysia,4,7, Räikkönen,Ferrari,1:50.734,+1.772s,12
2017,Malaysia,5,5, Vettel,Ferrari,1:51.009,+2.047s,12
2017,Malaysia,6,44, Hamilton,Mercedes,1:51.518,+2.556s,8
2017,Malaysia,7,77, Bottas,Mercedes,1:52.007,+3.045s,10
2017,Malaysia,8,18, Stroll,Williams Mercedes,1:52.295,+3.333s,9
2017,Malaysia,9,10, Gasly,Toro Rosso,1:52.380,+3.418s,14
2017,Malaysia,10,46, Sirotkin,Renault,1:53.521,+4.559s,10
2017,Malaysia,11,30, Palmer,Renault,1:53.625,+4.663s,10
2017,Malaysia,12,2, Vandoorne,McLaren Honda,1:53.771,+4.809s,10
2017,Malaysia,13,31, Ocon,Force India Mercedes,1:53.896,+4.934s,6
2017,Malaysia,14,38, Gelael,Toro Rosso,1:54.610,+5.648s,13
2017,Malaysia,15,11, Perez,Force India Mercedes,1:54.669,+5.707s,4
2017,Malaysia,16,37, Leclerc,Sauber Ferrari,1:55.280,+6.318s,10
2017,Malaysia,17,94, Wehrlein,Sauber Ferrari,1:55.652,+6.690s,10
2017,Malaysia,18,8, Grosjean,Haas Ferrari,1:56.211,+7.249s,8
2017,Malaysia,19,50, Giovinazzi,Haas Ferrari,1:56.339,+7.377s,6
2017,Malaysia,20,19, Massa,Williams Mercedes,,,3
2017,Japan,1,5, Vettel,Ferrari,1:29.166,,23
2017,Japan,2,44, Hamilton,Mercedes,1:29.377,+0.211s,29
2017,Japan,3,3, Ricciardo,Red Bull Racing TAG Heuer,1:29.541,+0.375s,27
2017,Japan,4,7, Räikkönen,Ferrari,1:29.638,+0.472s,22
2017,Japan,5,77, Bottas,Mercedes,1:30.151,+0.985s,30
2017,Japan,6,33, Verstappen,Red Bull Racing TAG Heuer,1:30.762,+1.596s,26
2017,Japan,7,31, Ocon,Force India Mercedes,1:30.899,+1.733s,22
2017,Japan,8,27, Hulkenberg,Renault,1:30.974,+1.808s,24
2017,Japan,9,8, Grosjean,Haas Ferrari,1:31.032,+1.866s,22
2017,Japan,10,2, Vandoorne,McLaren Honda,1:31.202,+2.036s,24
2017,Japan,11,20, Magnussen,Haas Ferrari,1:31.216,+2.050s,15
2017,Japan,12,14, Alonso,McLaren Honda,1:31.235,+2.069s,19
2017,Japan,13,11, Perez,Force India Mercedes,1:31.530,+2.364s,23
2017,Japan,14,18, Stroll,Williams Mercedes,1:31.602,+2.436s,22
2017,Japan,15,30, Palmer,Renault,1:31.757,+2.591s,22
2017,Japan,16,19, Massa,Williams Mercedes,1:31.912,+2.746s,20
2017,Japan,17,55, Sainz,Toro Rosso,1:32.252,+3.086s,14
2017,Japan,18,10, Gasly,Toro Rosso,1:32.501,+3.335s,18
2017,Japan,19,94, Wehrlein,Sauber Ferrari,1:32.897,+3.731s,29
2017,Japan,20,9, Ericsson,Sauber Ferrari,1:33.397,+4.231s,28
2017,United States,1,44, Hamilton,Mercedes,1:36.335,,18
2017,United States,2,5, Vettel,Ferrari,1:36.928,+0.593s,20
2017,United States,3,77, Bottas,Mercedes,1:36.979,+0.644s,10
2017,United States,4,33, Verstappen,Red Bull Racing TAG Heuer,1:37.339,+1.004s,21
2017,United States,5,2, Vandoorne,McLaren Honda,1:37.352,+1.017s,26
2017,United States,6,19, Massa,Williams Mercedes,1:37.570,+1.235s,23
2017,United States,7,7, Räikkönen,Ferrari,1:37.598,+1.263s,20
2017,United States,8,31, Ocon,Force India Mercedes,1:37.808,+1.473s,25
2017,United States,9,11, Perez,Force India Mercedes,1:37.861,+1.526s,20
2017,United States,10,55, Sainz,Renault,1:38.093,+1.758s,24
2017,United States,11,20, Magnussen,Haas Ferrari,1:38.408,+2.073s,16
2017,United States,12,18, Stroll,Williams Mercedes,1:38.534,+2.199s,25
2017,United States,13,27, Hulkenberg,Renault,1:38.904,+2.569s,19
2017,United States,14,39, Hartley,Toro Rosso,1:39.267,+2.932s,28
2017,United States,15,8, Grosjean,Haas Ferrari,1:39.336,+3.001s,17
2017,United States,16,3, Ricciardo,Red Bull Racing TAG Heuer,1:39.366,+3.031s,14
2017,United States,17,38, Gelael,Toro Rosso,1:40.406,+4.071s,25
2017,United States,18,9, Ericsson,Sauber Ferrari,1:40.448,+4.113s,19
2017,United States,19,37, Leclerc,Sauber Ferrari,1:40.828,+4.493s,25
2017,United States,20,14, Alonso,McLaren Honda,,,4
2017,Mexico,1,77, Bottas,Mercedes,1:17.824,,42
2017,Mexico,2,44, Hamilton,Mercedes,1:18.290,+0.466s,35
2017,Mexico,3,33, Verstappen,Red Bull Racing TAG Heuer,1:18.395,+0.571s,16
2017,Mexico,4,3, Ricciardo,Red Bull Racing TAG Heuer,1:18.421,+0.597s,28
2017,Mexico,5,5, Vettel,Ferrari,1:18.586,+0.762s,28
2017,Mexico,6,7, Räikkönen,Ferrari,1:19.008,+1.184s,27
2017,Mexico,7,11, Perez,Force India Mercedes,1:19.240,+1.416s,21
2017,Mexico,8,14, Alonso,McLaren Honda,1:19.346,+1.522s,20
2017,Mexico,9,19, Massa,Williams Mercedes,1:19.443,+1.619s,32
2017,Mexico,10,27, Hulkenberg,Renault,1:19.552,+1.728s,19
2017,Mexico,11,55, Sainz,Renault,1:19.554,+1.730s,24
2017,Mexico,12,18, Stroll,Williams Mercedes,1:19.772,+1.948s,34
2017,Mexico,13,20, Magnussen,Haas Ferrari,1:20.644,+2.820s,16
2017,Mexico,14,94, Wehrlein,Sauber Ferrari,1:20.971,+3.147s,30
2017,Mexico,15,50, Giovinazzi,Haas Ferrari,1:21.269,+3.445s,26
2017,Mexico,16,37, Leclerc,Sauber Ferrari,1:21.446,+3.622s,28
2017,Mexico,17,38, Gelael,Toro Rosso,1:21.639,+3.815s,29
2017,Mexico,18,28, Hartley,Toro Rosso,1:21.747,+3.923s,10
2017,Mexico,19,34, Celis,Force India Mercedes,1:22.342,+4.518s,17
2017,Mexico,20,2, Vandoorne,McLaren Honda,,,3
2017,Brazil,1,44, Hamilton,Mercedes,1:09.202,,36
2017,Brazil,2,77, Bottas,Mercedes,1:09.329,+0.127s,43
2017,Brazil,3,7, Räikkönen,Ferrari,1:09.744,+0.542s,32
2017,Brazil,4,33, Verstappen,Red Bull Racing TAG Heuer,1:09.750,+0.548s,31
2017,Brazil,5,3, Ricciardo,Red Bull Racing TAG Heuer,1:09.828,+0.626s,38
2017,Brazil,6,5, Vettel,Ferrari,1:09.984,+0.782s,32
2017,Brazil,7,19, Massa,Williams Mercedes,1:10.102,+0.900s,28
2017,Brazil,8,2, Vandoorne,McLaren Honda,1:10.402,+1.200s,26
2017,Brazil,9,31, Ocon,Force India Mercedes,1:10.454,+1.252s,36
2017,Brazil,10,14, Alonso,McLaren Honda,1:10.476,+1.274s,24
2017,Brazil,11,18, Stroll,Williams Mercedes,1:10.632,+1.430s,42
2017,Brazil,12,35, Russell,Force India Mercedes,1:11.047,+1.845s,29
2017,Brazil,13,8, Grosjean,Haas Ferrari,1:11.188,+1.986s,29
2017,Brazil,14,20, Magnussen,Haas Ferrari,1:11.463,+2.261s,30
2017,Brazil,15,55, Sainz,Renault,1:11.467,+2.265s,32
2017,Brazil,16,27, Hulkenberg,Renault,1:11.608,+2.406s,35
2017,Brazil,17,37, Leclerc,Sauber Ferrari,1:11.802,+2.600s,32
2017,Brazil,18,9, Ericsson,Sauber Ferrari,1:11.898,+2.696s,28
2017,Brazil,19,10, Gasly,Toro Rosso,1:14.034,+4.832s,5
2017,Brazil,20,28, Hartley,Toro Rosso,,,2
2017,Abu Dhabi,1,5, Vettel,Ferrari,1:39.006,,23
2017,Abu Dhabi,2,44, Hamilton,Mercedes,1:39.126,+0.120s,25
2017,Abu Dhabi,3,33, Verstappen,Red Bull Racing TAG Heuer,1:39.154,+0.148s,15
2017,Abu Dhabi,4,7, Räikkönen,Ferrari,1:39.518,+0.512s,22
2017,Abu Dhabi,5,77, Bottas,Mercedes,1:39.741,+0.735s,30
2017,Abu Dhabi,6,11, Perez,Force India Mercedes,1:40.293,+1.287s,24
2017,Abu Dhabi,7,14, Alonso,McLaren Honda,1:40.522,+1.516s,20
2017,Abu Dhabi,8,2, Vandoorne,McLaren Honda,1:40.569,+1.563s,15
2017,Abu Dhabi,9,19, Massa,Williams Mercedes,1:40.723,+1.717s,27
2017,Abu Dhabi,10,3, Ricciardo,Red Bull Racing TAG Heuer,1:40.773,+1.767s,29
2017,Abu Dhabi,11,35, Russell,Force India Mercedes,1:41.131,+2.125s,26
2017,Abu Dhabi,12,8, Grosjean,Haas Ferrari,1:41.306,+2.300s,24
2017,Abu Dhabi,13,18, Stroll,Williams Mercedes,1:41.581,+2.575s,27
2017,Abu Dhabi,14,10, Gasly,Toro Rosso,1:41.646,+2.640s,29
2017,Abu Dhabi,15,55, Sainz,Renault,1:41.748,+2.742s,23
2017,Abu Dhabi,16,94, Wehrlein,Sauber Ferrari,1:41.752,+2.746s,26
2017,Abu Dhabi,17,27, Hulkenberg,Renault,1:41.864,+2.858s,26
2017,Abu Dhabi,18,50, Giovinazzi,Haas Ferrari,1:42.065,+3.059s,21
2017,Abu Dhabi,19,9, Ericsson,Sauber Ferrari,1:42.344,+3.338s,28
2017,Abu Dhabi,20,28, Hartley,Toro Rosso,1:42.585,+3.579s,35
2016,Australia,1,44, Hamilton,Mercedes,1:29.725,,14
2016,Australia,2,26, Kvyat,Red Bull Racing TAG Heuer,1:30.146,+0.421s,14
2016,Australia,3,3, Ricciardo,Red Bull Racing TAG Heuer,1:30.875,+1.150s,13
2016,Australia,4,27, Hulkenberg,Force India Mercedes,1:31.325,+1.600s,8
2016,Australia,5,33, Verstappen,Toro Rosso Ferrari,1:31.720,+1.995s,14
2016,Australia,6,6, Rosberg,Mercedes,1:31.814,+2.089s,11
2016,Australia,7,14, Alonso,McLaren Honda,1:33.060,+3.335s,11
2016,Australia,8,22, Button,McLaren Honda,1:33.129,+3.404s,16
2016,Australia,9,11, Perez,Force India Mercedes,1:33.370,+3.645s,6
2016,Australia,10,20, Magnussen,Renault,1:34.060,+4.335s,13
2016,Australia,11,77, Bottas,Williams Mercedes,1:34.550,+4.825s,6
2016,Australia,12,19, Massa,Williams Mercedes,1:34.679,+4.954s,6
2016,Australia,13,12, Nasr,Sauber Ferrari,1:34.796,+5.071s,7
2016,Australia,14,30, Palmer,Renault,1:35.477,+5.752s,12
2016,Australia,15,9, Ericsson,Sauber Ferrari,1:37.956,+8.231s,6
2016,Australia,16,94, Wehrlein,MRT Mercedes,1:40.401,+10.676s,6
2016,Australia,17,7, Räikkönen,Ferrari,1:40.754,+11.029s,10
2016,Australia,18,21, Gutierrez,Haas Ferrari,1:41.780,+12.055s,8
2016,Australia,19,88, Haryanto,MRT Mercedes,1:43.372,+13.647s,7
2016,Australia,20,8, Grosjean,Haas Ferrari,1:43.443,+13.718s,6
2016,Australia,21,5, Vettel,Ferrari,,,8
2016,Australia,22,55, Sainz,Toro Rosso Ferrari,,,3
2016,Bahrain,1,6, Rosberg,Mercedes,1:32.294,,24
2016,Bahrain,2,44, Hamilton,Mercedes,1:32.799,+0.505s,24
2016,Bahrain,3,7, Räikkönen,Ferrari,1:34.128,+1.834s,16
2016,Bahrain,4,3, Ricciardo,Red Bull Racing TAG Heuer,1:34.461,+2.167s,27
2016,Bahrain,5,26, Kvyat,Red Bull Racing TAG Heuer,1:34.541,+2.247s,30
2016,Bahrain,6,27, Hulkenberg,Force India Mercedes,1:34.601,+2.307s,28
2016,Bahrain,7,55, Sainz,Toro Rosso Ferrari,1:34.793,+2.499s,21
2016,Bahrain,8,33, Verstappen,Toro Rosso Ferrari,1:34.860,+2.566s,19
2016,Bahrain,9,8, Grosjean,Haas Ferrari,1:35.000,+2.706s,18
2016,Bahrain,10,19, Massa,Williams Mercedes,1:35.006,+2.712s,19
2016,Bahrain,11,5, Vettel,Ferrari,1:35.073,+2.779s,14
2016,Bahrain,12,77, Bottas,Williams Mercedes,1:35.174,+2.880s,21
2016,Bahrain,13,21, Gutierrez,Haas Ferrari,1:35.309,+3.015s,19
2016,Bahrain,14,22, Button,McLaren Honda,1:35.440,+3.146s,28
2016,Bahrain,15,20, Magnussen,Renault,1:35.490,+3.196s,27
2016,Bahrain,16,9, Ericsson,Sauber Ferrari,1:35.728,+3.434s,30
2016,Bahrain,17,94, Wehrlein,MRT Mercedes,1:36.371,+4.077s,26
2016,Bahrain,18,47, Vandoorne,McLaren Honda,1:36.392,+4.098s,25
2016,Bahrain,19,12, Nasr,Sauber Ferrari,1:36.719,+4.425s,24
2016,Bahrain,20,30, Palmer,Renault,1:36.939,+4.645s,28
2016,Bahrain,21,34, Celis,Force India Mercedes,1:37.287,+4.993s,23
2016,Bahrain,22,88, Haryanto,MRT Mercedes,1:37.714,+5.420s,27
2016,China,1,6, Rosberg,Mercedes,1:38.037,,16
2016,China,2,44, Hamilton,Mercedes,1:38.183,+0.146s,16
2016,China,3,5, Vettel,Ferrari,1:38.665,+0.628s,12
2016,China,4,3, Ricciardo,Red Bull Racing TAG Heuer,1:39.061,+1.024s,13
2016,China,5,7, Räikkönen,Ferrari,1:39.155,+1.118s,11
2016,China,6,26, Kvyat,Red Bull Racing TAG Heuer,1:39.625,+1.588s,14
2016,China,7,55, Sainz,Toro Rosso Ferrari,1:39.676,+1.639s,12
2016,China,8,22, Button,McLaren Honda,1:39.974,+1.937s,11
2016,China,9,27, Hulkenberg,Force India Mercedes,1:40.169,+2.132s,13
2016,China,10,33, Verstappen,Toro Rosso Ferrari,1:40.232,+2.195s,13
2016,China,11,11, Perez,Force India Mercedes,1:40.347,+2.310s,15
2016,China,12,14, Alonso,McLaren Honda,1:40.538,+2.501s,11
2016,China,13,77, Bottas,Williams Mercedes,1:40.828,+2.791s,10
2016,China,14,8, Grosjean,Haas Ferrari,1:41.358,+3.321s,9
2016,China,15,9, Ericsson,Sauber Ferrari,1:41.393,+3.356s,18
2016,China,16,88, Haryanto,MRT Mercedes,1:41.614,+3.577s,20
2016,China,17,30, Palmer,Renault,1:41.816,+3.779s,16
2016,China,18,94, Wehrlein,MRT Mercedes,1:42.908,+4.871s,14
2016,China,19,12, Nasr,Sauber Ferrari,1:42.980,+4.943s,8
2016,China,20,20, Magnussen,Renault,,,6
2016,China,21,21, Gutierrez,Haas Ferrari,,,2
2016,China,22,19, Massa,Williams Mercedes,,,4
2016,Russia,1,6, Rosberg,Mercedes,1:38.127,,32
2016,Russia,2,44, Hamilton,Mercedes,1:38.849,+0.722s,31
2016,Russia,3,5, Vettel,Ferrari,1:39.175,+1.048s,19
2016,Russia,4,7, Räikkönen,Ferrari,1:39.332,+1.205s,18
2016,Russia,5,19, Massa,Williams Mercedes,1:39.365,+1.238s,14
2016,Russia,6,3, Ricciardo,Red Bull Racing TAG Heuer,1:39.650,+1.523s,24
2016,Russia,7,77, Bottas,Williams Mercedes,1:39.802,+1.675s,34
2016,Russia,8,26, Kvyat,Red Bull Racing TAG Heuer,1:40.218,+2.091s,26
2016,Russia,9,11, Perez,Force India Mercedes,1:40.287,+2.160s,22
2016,Russia,10,55, Sainz,Toro Rosso Ferrari,1:40.654,+2.527s,21
2016,Russia,11,22, Button,McLaren Honda,1:40.663,+2.536s,19
2016,Russia,12,14, Alonso,McLaren Honda,1:40.771,+2.644s,18
2016,Russia,13,46, Sirotkin,Renault,1:40.898,+2.771s,24
2016,Russia,14,12, Nasr,Sauber Ferrari,1:41.085,+2.958s,21
2016,Russia,15,33, Verstappen,Toro Rosso Ferrari,1:41.134,+3.007s,22
2016,Russia,16,21, Gutierrez,Haas Ferrari,1:41.238,+3.111s,18
2016,Russia,17,8, Grosjean,Haas Ferrari,1:41.385,+3.258s,20
2016,Russia,18,30, Palmer,Renault,1:41.671,+3.544s,25
2016,Russia,19,9, Ericsson,Sauber Ferrari,1:41.962,+3.835s,22
2016,Russia,20,94, Wehrlein,MRT Mercedes,1:42.483,+4.356s,21
2016,Russia,21,88, Haryanto,MRT Mercedes,1:42.687,+4.560s,8
2016,Russia,22,34, Celis,Force India Mercedes,1:43.432,+5.305s,23
2016,Spain,1,5, Vettel,Ferrari,1:23.951,,22
2016,Spain,2,7, Räikkönen,Ferrari,1:24.089,+0.138s,18
2016,Spain,3,6, Rosberg,Mercedes,1:24.454,+0.503s,34
2016,Spain,4,44, Hamilton,Mercedes,1:24.611,+0.660s,33
2016,Spain,5,3, Ricciardo,Red Bull Racing TAG Heuer,1:25.416,+1.465s,25
2016,Spain,6,33, Verstappen,Red Bull Racing TAG Heuer,1:25.585,+1.634s,29
2016,Spain,7,77, Bottas,Williams Mercedes,1:25.672,+1.721s,36
2016,Spain,8,55, Sainz,Toro Rosso Ferrari,1:26.078,+2.127s,19
2016,Spain,9,19, Massa,Williams Mercedes,1:26.186,+2.235s,32
2016,Spain,10,14, Alonso,McLaren Honda,1:26.243,+2.292s,18
2016,Spain,11,20, Magnussen,Renault,1:26.576,+2.625s,30
2016,Spain,12,26, Kvyat,Toro Rosso Ferrari,1:26.583,+2.632s,21
2016,Spain,13,27, Hulkenberg,Force India Mercedes,1:26.938,+2.987s,27
2016,Spain,14,11, Perez,Force India Mercedes,1:27.064,+3.113s,9
2016,Spain,15,12, Nasr,Sauber Ferrari,1:27.253,+3.302s,27
2016,Spain,16,8, Grosjean,Haas Ferrari,1:27.258,+3.307s,17
2016,Spain,17,21, Gutierrez,Haas Ferrari,1:27.283,+3.332s,18
2016,Spain,18,9, Ericsson,Sauber Ferrari,1:27.392,+3.441s,24
2016,Spain,19,22, Button,McLaren Honda,1:27.610,+3.659s,19
2016,Spain,20,94, Wehrlein,MRT Mercedes,1:28.084,+4.133s,29
2016,Spain,21,88, Haryanto,MRT Mercedes,1:29.052,+5.101s,34
2016,Spain,22,45, Ocon,Renault,,,6
2016,Monaco,1,44, Hamilton,Mercedes,1:15.537,,31
2016,Monaco,2,6, Rosberg,Mercedes,1:15.638,+0.101s,39
2016,Monaco,3,5, Vettel,Ferrari,1:15.956,+0.419s,26
2016,Monaco,4,3, Ricciardo,Red Bull Racing TAG Heuer,1:16.308,+0.771s,29
2016,Monaco,5,33, Verstappen,Red Bull Racing TAG Heuer,1:16.371,+0.834s,30
2016,Monaco,6,26, Kvyat,Toro Rosso Ferrari,1:16.426,+0.889s,37
2016,Monaco,7,27, Hulkenberg,Force India Mercedes,1:16.560,+1.023s,34
2016,Monaco,8,11, Perez,Force India Mercedes,1:16.697,+1.160s,28
2016,Monaco,9,7, Räikkönen,Ferrari,1:16.912,+1.375s,24
2016,Monaco,10,55, Sainz,Toro Rosso Ferrari,1:17.130,+1.593s,39
2016,Monaco,11,77, Bottas,Williams Mercedes,1:17.562,+2.025s,44
2016,Monaco,12,8, Grosjean,Haas Ferrari,1:17.599,+2.062s,33
2016,Monaco,13,14, Alonso,McLaren Honda,1:17.838,+2.301s,27
2016,Monaco,14,21, Gutierrez,Haas Ferrari,1:17.909,+2.372s,25
2016,Monaco,15,22, Button,McLaren Honda,1:17.920,+2.383s,26
2016,Monaco,16,12, Nasr,Sauber Ferrari,1:18.187,+2.650s,29
2016,Monaco,17,20, Magnussen,Renault,1:18.274,+2.737s,34
2016,Monaco,18,9, Ericsson,Sauber Ferrari,1:18.301,+2.764s,33
2016,Monaco,19,19, Massa,Williams Mercedes,1:18.746,+3.209s,10
2016,Monaco,20,30, Palmer,Renault,1:18.871,+3.334s,22
2016,Monaco,21,88, Haryanto,MRT Mercedes,1:20.528,+4.991s,28
2016,Monaco,22,94, Wehrlein,MRT Mercedes,1:20.868,+5.331s,25
2016,Canada,1,44, Hamilton,Mercedes,1:14.755,,22
2016,Canada,2,6, Rosberg,Mercedes,1:15.086,+0.331s,30
2016,Canada,3,5, Vettel,Ferrari,1:15.243,+0.488s,22
2016,Canada,4,33, Verstappen,Red Bull Racing TAG Heuer,1:15.553,+0.798s,29
2016,Canada,5,7, Räikkönen,Ferrari,1:15.618,+0.863s,23
2016,Canada,6,77, Bottas,Williams Mercedes,1:16.301,+1.546s,30
2016,Canada,7,27, Hulkenberg,Force India Mercedes,1:16.464,+1.709s,24
2016,Canada,8,55, Sainz,Toro Rosso Ferrari,1:16.543,+1.788s,21
2016,Canada,9,11, Perez,Force India Mercedes,1:16.577,+1.822s,25
2016,Canada,10,14, Alonso,McLaren Honda,1:16.663,+1.908s,18
2016,Canada,11,3, Ricciardo,Red Bull Racing TAG Heuer,1:16.734,+1.979s,28
2016,Canada,12,22, Button,McLaren Honda,1:16.788,+2.033s,8
2016,Canada,13,8, Grosjean,Haas Ferrari,1:17.008,+2.253s,22
2016,Canada,14,19, Massa,Williams Mercedes,1:17.065,+2.310s,7
2016,Canada,15,26, Kvyat,Toro Rosso Ferrari,1:17.310,+2.555s,24
2016,Canada,16,21, Gutierrez,Haas Ferrari,1:17.319,+2.564s,24
2016,Canada,17,12, Nasr,Sauber Ferrari,1:17.855,+3.100s,21
2016,Canada,18,88, Haryanto,MRT Mercedes,1:18.103,+3.348s,21
2016,Canada,19,9, Ericsson,Sauber Ferrari,1:18.129,+3.374s,8
2016,Canada,20,20, Magnussen,Renault,1:18.409,+3.654s,13
2016,Canada,21,94, Wehrlein,MRT Mercedes,1:18.453,+3.698s,30
2016,Canada,22,30, Palmer,Renault,1:18.583,+3.828s,28
2016,Europe,1,44, Hamilton,Mercedes,1:46.435,,23
2016,Europe,2,6, Rosberg,Mercedes,1:46.812,+0.377s,32
2016,Europe,3,77, Bottas,Williams Mercedes,1:47.096,+0.661s,34
2016,Europe,4,14, Alonso,McLaren Honda,1:47.989,+1.554s,21
2016,Europe,5,5, Vettel,Ferrari,1:48.627,+2.192s,26
2016,Europe,6,11, Perez,Force India Mercedes,1:48.922,+2.487s,17
2016,Europe,7,22, Button,McLaren Honda,1:49.019,+2.584s,21
2016,Europe,8,19, Massa,Williams Mercedes,1:49.125,+2.690s,22
2016,Europe,9,55, Sainz,Toro Rosso Ferrari,1:49.267,+2.832s,16
2016,Europe,10,27, Hulkenberg,Force India Mercedes,1:49.301,+2.866s,27
2016,Europe,11,8, Grosjean,Haas Ferrari,1:49.611,+3.176s,20
2016,Europe,12,7, Räikkönen,Ferrari,1:49.635,+3.200s,16
2016,Europe,13,3, Ricciardo,Red Bull Racing TAG Heuer,1:49.778,+3.343s,17
2016,Europe,14,21, Gutierrez,Haas Ferrari,1:50.167,+3.732s,25
2016,Europe,15,9, Ericsson,Sauber Ferrari,1:50.473,+4.038s,18
2016,Europe,16,33, Verstappen,Red Bull Racing TAG Heuer,1:50.485,+4.050s,7
2016,Europe,17,26, Kvyat,Toro Rosso Ferrari,1:50.551,+4.116s,19
2016,Europe,18,30, Palmer,Renault,1:50.910,+4.475s,25
2016,Europe,19,20, Magnussen,Renault,1:50.939,+4.504s,27
2016,Europe,20,94, Wehrlein,MRT Mercedes,1:51.219,+4.784s,24
2016,Europe,21,12, Nasr,Sauber Ferrari,1:51.771,+5.336s,11
2016,Europe,22,88, Haryanto,MRT Mercedes,1:51.925,+5.490s,28
2016,Austria,1,6, Rosberg,Mercedes,1:07.373,,37
2016,Austria,2,44, Hamilton,Mercedes,1:07.730,+0.357s,34
2016,Austria,3,5, Vettel,Ferrari,1:08.022,+0.649s,28
2016,Austria,4,7, Räikkönen,Ferrari,1:08.222,+0.849s,31
2016,Austria,5,3, Ricciardo,Red Bull Racing TAG Heuer,1:08.528,+1.155s,35
2016,Austria,6,55, Sainz,Toro Rosso Ferrari,1:08.803,+1.430s,34
2016,Austria,7,19, Massa,Williams Mercedes,1:08.824,+1.451s,39
2016,Austria,8,33, Verstappen,Red Bull Racing TAG Heuer,1:08.962,+1.589s,21
2016,Austria,9,26, Kvyat,Toro Rosso Ferrari,1:08.990,+1.617s,32
2016,Austria,10,77, Bottas,Williams Mercedes,1:08.998,+1.625s,40
2016,Austria,11,8, Grosjean,Haas Ferrari,1:09.078,+1.705s,34
2016,Austria,12,27, Hulkenberg,Force India Mercedes,1:09.280,+1.907s,43
2016,Austria,13,22, Button,McLaren Honda,1:09.365,+1.992s,31
2016,Austria,14,14, Alonso,McLaren Honda,1:09.567,+2.194s,30
2016,Austria,15,20, Magnussen,Renault,1:09.707,+2.334s,24
2016,Austria,16,94, Wehrlein,MRT Mercedes,1:09.775,+2.402s,34
2016,Austria,17,30, Palmer,Renault,1:09.851,+2.478s,28
2016,Austria,18,9, Ericsson,Sauber Ferrari,1:09.929,+2.556s,35
2016,Austria,19,21, Gutierrez,Haas Ferrari,1:10.110,+2.737s,20
2016,Austria,20,12, Nasr,Sauber Ferrari,1:10.314,+2.941s,26
2016,Austria,21,88, Haryanto,MRT Mercedes,1:10.493,+3.120s,21
2016,Austria,22,34, Celis,Force India Mercedes,1:10.860,+3.487s,37
2016,Great Britain,1,44, Hamilton,Mercedes,1:31.654,,30
2016,Great Britain,2,6, Rosberg,Mercedes,1:31.687,+0.033s,34
2016,Great Britain,3,27, Hulkenberg,Force India Mercedes,1:32.492,+0.838s,30
2016,Great Britain,4,5, Vettel,Ferrari,1:32.501,+0.847s,20
2016,Great Britain,5,3, Ricciardo,Red Bull Racing TAG Heuer,1:32.773,+1.119s,30
2016,Great Britain,6,7, Räikkönen,Ferrari,1:33.039,+1.385s,28
2016,Great Britain,7,33, Verstappen,Red Bull Racing TAG Heuer,1:33.202,+1.548s,22
2016,Great Britain,8,11, Perez,Force India Mercedes,1:33.235,+1.581s,30
2016,Great Britain,9,55, Sainz,Toro Rosso Ferrari,1:33.446,+1.792s,19
2016,Great Britain,10,14, Alonso,McLaren Honda,1:33.527,+1.873s,22
2016,Great Britain,11,26, Kvyat,Toro Rosso Ferrari,1:33.738,+2.084s,20
2016,Great Britain,12,22, Button,McLaren Honda,1:34.132,+2.478s,24
2016,Great Britain,13,77, Bottas,Williams Mercedes,1:34.263,+2.609s,38
2016,Great Britain,14,19, Massa,Williams Mercedes,1:34.456,+2.802s,34
2016,Great Britain,15,8, Grosjean,Haas Ferrari,1:34.547,+2.893s,24
2016,Great Britain,16,30, Palmer,Renault,1:34.787,+3.133s,29
2016,Great Britain,17,12, Nasr,Sauber Ferrari,1:34.805,+3.151s,21
