year,race,position,number,driver,car,laps,time,points
2023,Saudi Arabia,9,10, Gasly,Alpine Renault,50,+54.747s,2
2023,Saudi Arabia,10,20, Magnussen,Haas Ferrari,50,+64.826s,1
2023,Saudi Arabia,11,22, Tsunoda,AlphaTauri Honda RBPT,50,+67.494s,0
2023,Saudi Arabia,12,27, Hulkenberg,Haas Ferrari,50,+70.588s,0
2023,Saudi Arabia,13,24,Zhou ,Alfa Romeo Ferrari,50,+76.060s,0
2023,Saudi Arabia,14,21, De Vries,AlphaTauri Honda RBPT,50,+77.478s,0
2023,Saudi Arabia,15,81, Piastri,McLaren Mercedes,50,+85.021s,0
2023,Saudi Arabia,16,2, Sargeant,Williams Mercedes,50,+86.293s,0
2023,Saudi Arabia,17,4, Norris,McLaren Mercedes,50,+86.445s,0
2023,Saudi Arabia,18,77, Bottas,Alfa Romeo Ferrari,49,+1 lap,0
2023,Saudi Arabia,NC,23, Albon,Williams Mercedes,27,DNF,0
2023,Saudi Arabia,NC,18, Stroll,Aston Martin Aramco Mercedes,16,DNF,0
2023,Australia,1,1, Verstappen,Red Bull Racing Honda RBPT,58,2:32:38.371,25
2023,Australia,2,44, Hamilton,Mercedes,58,+0.179s,18
2023,Australia,3,14, Alonso,Aston Martin Aramco Mercedes,58,+0.769s,15
2023,Australia,4,18, Stroll,Aston Martin Aramco Mercedes,58,+3.082s,12
2023,Australia,5,11, Perez,Red Bull Racing Honda RBPT,58,+3.320s,11
2023,Australia,6,4, Norris,McLaren Mercedes,58,+3.701s,8
2023,Australia,7,27, Hulkenberg,Haas Ferrari,58,+4.939s,6
2023,Australia,8,81, Piastri,McLaren Mercedes,58,+5.382s,4
2023,Australia,9,24,Zhou ,Alfa Romeo Ferrari,58,+5.713s,2
2023,Australia,10,22, Tsunoda,AlphaTauri Honda RBPT,58,+6.052s,1
2023,Australia,11,77, Bottas,Alfa Romeo Ferrari,58,+6.513s,0
2023,Australia,12,55, Sainz,Ferrari,58,+6.594s,0
2023,Australia,13,10, Gasly,Alpine Renault,56,DNF,0
2023,Australia,14,31, Ocon,Alpine Renault,56,DNF,0
2023,Australia,15,21, De Vries,AlphaTauri Honda RBPT,56,DNF,0
2023,Australia,16,2, Sargeant,Williams Mercedes,56,DNF,0
2023,Australia,17,20, Magnussen,Haas Ferrari,52,DNF,0
2023,Australia,NC,63, Russell,Mercedes,17,DNF,0
2023,Australia,NC,23, Albon,Williams Mercedes,6,DNF,0
2023,Australia,NC,16, Leclerc,Ferrari,0,DNF,0
2023,Azerbaijan,1,11, Perez,Red Bull Racing Honda RBPT,51,1:32:42.436,25
2023,Azerbaijan,2,1, Verstappen,Red Bull Racing Honda RBPT,51,+2.137s,18
2023,Azerbaijan,3,16, Leclerc,Ferrari,51,+21.217s,15
2023,Azerbaijan,4,14, Alonso,Aston Martin Aramco Mercedes,51,+22.024s,12
2023,Azerbaijan,5,55, Sainz,Ferrari,51,+45.491s,10
2023,Azerbaijan,6,44, Hamilton,Mercedes,51,+46.145s,8
2023,Azerbaijan,7,18, Stroll,Aston Martin Aramco Mercedes,51,+51.617s,6
2023,Azerbaijan,8,63, Russell,Mercedes,51,+74.240s,5
2023,Azerbaijan,9,4, Norris,McLaren Mercedes,51,+80.376s,2
2023,Azerbaijan,10,22, Tsunoda,AlphaTauri Honda RBPT,51,+83.862s,1
2023,Azerbaijan,11,81, Piastri,McLaren Mercedes,51,+86.501s,0
2023,Azerbaijan,12,23, Albon,Williams Mercedes,51,+88.623s,0
2023,Azerbaijan,13,20, Magnussen,Haas Ferrari,51,+89.729s,0
2023,Azerbaijan,14,10, Gasly,Alpine Renault,51,+91.332s,0
2023,Azerbaijan,15,31, Ocon,Alpine Renault,51,+97.794s,0
2023,Azerbaijan,16,2, Sargeant,Williams Mercedes,51,+100.943s,0
2023,Azerbaijan,17,27, Hulkenberg,Haas Ferrari,50,+1 lap,0
2023,Azerbaijan,18,77, Bottas,Alfa Romeo Ferrari,50,+1 lap,0
2023,Azerbaijan,NC,24,Zhou ,Alfa Romeo Ferrari,36,DNF,0
2023,Azerbaijan,NC,21, De Vries,AlphaTauri Honda RBPT,9,DNF,0
2023,Miami,1,1, Verstappen,Red Bull Racing Honda RBPT,57,1:27:38.241,26
2023,Miami,2,11, Perez,Red Bull Racing Honda RBPT,57,+5.384s,18
2023,Miami,3,14, Alonso,Aston Martin Aramco Mercedes,57,+26.305s,15
2023,Miami,4,63, Russell,Mercedes,57,+33.229s,12
2023,Miami,5,55, Sainz,Ferrari,57,+42.511s,10
2023,Miami,6,44, Hamilton,Mercedes,57,+51.249s,8
2023,Miami,7,16, Leclerc,Ferrari,57,+52.988s,6
2023,Miami,8,10, Gasly,Alpine Renault,57,+55.670s,4
2023,Miami,9,31, Ocon,Alpine Renault,57,+58.123s,2
2023,Miami,10,20, Magnussen,Haas Ferrari,57,+62.945s,1
2023,Miami,11,22, Tsunoda,AlphaTauri Honda RBPT,57,+64.309s,0
2023,Miami,12,18, Stroll,Aston Martin Aramco Mercedes,57,+64.754s,0
2023,Miami,13,77, Bottas,Alfa Romeo Ferrari,57,+71.637s,0
2023,Miami,14,23, Albon,Williams Mercedes,57,+72.861s,0
2023,Miami,15,27, Hulkenberg,Haas Ferrari,57,+74.950s,0
2023,Miami,16,24,Zhou ,Alfa Romeo Ferrari,57,+78.440s,0
2023,Miami,17,4, Norris,McLaren Mercedes,57,+87.717s,0
2023,Miami,18,21, De Vries,AlphaTauri Honda RBPT,57,+88.949s,0
2023,Miami,19,81, Piastri,McLaren Mercedes,56,+1 lap,0
2023,Miami,20,2, Sargeant,Williams Mercedes,56,+1 lap,0
2023,Monaco,1,1, Verstappen,Red Bull Racing Honda RBPT,78,1:48:51.980,25
2023,Monaco,2,14, Alonso,Aston Martin Aramco Mercedes,78,+27.921s,18
2023,Monaco,3,31, Ocon,Alpine Renault,78,+36.990s,15
2023,Monaco,4,44, Hamilton,Mercedes,78,+39.062s,13
2023,Monaco,5,63, Russell,Mercedes,78,+56.284s,10
2023,Monaco,6,16, Leclerc,Ferrari,78,+61.890s,8
2023,Monaco,7,10, Gasly,Alpine Renault,78,+62.362s,6
2023,Monaco,8,55, Sainz,Ferrari,78,+63.391s,4
2023,Monaco,9,4, Norris,McLaren Mercedes,77,+1 lap,2
2023,Monaco,10,81, Piastri,McLaren Mercedes,77,+1 lap,1
2023,Monaco,11,77, Bottas,Alfa Romeo Ferrari,77,+1 lap,0
2023,Monaco,12,21, De Vries,AlphaTauri Honda RBPT,77,+1 lap,0
2023,Monaco,13,24,Zhou ,Alfa Romeo Ferrari,77,+1 lap,0
2023,Monaco,14,23, Albon,Williams Mercedes,77,+1 lap,0
2023,Monaco,15,22, Tsunoda,AlphaTauri Honda RBPT,76,+2 laps,0
2023,Monaco,16,11, Perez,Red Bull Racing Honda RBPT,76,+2 laps,0
2023,Monaco,17,27, Hulkenberg,Haas Ferrari,76,+2 laps,0
2023,Monaco,18,2, Sargeant,Williams Mercedes,76,+2 laps,0
2023,Monaco,19,20, Magnussen,Haas Ferrari,70,DNF,0
2023,Monaco,NC,18, Stroll,Aston Martin Aramco Mercedes,53,DNF,0
2023,Spain,1,1, Verstappen,Red Bull Racing Honda RBPT,66,1:27:57.940,26
2023,Spain,2,44, Hamilton,Mercedes,66,+24.090s,18
2023,Spain,3,63, Russell,Mercedes,66,+32.389s,15
2023,Spain,4,11, Perez,Red Bull Racing Honda RBPT,66,+35.812s,12
2023,Spain,5,55, Sainz,Ferrari,66,+45.698s,10
2023,Spain,6,18, Stroll,Aston Martin Aramco Mercedes,66,+63.320s,8
2023,Spain,7,14, Alonso,Aston Martin Aramco Mercedes,66,+64.127s,6
2023,Spain,8,31, Ocon,Alpine Renault,66,+69.242s,4
2023,Spain,9,24,Zhou ,Alfa Romeo Ferrari,66,+71.878s,2
2023,Spain,10,10, Gasly,Alpine Renault,66,+73.530s,1
2023,Spain,11,16, Leclerc,Ferrari,66,+74.419s,0
2023,Spain,12,22, Tsunoda,AlphaTauri Honda RBPT,66,+75.416s,0
2023,Spain,13,81, Piastri,McLaren Mercedes,65,+1 lap,0
2023,Spain,14,21, De Vries,AlphaTauri Honda RBPT,65,+1 lap,0
2023,Spain,15,27, Hulkenberg,Haas Ferrari,65,+1 lap,0
2023,Spain,16,23, Albon,Williams Mercedes,65,+1 lap,0
2023,Spain,17,4, Norris,McLaren Mercedes,65,+1 lap,0
2023,Spain,18,20, Magnussen,Haas Ferrari,65,+1 lap,0
2023,Spain,19,77, Bottas,Alfa Romeo Ferrari,65,+1 lap,0
2023,Spain,20,2, Sargeant,Williams Mercedes,65,+1 lap,0
2023,Canada,1,1, Verstappen,Red Bull Racing Honda RBPT,70,1:33:58.348,25
2023,Canada,2,14, Alonso,Aston Martin Aramco Mercedes,70,+9.570s,18
2023,Canada,3,44, Hamilton,Mercedes,70,+14.168s,15
2023,Canada,4,16, Leclerc,Ferrari,70,+18.648s,12
2023,Canada,5,55, Sainz,Ferrari,70,+21.540s,10
2023,Canada,6,11, Perez,Red Bull Racing Honda RBPT,70,+51.028s,9
2023,Canada,7,23, Albon,Williams Mercedes,70,+60.813s,6
2023,Canada,8,31, Ocon,Alpine Renault,70,+61.692s,4
2023,Canada,9,18, Stroll,Aston Martin Aramco Mercedes,70,+64.402s,2
2023,Canada,10,77, Bottas,Alfa Romeo Ferrari,70,+64.432s,1
2023,Canada,11,81, Piastri,McLaren Mercedes,70,+65.101s,0
2023,Canada,12,10, Gasly,Alpine Renault,70,+65.249s,0
2023,Canada,13,4, Norris,McLaren Mercedes,70,+68.363s,0
2023,Canada,14,22, Tsunoda,AlphaTauri Honda RBPT,70,+73.423s,0
2023,Canada,15,27, Hulkenberg,Haas Ferrari,69,+1 lap,0
2023,Canada,16,24,Zhou ,Alfa Romeo Ferrari,69,+1 lap,0
2023,Canada,17,20, Magnussen,Haas Ferrari,69,+1 lap,0
2023,Canada,18,21, De Vries,AlphaTauri Honda RBPT,69,+1 lap,0
2023,Canada,NC,63, Russell,Mercedes,53,DNF,0
2023,Canada,NC,2, Sargeant,Williams Mercedes,6,DNF,0
2023,Austria,1,1, Verstappen,Red Bull Racing Honda RBPT,71,1:25:33.607,26
2023,Austria,2,16, Leclerc,Ferrari,71,+5.155s,18
2023,Austria,3,11, Perez,Red Bull Racing Honda RBPT,71,+17.188s,15
2023,Austria,4,4, Norris,McLaren Mercedes,71,+26.327s,12
2023,Austria,5,14, Alonso,Aston Martin Aramco Mercedes,71,+30.317s,10
2023,Austria,6,55, Sainz,Ferrari,71,+31.377s,8
2023,Austria,7,63, Russell,Mercedes,71,+48.403s,6
2023,Austria,8,44, Hamilton,Mercedes,71,+49.196s,4
2023,Austria,9,18, Stroll,Aston Martin Aramco Mercedes,71,+59.043s,2
2023,Austria,10,10, Gasly,Alpine Renault,71,+67.667s,1
2023,Austria,11,23, Albon,Williams Mercedes,71,+79.767s,0
2023,Austria,12,24,Zhou ,Alfa Romeo Ferrari,70,+1 lap,0
2023,Austria,13,2, Sargeant,Williams Mercedes,70,+1 lap,0
2023,Austria,14,31, Ocon,Alpine Renault,70,+1 lap,0
2023,Austria,15,77, Bottas,Alfa Romeo Ferrari,70,+1 lap,0
2023,Austria,16,81, Piastri,McLaren Mercedes,70,+1 lap,0
2023,Austria,17,21, De Vries,AlphaTauri Honda RBPT,70,+1 lap,0
2023,Austria,18,20, Magnussen,Haas Ferrari,70,+1 lap,0
2023,Austria,19,22, Tsunoda,AlphaTauri Honda RBPT,70,+1 lap,0
2023,Austria,NC,27, Hulkenberg,Haas Ferrari,12,DNF,0
2023,Great Britain,1,1, Verstappen,Red Bull Racing Honda RBPT,52,1:25:16.938,26
2023,Great Britain,2,4, Norris,McLaren Mercedes,52,+3.798s,18
2023,Great Britain,3,44, Hamilton,Mercedes,52,+6.783s,15
2023,Great Britain,4,81, Piastri,McLaren Mercedes,52,+7.776s,12
2023,Great Britain,5,63, Russell,Mercedes,52,+11.206s,10
2023,Great Britain,6,11, Perez,Red Bull Racing Honda RBPT,52,+12.882s,8
2023,Great Britain,7,14, Alonso,Aston Martin Aramco Mercedes,52,+17.193s,6
2023,Great Britain,8,23, Albon,Williams Mercedes,52,+17.878s,4
2023,Great Britain,9,16, Leclerc,Ferrari,52,+18.689s,2
2023,Great Britain,10,55, Sainz,Ferrari,52,+19.448s,1
2023,Great Britain,11,2, Sargeant,Williams Mercedes,52,+23.632s,0
2023,Great Britain,12,77, Bottas,Alfa Romeo Ferrari,52,+25.830s,0
2023,Great Britain,13,27, Hulkenberg,Haas Ferrari,52,+26.663s,0
2023,Great Britain,14,18, Stroll,Aston Martin Aramco Mercedes,52,+27.483s,0
2023,Great Britain,15,24,Zhou ,Alfa Romeo Ferrari,52,+29.820s,0
2023,Great Britain,16,22, Tsunoda,AlphaTauri Honda RBPT,52,+31.225s,0
2023,Great Britain,17,21, De Vries,AlphaTauri Honda RBPT,52,+33.128s,0
2023,Great Britain,18,10, Gasly,Alpine Renault,46,DNF,0
2023,Great Britain,NC,20, Magnussen,Haas Ferrari,31,DNF,0
2023,Great Britain,NC,31, Ocon,Alpine Renault,9,DNF,0
2023,Hungary,1,1, Verstappen,Red Bull Racing Honda RBPT,70,1:38:08.634,26
2023,Hungary,2,4, Norris,McLaren Mercedes,70,+33.731s,18
2023,Hungary,3,11, Perez,Red Bull Racing Honda RBPT,70,+37.603s,15
2023,Hungary,4,44, Hamilton,Mercedes,70,+39.134s,12
2023,Hungary,5,81, Piastri,McLaren Mercedes,70,+62.572s,10
2023,Hungary,6,63, Russell,Mercedes,70,+65.825s,8
2023,Hungary,7,16, Leclerc,Ferrari,70,+70.317s,6
2023,Hungary,8,55, Sainz,Ferrari,70,+71.073s,4
2023,Hungary,9,14, Alonso,Aston Martin Aramco Mercedes,70,+75.709s,2
2023,Hungary,10,18, Stroll,Aston Martin Aramco Mercedes,69,+1 lap,1
2023,Hungary,11,23, Albon,Williams Mercedes,69,+1 lap,0
2023,Hungary,12,77, Bottas,Alfa Romeo Ferrari,69,+1 lap,0
2023,Hungary,13,3, Ricciardo,AlphaTauri Honda RBPT,69,+1 lap,0
2023,Hungary,14,27, Hulkenberg,Haas Ferrari,69,+1 lap,0
2023,Hungary,15,22, Tsunoda,AlphaTauri Honda RBPT,69,+1 lap,0
2023,Hungary,16,24,Zhou ,Alfa Romeo Ferrari,69,+1 lap,0
2023,Hungary,17,20, Magnussen,Haas Ferrari,69,+1 lap,0
2023,Hungary,18,2, Sargeant,Williams Mercedes,67,DNF,0
2023,Hungary,NC,31, Ocon,Alpine Renault,2,DNF,0
2023,Hungary,NC,10, Gasly,Alpine Renault,1,DNF,0
2023,Belgium,1,1, Verstappen,Red Bull Racing Honda RBPT,44,1:22:30.450,25
2023,Belgium,2,11, Perez,Red Bull Racing Honda RBPT,44,+22.305s,18
2023,Belgium,3,16, Leclerc,Ferrari,44,+32.259s,15
2023,Belgium,4,44, Hamilton,Mercedes,44,+49.671s,13
2023,Belgium,5,14, Alonso,Aston Martin Aramco Mercedes,44,+56.184s,10
2023,Belgium,6,63, Russell,Mercedes,44,+63.101s,8
2023,Belgium,7,4, Norris,McLaren Mercedes,44,+73.719s,6
2023,Belgium,8,31, Ocon,Alpine Renault,44,+74.719s,4
2023,Belgium,9,18, Stroll,Aston Martin Aramco Mercedes,44,+79.340s,2
2023,Belgium,10,22, Tsunoda,AlphaTauri Honda RBPT,44,+80.221s,1
2023,Belgium,11,10, Gasly,Alpine Renault,44,+83.084s,0
2023,Belgium,12,77, Bottas,Alfa Romeo Ferrari,44,+85.191s,0
2023,Belgium,13,24,Zhou ,Alfa Romeo Ferrari,44,+95.441s,0
2023,Belgium,14,23, Albon,Williams Mercedes,44,+96.184s,0
2023,Belgium,15,20, Magnussen,Haas Ferrari,44,+101.754s,0
2023,Belgium,16,3, Ricciardo,AlphaTauri Honda RBPT,44,+103.071s,0
2023,Belgium,17,2, Sargeant,Williams Mercedes,44,+104.476s,0
2023,Belgium,18,27, Hulkenberg,Haas Ferrari,44,+110.450s,0
2023,Belgium,NC,55, Sainz,Ferrari,23,DNF,0
2023,Belgium,NC,81, Piastri,McLaren Mercedes,0,DNF,0
2023,Netherlands,1,1, Verstappen,Red Bull Racing Honda RBPT,72,2:24:04.411,25
2023,Netherlands,2,14, Alonso,Aston Martin Aramco Mercedes,72,+3.744s,19
2023,Netherlands,3,10, Gasly,Alpine Renault,72,+7.058s,15
2023,Netherlands,4,11, Perez,Red Bull Racing Honda RBPT,72,+10.068s,12
2023,Netherlands,5,55, Sainz,Ferrari,72,+12.541s,10
2023,Netherlands,6,44, Hamilton,Mercedes,72,+13.209s,8
2023,Netherlands,7,4, Norris,McLaren Mercedes,72,+13.232s,6
2023,Netherlands,8,23, Albon,Williams Mercedes,72,+15.155s,4
2023,Netherlands,9,81, Piastri,McLaren Mercedes,72,+16.580s,2
2023,Netherlands,10,31, Ocon,Alpine Renault,72,+18.346s,1
2023,Netherlands,11,18, Stroll,Aston Martin Aramco Mercedes,72,+20.087s,0
2023,Netherlands,12,27, Hulkenberg,Haas Ferrari,72,+20.840s,0
2023,Netherlands,13,40, Lawson,AlphaTauri Honda RBPT,72,+26.147s,0
2023,Netherlands,14,77, Bottas,Alfa Romeo Ferrari,72,+27.388s,0
2023,Netherlands,15,22, Tsunoda,AlphaTauri Honda RBPT,72,+29.893s,0
2023,Netherlands,16,20, Magnussen,Haas Ferrari,72,+31.410s,0
2023,Netherlands,17,63, Russell,Mercedes,72,+55.754s,0
2023,Netherlands,NC,24,Zhou ,Alfa Romeo Ferrari,62,DNF,0
2023,Netherlands,NC,16, Leclerc,Ferrari,41,DNF,0
2023,Netherlands,NC,2, Sargeant,Williams Mercedes,14,DNF,0
2023,Italy,1,1, Verstappen,Red Bull Racing Honda RBPT,51,1:13:41.143,25
2023,Italy,2,11, Perez,Red Bull Racing Honda RBPT,51,+6.064s,18
2023,Italy,3,55, Sainz,Ferrari,51,+11.193s,15
2023,Italy,4,16, Leclerc,Ferrari,51,+11.377s,12
2023,Italy,5,63, Russell,Mercedes,51,+23.028s,10
2023,Italy,6,44, Hamilton,Mercedes,51,+42.679s,8
2023,Italy,7,23, Albon,Williams Mercedes,51,+45.106s,6
2023,Italy,8,4, Norris,McLaren Mercedes,51,+45.449s,4
2023,Italy,9,14, Alonso,Aston Martin Aramco Mercedes,51,+46.294s,2
2023,Italy,10,77, Bottas,Alfa Romeo Ferrari,51,+64.056s,1
2023,Italy,11,40, Lawson,AlphaTauri Honda RBPT,51,+70.638s,0
2023,Italy,12,81, Piastri,McLaren Mercedes,51,+73.074s,0
2023,Italy,13,2, Sargeant,Williams Mercedes,51,+78.557s,0
2023,Italy,14,24,Zhou ,Alfa Romeo Ferrari,51,+80.164s,0
2023,Italy,15,10, Gasly,Alpine Renault,51,+82.510s,0
2023,Italy,16,18, Stroll,Aston Martin Aramco Mercedes,51,+87.266s,0
2023,Italy,17,27, Hulkenberg,Haas Ferrari,50,+1 lap,0
2023,Italy,18,20, Magnussen,Haas Ferrari,50,+1 lap,0
2023,Italy,NC,31, Ocon,Alpine Renault,39,DNF,0
2023,Italy,NC,22, Tsunoda,AlphaTauri Honda RBPT,0,DNS,0
2023,Singapore,1,55, Sainz,Ferrari,62,1:46:37.418,25
2023,Singapore,2,4, Norris,McLaren Mercedes,62,+0.812s,18
2023,Singapore,3,44, Hamilton,Mercedes,62,+1.269s,16
2023,Singapore,4,16, Leclerc,Ferrari,62,+21.177s,12
2023,Singapore,5,1, Verstappen,Red Bull Racing Honda RBPT,62,+21.441s,10
2023,Singapore,6,10, Gasly,Alpine Renault,62,+38.441s,8
2023,Singapore,7,81, Piastri,McLaren Mercedes,62,+41.479s,6
2023,Singapore,8,11, Perez,Red Bull Racing Honda RBPT,62,+59.534s,4
2023,Singapore,9,40, Lawson,AlphaTauri Honda RBPT,62,+65.918s,2
2023,Singapore,10,20, Magnussen,Haas Ferrari,62,+72.116s,1
2023,Singapore,11,23, Albon,Williams Mercedes,62,+73.417s,0
2023,Singapore,12,24,Zhou ,Alfa Romeo Ferrari,62,+83.649s,0
2023,Singapore,13,27, Hulkenberg,Haas Ferrari,62,+86.201s,0
2023,Singapore,14,2, Sargeant,Williams Mercedes,62,+86.889s,0
2023,Singapore,15,14, Alonso,Aston Martin Aramco Mercedes,62,+87.603s,0
2023,Singapore,16,63, Russell,Mercedes,61,DNF,0
2023,Singapore,NC,77, Bottas,Alfa Romeo Ferrari,51,DNF,0
2023,Singapore,NC,31, Ocon,Alpine Renault,42,DNF,0
2023,Singapore,NC,22, Tsunoda,AlphaTauri Honda RBPT,0,DNF,0
2023,Japan,1,1, Verstappen,Red Bull Racing Honda RBPT,53,1:30:58.421,26
2023,Japan,2,4, Norris,McLaren Mercedes,53,+19.387s,18
2023,Japan,3,81, Piastri,McLaren Mercedes,53,+36.494s,15
2023,Japan,4,16, Leclerc,Ferrari,53,+43.998s,12
2023,Japan,5,44, Hamilton,Mercedes,53,+49.376s,10
2023,Japan,6,55, Sainz,Ferrari,53,+50.221s,8
2023,Japan,7,63, Russell,Mercedes,53,+57.659s,6
2023,Japan,8,14, Alonso,Aston Martin Aramco Mercedes,53,+74.725s,4
2023,Japan,9,31, Ocon,Alpine Renault,53,+79.678s,2
2023,Japan,10,10, Gasly,Alpine Renault,53,+83.155s,1
2023,Japan,11,40, Lawson,AlphaTauri Honda RBPT,52,+1 lap,0
2023,Japan,12,22, Tsunoda,AlphaTauri Honda RBPT,52,+1 lap,0
2023,Japan,13,24,Zhou ,Alfa Romeo Ferrari,52,+1 lap,0
2023,Japan,14,27, Hulkenberg,Haas Ferrari,52,+1 lap,0
2023,Japan,15,20, Magnussen,Haas Ferrari,52,+1 lap,0
2023,Japan,NC,23, Albon,Williams Mercedes,26,DNF,0
2023,Japan,NC,2, Sargeant,Williams Mercedes,22,DNF,0
2023,Japan,NC,18, Stroll,Aston Martin Aramco Mercedes,20,DNF,0
2023,Japan,NC,11, Perez,Red Bull Racing Honda RBPT,15,DNF,0
2023,Japan,NC,77, Bottas,Alfa Romeo Ferrari,7,DNF,0
2023,Qatar,1,1, Verstappen,Red Bull Racing Honda RBPT,57,1:27:39.168,26
2023,Qatar,2,81, Piastri,McLaren Mercedes,57,+4.833s,18
2023,Qatar,3,4, Norris,McLaren Mercedes,57,+5.969s,15
2023,Qatar,4,63, Russell,Mercedes,57,+34.119s,12
2023,Qatar,5,16, Leclerc,Ferrari,57,+38.976s,10
2023,Qatar,6,14, Alonso,Aston Martin Aramco Mercedes,57,+49.032s,8
2023,Qatar,7,31, Ocon,Alpine Renault,57,+62.390s,6
2023,Qatar,8,77, Bottas,Alfa Romeo Ferrari,57,+66.563s,4
2023,Qatar,9,24,Zhou ,Alfa Romeo Ferrari,57,+76.127s,2
2023,Qatar,10,11, Perez,Red Bull Racing Honda RBPT,57,+80.181s,1
2023,Qatar,11,18, Stroll,Aston Martin Aramco Mercedes,57,+81.652s,0
2023,Qatar,12,10, Gasly,Alpine Renault,57,+82.300s,0
2023,Qatar,13,23, Albon,Williams Mercedes,57,+91.014s,0
2023,Qatar,14,20, Magnussen,Haas Ferrari,56,+1 lap,0
2023,Qatar,15,22, Tsunoda,AlphaTauri Honda RBPT,56,+1 lap,0
2023,Qatar,16,27, Hulkenberg,Haas Ferrari,56,+1 lap,0
2023,Qatar,17,40, Lawson,AlphaTauri Honda RBPT,56,+1 lap,0
2023,Qatar,NC,2, Sargeant,Williams Mercedes,40,DNF,0
2023,Qatar,NC,44, Hamilton,Mercedes,0,DNF,0
2023,Qatar,NC,55, Sainz,Ferrari,0,DNS,0
2023,United States,1,1, Verstappen,Red Bull Racing Honda RBPT,56,1:35:21.362,25
2023,United States,DQ,44, Hamilton,Mercedes,56,+2.225s,0
2023,United States,2,4, Norris,McLaren Mercedes,56,+10.730s,0
2023,United States,3,55, Sainz,Ferrari,56,+15.134s,0
2023,United States,4,11, Perez,Red Bull Racing Honda RBPT,56,+18.460s,0
2023,United States,DQ,16, Leclerc,Ferrari,56,+24.662s,0
2023,United States,5,63, Russell,Mercedes,56,+24.999s,0
2023,United States,6,10, Gasly,Alpine Renault,56,+47.996s,0
2023,United States,7,18, Stroll,Aston Martin Aramco Mercedes,56,+48.696s,0
2023,United States,8,22, Tsunoda,AlphaTauri Honda RBPT,56,+74.385s,0
2023,United States,9,23, Albon,Williams Mercedes,56,+86.714s,0
2023,United States,10,2, Sargeant,Williams Mercedes,56,+87.998s,0
2023,United States,11,27, Hulkenberg,Haas Ferrari,56,+89.904s,0
2023,United States,12,77, Bottas,Alfa Romeo Ferrari,56,+98.601s,0
2023,United States,13,24,Zhou ,Alfa Romeo Ferrari,55,+1 lap,0
2023,United States,14,20, Magnussen,Haas Ferrari,55,+1 lap,0
2023,United States,15,3, Ricciardo,AlphaTauri Honda RBPT,55,+1 lap,0
2023,United States,NC,14, Alonso,Aston Martin Aramco Mercedes,49,DNF,0
2023,United States,NC,81, Piastri,McLaren Mercedes,10,DNF,0
2023,United States,NC,31, Ocon,Alpine Renault,6,DNF,0
2023,Mexico,1,1, Verstappen,Red Bull Racing Honda RBPT,71,2:02:30.814,25
2023,Mexico,2,44, Hamilton,Mercedes,71,+13.875s,19
2023,Mexico,3,16, Leclerc,Ferrari,71,+23.124s,15
2023,Mexico,4,55, Sainz,Ferrari,71,+27.154s,12
2023,Mexico,5,4, Norris,McLaren Mercedes,71,+33.266s,10
2023,Mexico,6,63, Russell,Mercedes,71,+41.020s,8
2023,Mexico,7,3, Ricciardo,AlphaTauri Honda RBPT,71,+41.570s,6
2023,Mexico,8,81, Piastri,McLaren Mercedes,71,+43.104s,4
2023,Mexico,9,23, Albon,Williams Mercedes,71,+48.573s,2
2023,Mexico,10,31, Ocon,Alpine Renault,71,+62.879s,1
2023,Mexico,11,10, Gasly,Alpine Renault,71,+66.208s,0
2023,Mexico,12,22, Tsunoda,AlphaTauri Honda RBPT,71,+78.982s,0
2023,Mexico,13,27, Hulkenberg,Haas Ferrari,71,+80.309s,0
2023,Mexico,14,24,Zhou ,Alfa Romeo Ferrari,71,+81.676s,0
2023,Mexico,15,77, Bottas,Alfa Romeo Ferrari,71,+85.597s,0
2023,Mexico,16,2, Sargeant,Williams Mercedes,70,DNF,0
2023,Mexico,17,18, Stroll,Aston Martin Aramco Mercedes,66,DNF,0
2023,Mexico,NC,14, Alonso,Aston Martin Aramco Mercedes,47,DNF,0
2023,Mexico,NC,20, Magnussen,Haas Ferrari,31,DNF,0
2023,Mexico,NC,11, Perez,Red Bull Racing Honda RBPT,1,DNF,0
2023,Brazil,1,1, Verstappen,Red Bull Racing Honda RBPT,71,1:56:48.894,25
2023,Brazil,2,4, Norris,McLaren Mercedes,71,+8.277s,19
2023,Brazil,3,14, Alonso,Aston Martin Aramco Mercedes,71,+34.155s,15
2023,Brazil,4,11, Perez,Red Bull Racing Honda RBPT,71,+34.208s,12
2023,Brazil,5,18, Stroll,Aston Martin Aramco Mercedes,71,+40.845s,10
2023,Brazil,6,55, Sainz,Ferrari,71,+50.188s,8
2023,Brazil,7,10, Gasly,Alpine Renault,71,+56.093s,6
2023,Brazil,8,44, Hamilton,Mercedes,71,+62.859s,4
2023,Brazil,9,22, Tsunoda,AlphaTauri Honda RBPT,71,+69.880s,2
2023,Brazil,10,31, Ocon,Alpine Renault,70,+1 lap,1
2023,Brazil,11,2, Sargeant,Williams Mercedes,70,+1 lap,0
2023,Brazil,12,27, Hulkenberg,Haas Ferrari,70,+1 lap,0
2023,Brazil,13,3, Ricciardo,AlphaTauri Honda RBPT,70,+1 lap,0
2023,Brazil,14,81, Piastri,McLaren Mercedes,69,+2 laps,0
2023,Brazil,NC,63, Russell,Mercedes,57,DNF,0
