year,race,position,number,driver,car,laps,time,points
2007,Belgium,2,5, Massa,,44,+4.695s,8
2007,Belgium,3,1, Alonso,,44,+14.343s,6
2007,Belgium,4,2, Hamilton,,44,+23.615s,5
2007,Belgium,5,9, Heidfeld,,44,+51.879s,4
2007,Belgium,6,16, Rosberg,,44,+76.876s,3
2007,Belgium,7,15, Webber,,44,+80.639s,2
2007,Belgium,8,4, Kovalainen,,44,+85.106s,1
2007,Belgium,9,10, Kubica,,44,+85.661s,0
2007,Belgium,10,11, Schumacher,,44,+88.574s,0
2007,Belgium,11,12, Trulli,,44,+103.653s,0
2007,Belgium,12,18, Liuzzi,,43,+1 lap,0
2007,Belgium,13,8, Barrichello,,43,+1 lap,0
2007,Belgium,14,20, Sutil,,43,+1 lap,0
2007,Belgium,15,22, Sato,,43,+1 lap,0
2007,Belgium,16,23, Davidson,,43,+1 lap,0
2007,Belgium,17,21, Yamamoto,,43,+1 lap,0
2007,Belgium,NC,7, Button,,36,DNF,0
2007,Belgium,NC,17, Wurz,,34,DNF,0
2007,Belgium,NC,14, Coulthard,,29,DNF,0
2007,Belgium,NC,19, Vettel,,8,DNF,0
2007,Belgium,NC,3, Fisichella,,1,DNF,0
2007,Japan,1,2, Hamilton,,67,2:00:34.579,10
2007,Japan,2,4, Kovalainen,,67,+8.377s,8
2007,Japan,3,6, Räikkönen,,67,+9.478s,6
2007,Japan,4,14, Coulthard,,67,+20.297s,5
2007,Japan,5,3, Fisichella,,67,+38.864s,4
2007,Japan,6,5, Massa,,67,+49.042s,3
2007,Japan,7,10, Kubica,,67,+49.285s,2
2007,Japan,8,20, Sutil,,67,+60.129s,1
2007,Japan,9,18, Liuzzi,,67,+80.622s,0
2007,Japan,10,8, Barrichello,,67,+88.342s,0
2007,Japan,11,7, Button,,66,DNF,0
2007,Japan,12,21, Yamamoto,,66,+1 lap,0
2007,Japan,13,12, Trulli,,66,+1 lap,0
2007,Japan,14,9, Heidfeld,,65,DNF,0
2007,Japan,15,22, Sato,,65,DNF,0
2007,Japan,NC,11, Schumacher,,55,DNF,0
2007,Japan,NC,23, Davidson,,54,DNF,0
2007,Japan,NC,16, Rosberg,,49,DNF,0
2007,Japan,NC,19, Vettel,,46,DNF,0
2007,Japan,NC,15, Webber,,45,DNF,0
2007,Japan,NC,1, Alonso,,41,DNF,0
2007,China,1,6, Räikkönen,,56,1:37:58.395,10
2007,China,2,1, Alonso,,56,+9.806s,8
2007,China,3,5, Massa,,56,+12.891s,6
2007,China,4,19, Vettel,,56,+53.509s,5
2007,China,5,7, Button,,56,+68.666s,4
2007,China,6,18, Liuzzi,,56,+73.673s,3
2007,China,7,9, Heidfeld,,56,+74.224s,2
2007,China,8,14, Coulthard,,56,+80.750s,1
2007,China,9,4, Kovalainen,,56,+81.186s,0
2007,China,10,15, Webber,,56,+84.685s,0
2007,China,11,3, Fisichella,,56,+86.683s,0
2007,China,12,17, Wurz,,55,+1 lap,0
2007,China,13,12, Trulli,,55,+1 lap,0
2007,China,14,22, Sato,,55,+1 lap,0
2007,China,15,8, Barrichello,,55,+1 lap,0
2007,China,16,16, Rosberg,,54,+2 laps,0
2007,China,17,21, Yamamoto,,53,+3 laps,0
2007,China,NC,10, Kubica,,33,DNF,0
2007,China,NC,2, Hamilton,,30,DNF,0
2007,China,NC,11, Schumacher,,25,DNF,0
2007,China,NC,20, Sutil,,24,DNF,0
2007,China,NC,23, Davidson,,11,DNF,0
2007,Brazil,1,6, Räikkönen,,71,1:28:15.270,10
2007,Brazil,2,5, Massa,,71,+1.493s,8
2007,Brazil,3,1, Alonso,,71,+57.019s,6
2007,Brazil,4,16, Rosberg,,71,+62.848s,5
2007,Brazil,5,10, Kubica,,71,+70.957s,4
2007,Brazil,6,9, Heidfeld,,71,+71.317s,3
2007,Brazil,7,2, Hamilton,,70,+1 lap,2
2007,Brazil,8,12, Trulli,,70,+1 lap,1
2007,Brazil,9,14, Coulthard,,70,+1 lap,0
2007,Brazil,10,17, Nakajima,,70,+1 lap,0
2007,Brazil,11,11, Schumacher,,70,+1 lap,0
2007,Brazil,12,22, Sato,,69,+2 laps,0
2007,Brazil,13,18, Liuzzi,,69,+2 laps,0
2007,Brazil,14,23, Davidson,,68,+3 laps,0
2007,Brazil,NC,20, Sutil,,43,DNF,0
2007,Brazil,NC,8, Barrichello,,40,DNF,0
2007,Brazil,NC,4, Kovalainen,,35,DNF,0
2007,Brazil,NC,19, Vettel,,34,DNF,0
2007,Brazil,NC,7, Button,,20,DNF,0
2007,Brazil,NC,15, Webber,,14,DNF,0
2007,Brazil,NC,21, Yamamoto,,2,DNF,0
2007,Brazil,NC,3, Fisichella,,2,DNF,0
2006,Bahrain,1,1, Alonso,,57,1:29:46.205,10
2006,Bahrain,2,5, Schumacher,,57,+1.246s,8
2006,Bahrain,3,3, Räikkönen,,57,+19.360s,6
2006,Bahrain,4,12, Button,,57,+19.992s,5
2006,Bahrain,5,4, Montoya,,57,+37.048s,4
2006,Bahrain,6,9, Webber,,57,+41.932s,3
2006,Bahrain,7,10, Rosberg,,57,+63.043s,2
2006,Bahrain,8,15, Klien,,57,+66.771s,1
2006,Bahrain,9,6, Massa,,57,+69.907s,0
2006,Bahrain,10,14, Coulthard,,57,+75.541s,0
2006,Bahrain,11,20, Liuzzi,,57,+85.997s,0
2006,Bahrain,12,16, Heidfeld,,56,+1 lap,0
2006,Bahrain,13,21, Speed,,56,+1 lap,0
2006,Bahrain,14,7, Schumacher,,56,+1 lap,0
2006,Bahrain,15,11, Barrichello,,56,+1 lap,0
2006,Bahrain,16,8, Trulli,,56,+1 lap,0
2006,Bahrain,17,18, Monteiro,,55,+2 laps,0
2006,Bahrain,18,22, Sato,,53,+4 laps,0
2006,Bahrain,NC,23, Ide,,35,DNF,0
2006,Bahrain,NC,17, Villeneuve,,29,DNF,0
2006,Bahrain,NC,2, Fisichella,,21,DNF,0
2006,Bahrain,NC,19, Albers,,0,DNF,0
2006,Malaysia,1,2, Fisichella,,56,1:30:40.529,10
2006,Malaysia,2,1, Alonso,,56,+4.585s,8
2006,Malaysia,3,12, Button,,56,+9.631s,6
2006,Malaysia,4,4, Montoya,,56,+39.351s,5
2006,Malaysia,5,6, Massa,,56,+43.254s,4
2006,Malaysia,6,5, Schumacher,,56,+43.854s,3
2006,Malaysia,7,17, Villeneuve,,56,+80.461s,2
2006,Malaysia,8,7, Schumacher,,56,+81.288s,1
2006,Malaysia,9,8, Trulli,,55,+1 lap,0
2006,Malaysia,10,11, Barrichello,,55,+1 lap,0
2006,Malaysia,11,20, Liuzzi,,54,+2 laps,0
2006,Malaysia,12,19, Albers,,54,+2 laps,0
2006,Malaysia,13,18, Monteiro,,54,+2 laps,0
2006,Malaysia,14,22, Sato,,53,+3 laps,0
2006,Malaysia,NC,16, Heidfeld,,48,DNF,0
2006,Malaysia,NC,21, Speed,,41,DNF,0
2006,Malaysia,NC,23, Ide,,33,DNF,0
2006,Malaysia,NC,15, Klien,,26,DNF,0
2006,Malaysia,NC,9, Webber,,15,DNF,0
2006,Malaysia,NC,14, Coulthard,,10,DNF,0
2006,Malaysia,NC,10, Rosberg,,6,DNF,0
2006,Malaysia,NC,3, Räikkönen,,0,DNF,0
2006,Australia,1,1, Alonso,,57,1:34:27.870,10
2006,Australia,2,3, Räikkönen,,57,+1.829s,8
2006,Australia,3,7, Schumacher,,57,+24.824s,6
2006,Australia,4,16, Heidfeld,,57,+31.032s,5
2006,Australia,5,2, Fisichella,,57,+38.421s,4
2006,Australia,6,17, Villeneuve,,57,+49.554s,3
2006,Australia,7,11, Barrichello,,57,+51.904s,2
2006,Australia,8,14, Coulthard,,57,+53.983s,1
2006,Australia,9,21, Speed,,57,+78.817s,0
2006,Australia,10,12, Button,,56,DNF,0
2006,Australia,11,19, Albers,,56,+1 lap,0
2006,Australia,12,22, Sato,,55,+2 laps,0
2006,Australia,13,23, Ide,,54,+3 laps,0
2006,Australia,NC,4, Montoya,,46,DNF,0
2006,Australia,NC,18, Monteiro,,39,DNF,0
2006,Australia,NC,20, Liuzzi,,37,DNF,0
2006,Australia,NC,5, Schumacher,,32,DNF,0
2006,Australia,NC,9, Webber,,22,DNF,0
2006,Australia,NC,15, Klien,,4,DNF,0
2006,Australia,NC,8, Trulli,,0,DNF,0
2006,Australia,NC,10, Rosberg,,0,DNF,0
2006,Australia,NC,6, Massa,,0,DNF,0
2006,San Marino,1,5, Schumacher,,62,1:31:06.486,10
2006,San Marino,2,1, Alonso,,62,+2.096s,8
2006,San Marino,3,4, Montoya,,62,+15.868s,6
2006,San Marino,4,6, Massa,,62,+17.096s,5
2006,San Marino,5,3, Räikkönen,,62,+17.524s,4
2006,San Marino,6,9, Webber,,62,+37.739s,3
2006,San Marino,7,12, Button,,62,+39.635s,2
2006,San Marino,8,2, Fisichella,,62,+40.200s,1
2006,San Marino,9,7, Schumacher,,62,+45.511s,0
2006,San Marino,10,11, Barrichello,,62,+77.851s,0
2006,San Marino,11,10, Rosberg,,62,+79.675s,0
2006,San Marino,12,17, Villeneuve,,62,+82.370s,0
2006,San Marino,13,16, Heidfeld,,61,+1 lap,0
2006,San Marino,14,20, Liuzzi,,61,+1 lap,0
2006,San Marino,15,21, Speed,,61,+1 lap,0
2006,San Marino,16,18, Monteiro,,60,+2 laps,0
2006,San Marino,NC,14, Coulthard,,47,DNF,0
2006,San Marino,NC,22, Sato,,44,DNF,0
2006,San Marino,NC,15, Klien,,40,DNF,0
2006,San Marino,NC,23, Ide,,23,DNF,0
2006,San Marino,NC,8, Trulli,,5,DNF,0
2006,San Marino,NC,19, Albers,,0,DNF,0
2006,Europe,1,5, Schumacher,,60,1:35:58.765,10
2006,Europe,2,1, Alonso,,60,+3.751s,8
2006,Europe,3,6, Massa,,60,+4.447s,6
2006,Europe,4,3, Räikkönen,,60,+4.879s,5
2006,Europe,5,11, Barrichello,,60,+72.586s,4
2006,Europe,6,2, Fisichella,,60,+74.116s,3
2006,Europe,7,10, Rosberg,,60,+74.565s,2
2006,Europe,8,17, Villeneuve,,60,+89.364s,1
2006,Europe,9,8, Trulli,,59,+1 lap,0
2006,Europe,10,16, Heidfeld,,59,+1 lap,0
2006,Europe,11,21, Speed,,59,+1 lap,0
2006,Europe,12,18, Monteiro,,59,+1 lap,0
2006,Europe,13,19, Albers,,59,+1 lap,0
2006,Europe,NC,7, Schumacher,,52,DNF,0
2006,Europe,NC,4, Montoya,,52,DNF,0
2006,Europe,NC,22, Sato,,45,DNF,0
2006,Europe,NC,23, Montagny,,29,DNF,0
2006,Europe,NC,12, Button,,28,DNF,0
2006,Europe,NC,15, Klien,,28,DNF,0
2006,Europe,NC,9, Webber,,12,DNF,0
2006,Europe,NC,14, Coulthard,,2,DNF,0
2006,Europe,NC,20, Liuzzi,,0,DNF,0
2006,Spain,1,1, Alonso,,66,1:26:21.759,10
2006,Spain,2,5, Schumacher,,66,+18.502s,8
2006,Spain,3,2, Fisichella,,66,+23.951s,6
2006,Spain,4,6, Massa,,66,+29.859s,5
2006,Spain,5,3, Räikkönen,,66,+56.875s,4
2006,Spain,6,12, Button,,66,+58.347s,3
2006,Spain,7,11, Barrichello,,65,+1 lap,2
2006,Spain,8,16, Heidfeld,,65,+1 lap,1
2006,Spain,9,9, Webber,,65,+1 lap,0
2006,Spain,10,8, Trulli,,65,+1 lap,0
2006,Spain,11,10, Rosberg,,65,+1 lap,0
2006,Spain,12,17, Villeneuve,,65,+1 lap,0
2006,Spain,13,15, Klien,,65,+1 lap,0
2006,Spain,14,14, Coulthard,,65,+1 lap,0
2006,Spain,15,20, Liuzzi,,63,DNF,0
2006,Spain,16,18, Monteiro,,63,+3 laps,0
2006,Spain,17,22, Sato,,62,+4 laps,0
2006,Spain,NC,19, Albers,,48,DNF,0
2006,Spain,NC,21, Speed,,47,DNF,0
2006,Spain,NC,7, Schumacher,,31,DNF,0
2006,Spain,NC,4, Montoya,,17,DNF,0
2006,Spain,NC,23, Montagny,,10,DNF,0
2006,Monaco,1,1, Alonso,,78,1:43:43.116,10
2006,Monaco,2,4, Montoya,,78,+14.567s,8
2006,Monaco,3,14, Coulthard,,78,+52.298s,6
2006,Monaco,4,11, Barrichello,,78,+53.337s,5
2006,Monaco,5,5, Schumacher,,78,+53.830s,4
2006,Monaco,6,2, Fisichella,,78,+62.072s,3
2006,Monaco,7,16, Heidfeld,,77,+1 lap,2
2006,Monaco,8,7, Schumacher,,77,+1 lap,1
2006,Monaco,9,6, Massa,,77,+1 lap,0
2006,Monaco,10,20, Liuzzi,,77,+1 lap,0
2006,Monaco,11,12, Button,,77,+1 lap,0
2006,Monaco,12,19, Albers,,77,+1 lap,0
2006,Monaco,13,21, Speed,,77,+1 lap,0
2006,Monaco,14,17, Villeneuve,,77,+1 lap,0
2006,Monaco,15,18, Monteiro,,76,+2 laps,0
2006,Monaco,16,23, Montagny,,75,+3 laps,0
2006,Monaco,17,8, Trulli,,72,DNF,0
2006,Monaco,NC,15, Klien,,56,DNF,0
2006,Monaco,NC,10, Rosberg,,51,DNF,0
2006,Monaco,NC,3, Räikkönen,,50,DNF,0
2006,Monaco,NC,9, Webber,,48,DNF,0
2006,Monaco,NC,22, Sato,,46,DNF,0
2006,Great Britain,1,1, Alonso,,60,1:25:51.927,10
2006,Great Britain,2,5, Schumacher,,60,+13.951s,8
2006,Great Britain,3,3, Räikkönen,,60,+18.672s,6
2006,Great Britain,4,2, Fisichella,,60,+19.976s,5
2006,Great Britain,5,6, Massa,,60,+31.559s,4
2006,Great Britain,6,4, Montoya,,60,+64.769s,3
2006,Great Britain,7,16, Heidfeld,,60,+71.594s,2
2006,Great Britain,8,17, Villeneuve,,60,+78.299s,1
2006,Great Britain,9,10, Rosberg,,60,+79.008s,0
2006,Great Britain,10,11, Barrichello,,59,+1 lap,0
2006,Great Britain,11,8, Trulli,,59,+1 lap,0
2006,Great Britain,12,14, Coulthard,,59,+1 lap,0
2006,Great Britain,13,20, Liuzzi,,59,+1 lap,0
2006,Great Britain,14,15, Klien,,59,+1 lap,0
2006,Great Britain,15,19, Albers,,59,+1 lap,0
2006,Great Britain,16,18, Monteiro,,58,+2 laps,0
2006,Great Britain,17,22, Sato,,57,+3 laps,0
2006,Great Britain,18,23, Montagny,,57,+3 laps,0
2006,Great Britain,NC,12, Button,,8,DNF,0
2006,Great Britain,NC,21, Speed,,1,DNF,0
2006,Great Britain,NC,7, Schumacher,,0,DNF,0
2006,Great Britain,NC,9, Webber,,0,DNF,0
2006,Canada,1,1, Alonso,,70,1:34:37.308,10
2006,Canada,2,5, Schumacher,,70,+2.111s,8
2006,Canada,3,3, Räikkönen,,70,+8.813s,6
2006,Canada,4,2, Fisichella,,70,+15.679s,5
2006,Canada,5,6, Massa,,70,+25.172s,4
2006,Canada,6,8, Trulli,,69,+1 lap,3
2006,Canada,7,16, Heidfeld,,69,+1 lap,2
2006,Canada,8,14, Coulthard,,69,+1 lap,1
2006,Canada,9,12, Button,,69,+1 lap,0
2006,Canada,10,21, Speed,,69,+1 lap,0
2006,Canada,11,15, Klien,,69,+1 lap,0
2006,Canada,12,9, Webber,,69,+1 lap,0
2006,Canada,13,20, Liuzzi,,68,+2 laps,0
2006,Canada,14,18, Monteiro,,66,+4 laps,0
2006,Canada,15,22, Sato,,64,DNF,0
2006,Canada,NC,17, Villeneuve,,58,DNF,0
2006,Canada,NC,7, Schumacher,,58,DNF,0
2006,Canada,NC,4, Montoya,,13,DNF,0
2006,Canada,NC,11, Barrichello,,11,DNF,0
2006,Canada,NC,23, Montagny,,2,DNF,0
2006,Canada,NC,10, Rosberg,,1,DNF,0
2006,Canada,NC,19, Albers,,0,DNF,0
2006,United States,1,5, Schumacher,,73,1:34:35.199,10
2006,United States,2,6, Massa,,73,+7.984s,8
2006,United States,3,2, Fisichella,,73,+16.595s,6
2006,United States,4,8, Trulli,,73,+23.604s,5
2006,United States,5,1, Alonso,,73,+28.410s,4
2006,United States,6,11, Barrichello,,73,+36.516s,3
2006,United States,7,14, Coulthard,,72,+1 lap,2
2006,United States,8,20, Liuzzi,,72,+1 lap,1
2006,United States,9,10, Rosberg,,72,+1 lap,0
2006,United States,NC,7, Schumacher,,62,DNF,0
2006,United States,NC,19, Albers,,37,DNF,0
2006,United States,NC,17, Villeneuve,,23,DNF,0
2006,United States,NC,18, Monteiro,,9,DNF,0
2006,United States,NC,22, Sato,,6,DNF,0
2006,United States,NC,12, Button,,3,DNF,0
2006,United States,NC,3, Räikkönen,,0,DNF,0
2006,United States,NC,16, Heidfeld,,0,DNF,0
2006,United States,NC,4, Montoya,,0,DNF,0
2006,United States,NC,9, Webber,,0,DNF,0
2006,United States,NC,21, Speed,,0,DNF,0
2006,United States,NC,15, Klien,,0,DNF,0
2006,United States,NC,23, Montagny,,0,DNF,0
2006,France,1,5, Schumacher,,70,1:32:07.803,10
2006,France,2,1, Alonso,,70,+10.131s,8
2006,France,3,6, Massa,,70,+22.546s,6
2006,France,4,7, Schumacher,,70,+27.212s,5
2006,France,5,3, Räikkönen,,70,+33.006s,4
2006,France,6,2, Fisichella,,70,+45.265s,3
2006,France,7,4, de la Rosa,,70,+49.407s,2
2006,France,8,16, Heidfeld,,69,+1 lap,1
2006,France,9,14, Coulthard,,69,+1 lap,0
2006,France,10,21, Speed,,69,+1 lap,0
2006,France,11,17, Villeneuve,,69,+1 lap,0
2006,France,12,15, Klien,,69,+1 lap,0
2006,France,13,20, Liuzzi,,69,+1 lap,0
2006,France,14,10, Rosberg,,68,+2 laps,0
2006,France,15,19, Albers,,68,+2 laps,0
2006,France,16,23, Montagny,,67,+3 laps,0
2006,France,NC,12, Button,,61,DNF,0
2006,France,NC,9, Webber,,53,DNF,0
2006,France,NC,8, Trulli,,39,DNF,0
2006,France,NC,11, Barrichello,,18,DNF,0
2006,France,NC,18, Monteiro,,11,DNF,0
2006,France,NC,22, Sato,,0,DNF,0
2006,Germany,1,5, Schumacher,,67,1:27:51.693,10
2006,Germany,2,6, Massa,,67,+0.720s,8
2006,Germany,3,3, Räikkönen,,67,+13.206s,6
2006,Germany,4,12, Button,,67,+18.898s,5
2006,Germany,5,1, Alonso,,67,+23.707s,4
2006,Germany,6,2, Fisichella,,67,+24.814s,3
2006,Germany,7,8, Trulli,,67,+26.544s,2
2006,Germany,8,15, Klien,,67,+48.131s,1
2006,Germany,9,7, Schumacher,,67,+60.351s,0
2006,Germany,10,20, Liuzzi,,66,+1 lap,0
2006,Germany,11,14, Coulthard,,66,+1 lap,0
2006,Germany,12,21, Speed,,66,+1 lap,0
2006,Germany,NC,9, Webber,,59,+1 lap,0
2006,Germany,NC,22, Sato,,38,+2 laps,0
2006,Germany,NC,17, Villeneuve,,30,DNF,0
2006,Germany,NC,11, Barrichello,,18,DNF,0
2006,Germany,NC,16, Heidfeld,,9,DNF,0
2006,Germany,NC,4, de la Rosa,,2,DNF,0
2006,Germany,NC,23, Yamamoto,,1,DNF,0
2006,Germany,NC,10, Rosberg,,0,DNF,0
2006,Hungary,1,12, Button,,70,1:52:20.941,10
2006,Hungary,2,4, de la Rosa,,70,+30.837s,8
2006,Hungary,3,16, Heidfeld,,70,+43.822s,6
2006,Hungary,4,11, Barrichello,,70,+45.205s,5
2006,Hungary,5,14, Coulthard,,69,+1 lap,4
2006,Hungary,6,7, Schumacher,,69,+1 lap,3
2006,Hungary,7,6, Massa,,69,+1 lap,2
2006,Hungary,8,5, Schumacher,,67,DNF,1
2006,Hungary,9,18, Monteiro,,67,+3 laps,0
2006,Hungary,10,19, Albers,,67,+3 laps,0
2006,Hungary,11,21, Speed,,66,+4 laps,0
2006,Hungary,12,8, Trulli,,65,DNF,0
2006,Hungary,13,22, Sato,,65,+5 laps,0
2006,Hungary,NC,1, Alonso,,51,DNF,0
2006,Hungary,NC,3, Räikkönen,,25,DNF,0
2006,Hungary,NC,20, Liuzzi,,25,DNF,0
2006,Hungary,NC,10, Rosberg,,19,DNF,0
2006,Hungary,NC,2, Fisichella,,18,DNF,0
2006,Hungary,NC,15, Klien,,6,DNF,0
2006,Hungary,NC,9, Webber,,1,DNF,0
2006,Hungary,NC,23, Yamamoto,,0,DNF,0
2006,Turkey,1,6, Massa,,58,1:28:51.082,10
2006,Turkey,2,1, Alonso,,58,+5.575s,8
2006,Turkey,3,5, Schumacher,,58,+5.656s,6
2006,Turkey,4,12, Button,,58,+12.334s,5
2006,Turkey,5,4, de la Rosa,,58,+45.908s,4
2006,Turkey,6,2, Fisichella,,58,+46.594s,3
2006,Turkey,7,7, Schumacher,,58,+59.337s,2
2006,Turkey,8,11, Barrichello,,58,+60.034s,1
2006,Turkey,9,8, Trulli,,57,+1 lap,0
2006,Turkey,10,9, Webber,,57,+1 lap,0
2006,Turkey,11,15, Klien,,57,+1 lap,0
2006,Turkey,12,17, Kubica,,57,+1 lap,0
2006,Turkey,13,21, Speed,,57,+1 lap,0
2006,Turkey,14,16, Heidfeld,,56,+2 laps,0
2006,Turkey,15,14, Coulthard,,55,+3 laps,0
2006,Turkey,NC,19, Albers,,46,DNF,0
2006,Turkey,NC,22, Sato,,41,+17 laps,0
2006,Turkey,NC,10, Rosberg,,25,DNF,0
2006,Turkey,NC,23, Yamamoto,,23,DNF,0
2006,Turkey,NC,20, Liuzzi,,12,DNF,0
2006,Turkey,NC,3, Räikkönen,,1,DNF,0
2006,Turkey,NC,18, Monteiro,,0,DNF,0
2006,Italy,1,5, Schumacher,,53,1:14:51.975,10
2006,Italy,2,3, Räikkönen,,53,+8.046s,8
2006,Italy,3,17, Kubica,,53,+26.414s,6
2006,Italy,4,2, Fisichella,,53,+32.045s,5
2006,Italy,5,12, Button,,53,+32.685s,4
2006,Italy,6,11, Barrichello,,53,+42.409s,3
2006,Italy,7,8, Trulli,,53,+44.662s,2
2006,Italy,8,16, Heidfeld,,53,+45.309s,1
2006,Italy,9,6, Massa,,53,+45.955s,0
2006,Italy,10,9, Webber,,53,+72.602s,0
2006,Italy,11,15, Klien,,52,+1 lap,0
2006,Italy,12,14, Coulthard,,52,+1 lap,0
2006,Italy,13,21, Speed,,52,+1 lap,0
2006,Italy,14,20, Liuzzi,,52,+1 lap,0
2006,Italy,15,7, Schumacher,,52,+1 lap,0
2006,Italy,16,22, Sato,,51,+2 laps,0
2006,Italy,17,19, Albers,,51,+2 laps,0
2006,Italy,NC,18, Monteiro,,44,DNF,0
2006,Italy,NC,1, Alonso,,43,DNF,0
2006,Italy,NC,4, de la Rosa,,20,DNF,0
2006,Italy,NC,23, Yamamoto,,18,DNF,0
2006,Italy,NC,10, Rosberg,,9,DNF,0
2006,China,1,5, Schumacher,,56,1:37:32.747,10
2006,China,2,1, Alonso,,56,+3.121s,8
2006,China,3,2, Fisichella,,56,+44.197s,6
2006,China,4,12, Button,,56,+72.056s,5
2006,China,5,4, de la Rosa,,56,+77.137s,4
2006,China,6,11, Barrichello,,56,+79.131s,3
2006,China,7,16, Heidfeld,,56,+91.979s,2
2006,China,8,9, Webber,,56,+103.588s,1
2006,China,9,14, Coulthard,,56,+103.796s,0
2006,China,10,20, Liuzzi,,55,+1 lap,0
2006,China,11,10, Rosberg,,55,+1 lap,0
2006,China,12,15, Doornbos,,55,+1 lap,0
2006,China,13,17, Kubica,,55,+1 lap,0
2006,China,14,21, Speed,,55,+1 lap,0
2006,China,15,19, Albers,,53,+3 laps,0
2006,China,16,23, Yamamoto,,52,+4 laps,0
2006,China,NC,7, Schumacher,,49,DNF,0
2006,China,NC,6, Massa,,44,DNF,0
2006,China,NC,8, Trulli,,38,DNF,0
2006,China,NC,18, Monteiro,,37,DNF,0
2006,China,NC,3, Räikkönen,,18,DNF,0
2006,Japan,1,1, Alonso,,53,1:23:53.413,10
2006,Japan,2,6, Massa,,53,+16.151s,8
2006,Japan,3,2, Fisichella,,53,+23.953s,6
2006,Japan,4,12, Button,,53,+34.101s,5
2006,Japan,5,3, Räikkönen,,53,+43.596s,4
2006,Japan,6,8, Trulli,,53,+46.717s,3
2006,Japan,7,7, Schumacher,,53,+48.869s,2
2006,Japan,8,16, Heidfeld,,53,+76.095s,1
2006,Japan,9,17, Kubica,,53,+76.932s,0
2006,Japan,10,10, Rosberg,,52,+1 lap,0
2006,Japan,11,4, de la Rosa,,52,+1 lap,0
2006,Japan,12,11, Barrichello,,52,+1 lap,0
2006,Japan,13,15, Doornbos,,52,+1 lap,0
2006,Japan,14,20, Liuzzi,,52,+1 lap,0
2006,Japan,15,22, Sato,,52,+1 lap,0
2006,Japan,16,18, Monteiro,,51,+2 laps,0
2006,Japan,17,23, Yamamoto,,50,+3 laps,0
2006,Japan,18,21, Speed,,48,DNF,0
2006,Japan,NC,9, Webber,,39,DNF,0
2006,Japan,NC,5, Schumacher,,36,DNF,0
2006,Japan,NC,14, Coulthard,,35,DNF,0
2006,Japan,NC,19, Albers,,20,DNF,0
2006,Brazil,1,6, Massa,,71,1:31:53.751,10
2006,Brazil,2,1, Alonso,,71,+18.658s,8
2006,Brazil,3,12, Button,,71,+19.394s,6
2006,Brazil,4,5, Schumacher,,71,+24.094s,5
2006,Brazil,5,3, Räikkönen,,71,+28.503s,4
2006,Brazil,6,2, Fisichella,,71,+30.287s,3
2006,Brazil,7,11, Barrichello,,71,+40.294s,2
2006,Brazil,8,4, de la Rosa,,71,+52.068s,1
2006,Brazil,9,17, Kubica,,71,+67.642s,0
2006,Brazil,10,22, Sato,,70,+1 lap,0
2006,Brazil,11,21, Speed,,70,+1 lap,0
2006,Brazil,12,15, Doornbos,,70,+1 lap,0
2006,Brazil,13,20, Liuzzi,,70,+1 lap,0
2006,Brazil,14,19, Albers,,70,+1 lap,0
2006,Brazil,15,18, Monteiro,,69,+2 laps,0
2006,Brazil,16,23, Yamamoto,,69,+2 laps,0
2006,Brazil,17,16, Heidfeld,,63,DNF,0
2006,Brazil,NC,14, Coulthard,,14,DNF,0
2006,Brazil,NC,8, Trulli,,10,DNF,0
2006,Brazil,NC,7, Schumacher,,9,DNF,0
2006,Brazil,NC,9, Webber,,1,DNF,0
2006,Brazil,NC,10, Rosberg,,0,DNF,0
2005,Australia,1,6, Fisichella,,57,1:24:17.336,10
2005,Australia,2,2, Barrichello,,57,+5.553s,8
2005,Australia,3,5, Alonso,,57,+6.712s,6
2005,Australia,4,14, Coulthard,,57,+16.131s,5
2005,Australia,5,7, Webber,,57,+16.908s,4
2005,Australia,6,10, Montoya,,57,+35.033s,3
2005,Australia,7,15, Klien,,57,+38.997s,2
2005,Australia,8,9, Räikkönen,,57,+39.633s,1
2005,Australia,9,16, Trulli,,57,+63.108s,0
2005,Australia,10,12, Massa,,57,+64.393s,0
2005,Australia,11,3, Button,,56,DNF,0
2005,Australia,12,17, Schumacher,,56,+1 lap,0
2005,Australia,13,11, Villeneuve,,56,+1 lap,0
2005,Australia,14,4, Sato,,55,DNF,0
2005,Australia,15,19, Karthikeyan,,55,+2 laps,0
2005,Australia,16,18, Monteiro,,55,+2 laps,0
2005,Australia,17,20, Friesacher,,53,+4 laps,0
2005,Australia,NC,1, Schumacher,,42,DNF,0
2005,Australia,NC,8, Heidfeld,,42,DNF,0
2005,Australia,NC,21, Albers,,16,DNF,0
2005,Malaysia,1,5, Alonso,,56,1:31:33.736,10
2005,Malaysia,2,16, Trulli,,56,+24.327s,8
2005,Malaysia,3,8, Heidfeld,,56,+32.188s,6
2005,Malaysia,4,10, Montoya,,56,+41.631s,5
2005,Malaysia,5,17, Schumacher,,56,+51.854s,4
2005,Malaysia,6,14, Coulthard,,56,+72.543s,3
2005,Malaysia,7,1, Schumacher,,56,+79.988s,2
2005,Malaysia,8,15, Klien,,56,+80.835s,1
2005,Malaysia,9,9, Räikkönen,,56,+81.580s,0
2005,Malaysia,10,12, Massa,,55,+1 lap,0
